county Name,AUN,LEA,School Code,School,Graduate Count,College Bound,Total College Bound %,2- or 4-Year College or University,2- Or 4-Year University %,Total Postsecondary Bound,Total Postsecondary Bound %,Non-Degree-Granting Postsecondary School,Non-Degree-Granting Postsecondary School %,Specialized Associate Degree Granting Institution,Specialized Assocate Degree Granting Institution %
,106338003,Punxsutawney Area SD,6165,Punxsutawney Area HS,150,90,60.00%,90,60.00%,105,70.00%,15,10.00%,0,0.00%
Juniata,111343603,Juniata County SD,2394,East Juniata JSHS,88,53,60.23%,42,47.73%,55,62.50%,2,2.27%,11,12.50%
,,,6255,Juniata SHS,133,71,53.38%,41,30.83%,71,53.38%,0,0.00%,30,22.56%
Lackawanna,119350303,Abington Heights SD,5091,Abington Heights HS,253,228,90.12%,225,88.93%,230,90.91%,2,0.79%,3,1.19%
,119351303,Carbondale Area SD,2420,Carbondale Area JSHS,117,84,71.79%,84,71.79%,86,73.50%,2,1.71%,0,0.00%
,,,9999,Carbondale Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,119352203,Dunmore SD,8312,Dunmore JSHS,113,94,83.19%,94,83.19%,100,88.50%,6,5.31%,0,0.00%
,119354603,Lakeland SD,6404,Lakeland JSHS,119,119,100.00%,0,0.00%,119,100.00%,0,0.00%,119,100.00%
,119355503,Mid Valley SD,8304,Mid Valley Secondary Center,105,74,70.48%,74,70.48%,74,70.48%,0,0.00%,0,0.00%
,119356503,North Pocono SD,2446,North Pocono HS,214,162,75.70%,161,75.23%,164,76.64%,2,0.93%,1,0.47%
,119356603,Old Forge SD,2449,Old Forge JSHS,76,62,81.58%,62,81.58%,68,89.47%,6,7.89%,0,0.00%
,,,9999,Old Forge SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,119357003,Riverside SD,2496,Riverside JSHS,89,70,78.65%,63,70.79%,71,79.78%,1,1.12%,7,7.87%
,119357402,Scranton SD,2489,West Scranton HS,189,121,64.02%,121,64.02%,125,66.14%,4,2.12%,0,0.00%
,,,6413,Scranton HS,361,240,66.48%,240,66.48%,257,71.19%,17,4.71%,0,0.00%
,,,9999,Scranton SD,42,10,23.81%,10,23.81%,11,26.19%,1,2.38%,0,0.00%
,119358403,Valley View SD,6775,Valley View HS,178,147,82.58%,144,80.90%,156,87.64%,9,5.06%,3,1.69%
Lancaster,113361303,Cocalico SD,6290,Cocalico SHS,234,148,63.25%,138,58.97%,149,63.68%,1,0.43%,10,4.27%
,,,9999,Cocalico SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113361503,Columbia Borough SD,2515,Columbia HS,67,44,65.67%,35,52.24%,44,65.67%,0,0.00%,9,13.43%
,113361703,Conestoga Valley SD,2532,Conestoga Valley SHS,332,231,69.58%,230,69.28%,234,70.48%,3,0.90%,1,0.30%
,,,9999,Conestoga Valley SD,26,9,34.62%,8,30.77%,9,34.62%,0,0.00%,1,3.85%
,113362203,Donegal SD,2539,Donegal HS,213,137,64.32%,128,60.09%,140,65.73%,3,1.41%,9,4.23%
,,,9999,Donegal SD,8,2,25.00%,2,25.00%,2,25.00%,0,0.00%,0,0.00%
,113362303,Eastern Lancaster County SD,2554,Garden Spot SHS,249,122,49.00%,119,47.79%,130,52.21%,8,3.21%,3,1.20%
,113362403,Elizabethtown Area SD,2562,Elizabethtown Area SHS,285,191,67.02%,191,67.02%,201,70.53%,10,3.51%,0,0.00%
,113362603,Ephrata Area SD,6293,Ephrata SHS,310,197,63.55%,181,58.39%,201,64.84%,4,1.29%,16,5.16%
,,,9999,Ephrata Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113362940,La Academia Partnership Charter School,7538,La Academia Partnership Charter School,25,18,72.00%,18,72.00%,18,72.00%,0,0.00%,0,0.00%
,113363103,Hempfield  SD,2578,Hempfield SHS,527,394,74.76%,386,73.24%,398,75.52%,4,0.76%,8,1.52%
,,,9999,Hempfield  SD,11,0,0.00%,0,0.00%,2,18.18%,2,18.18%,0,0.00%
,113363603,Lampeter-Strasburg SD,2607,Lampeter-Strasburg SHS,225,171,76.00%,157,69.78%,175,77.78%,4,1.78%,14,6.22%
,,,9999,Lampeter-Strasburg SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113364002,Lancaster SD,2596,McCaskey Campus,592,437,73.82%,360,60.81%,464,78.38%,27,4.56%,77,13.01%
,,,7922,Phoenix Academy,107,56,52.34%,56,52.34%,56,52.34%,0,0.00%,0,0.00%
,,,9999,Lancaster SD,22,3,13.64%,1,4.55%,3,13.64%,0,0.00%,2,9.09%
,113364403,Manheim Central SD,2618,Manheim Central SHS,178,112,62.92%,102,57.30%,113,63.48%,1,0.56%,10,5.62%
,,,9999,Manheim Central SD,54,18,33.33%,13,24.07%,19,35.19%,1,1.85%,5,9.26%
,113364503,Manheim Township SD,2623,Manheim Twp HS,403,340,84.37%,323,80.15%,354,87.84%,14,3.47%,17,4.22%
,,,9999,Manheim Township SD,7,2,28.57%,2,28.57%,2,28.57%,0,0.00%,0,0.00%
,113365203,Penn Manor SD,2633,Penn Manor HS,447,293,65.55%,276,61.74%,295,66.00%,2,0.45%,17,3.80%
,,,9999,Penn Manor SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113365303,Pequea Valley SD,2649,Pequea Valley HS,119,69,57.98%,61,51.26%,72,60.50%,3,2.52%,8,6.72%
,,,9999,Pequea Valley SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113367003,Solanco SD,2658,Solanco HS,270,142,52.59%,131,48.52%,149,55.19%,7,2.59%,11,4.07%
,,,9999,Solanco SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113369003,Warwick SD,2663,Warwick SHS,338,236,69.82%,233,68.93%,238,70.41%,2,0.59%,3,0.89%
Lawrence,104372003,Ellwood City Area SD,2675,Lincoln JSHS,109,84,77.06%,78,71.56%,84,77.06%,0,0.00%,6,5.50%
,,,9999,Ellwood City Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104374003,Laurel SD,2680,Laurel JSHS,111,85,76.58%,83,74.77%,102,91.89%,17,15.32%,2,1.80%
,104374207,Lawrence County CTC,4940,Lawrence County CTC,116,36,31.03%,36,31.03%,53,45.69%,17,14.66%,0,0.00%
,104375003,Mohawk Area SD,2686,Mohawk JSHS,95,69,72.63%,64,67.37%,71,74.74%,2,2.11%,5,5.26%
,104375203,Neshannock Township SD,2689,Neshannock JSHS,91,78,85.71%,76,83.52%,82,90.11%,4,4.40%,2,2.20%
,,,9999,Neshannock Township SD,2,0,0.00%,0,0.00%,1,50.00%,1,50.00%,0,0.00%
,104375302,New Castle Area SD,2704,New Castle SHS,146,104,71.23%,100,68.49%,105,71.92%,1,0.68%,4,2.74%
,,,9999,New Castle Area SD,15,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104376203,Shenango Area SD,2708,Shenango HS,68,50,73.53%,49,72.06%,52,76.47%,2,2.94%,1,1.47%
,104377003,Union Area SD,2712,Union Area HS,59,51,86.44%,48,81.36%,51,86.44%,0,0.00%,3,5.08%
,,,9999,Union Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104378003,Wilmington Area SD,2721,Wilmington Area HS,84,68,80.95%,64,76.19%,68,80.95%,0,0.00%,4,4.76%
,,,9999,Wilmington Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Lebanon,113380303,Annville-Cleona SD,2725,Annville Cleona HS,116,74,63.79%,73,62.93%,77,66.38%,3,2.59%,1,0.86%
,,,9999,Annville-Cleona SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113381303,Cornwall-Lebanon SD,4800,Cedar Crest HS,342,207,60.53%,193,56.43%,213,62.28%,6,1.75%,14,4.09%
,113382303,Eastern Lebanon County SD,2740,Eastern Lebanon Co SHS,158,87,55.06%,87,55.06%,87,55.06%,0,0.00%,0,0.00%
,,,9999,Eastern Lebanon County SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113384603,Lebanon SD,5155,Lebanon SHS,238,148,62.18%,122,51.26%,153,64.29%,5,2.10%,26,10.92%
,,,9999,Lebanon SD,15,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113385003,Northern Lebanon SD,2760,Northern Lebanon SHS,150,101,67.33%,93,62.00%,101,67.33%,0,0.00%,8,5.33%
,,,9999,Northern Lebanon SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113385303,Palmyra Area SD,2766,Palmyra Area SHS,258,190,73.64%,190,73.64%,191,74.03%,1,0.39%,0,0.00%
,,,9999,Palmyra Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Lehigh,121390302,Allentown City SD,2794,William Allen HS,549,359,65.39%,351,63.93%,376,68.49%,17,3.10%,8,1.46%
,,,2795,Louis E Dieruff HS,405,301,74.32%,293,72.35%,316,78.02%,15,3.70%,8,1.98%
,,,9999,Allentown City SD,169,74,43.79%,69,40.83%,87,51.48%,13,7.69%,5,2.96%
,121391303,Catasauqua Area SD,2798,Catasauqua SHS,101,74,73.27%,72,71.29%,76,75.25%,2,1.98%,2,1.98%
,,,9999,Catasauqua Area SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,121392303,East Penn SD,2809,Emmaus HS,644,515,79.97%,508,78.88%,520,80.75%,5,0.78%,7,1.09%
,121393330,Roberto Clemente CS,7629,Roberto Clemente CS,41,37,90.24%,37,90.24%,37,90.24%,0,0.00%,0,0.00%
,121394503,Northern Lehigh SD,2818,Northern Lehigh SHS,128,77,60.16%,75,58.59%,79,61.72%,2,1.56%,2,1.56%
,,,9999,Northern Lehigh SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,121394603,Northwestern Lehigh SD,2821,Northwestern Lehigh HS,171,136,79.53%,135,78.95%,136,79.53%,0,0.00%,1,0.58%
,,,9999,Northwestern Lehigh SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,121395103,Parkland SD,2829,Parkland HS,795,666,83.77%,664,83.52%,676,85.03%,10,1.26%,2,0.25%
,121395603,Salisbury Township SD,2833,Salisbury SHS,137,115,83.94%,115,83.94%,117,85.40%,2,1.46%,0,0.00%
,,,9999,Salisbury Township SD,2,2,100.00%,2,100.00%,2,100.00%,0,0.00%,0,0.00%
,121395703,Southern Lehigh SD,2839,Southern Lehigh SHS,265,213,80.38%,212,80.00%,215,81.13%,2,0.75%,1,0.38%
,,,9999,Southern Lehigh SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,121397803,Whitehall-Coplay SD,2848,Whitehall HS,362,290,80.11%,289,79.83%,292,80.66%,2,0.55%,1,0.28%
,,,9999,Whitehall-Coplay SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,175390169,Lincoln Leadership Academy Charter Schoo,8125,Lincoln Leadership Academy Charter Schoo,52,51,98.08%,51,98.08%,51,98.08%,0,0.00%,0,0.00%
Luzerne,118401403,Crestwood SD,2860,Crestwood HS,205,171,83.41%,171,83.41%,173,84.39%,2,0.98%,0,0.00%
,,,9999,Crestwood SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,118401603,Dallas SD,2869,Dallas SHS,205,160,78.05%,160,78.05%,160,78.05%,0,0.00%,0,0.00%
,118402603,Greater Nanticoke Area SD,5242,Greater Nanticoke Area SHS,147,101,68.71%,101,68.71%,101,68.71%,0,0.00%,0,0.00%
,,,9999,Greater Nanticoke Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,118403003,Hanover Area SD,2891,Hanover Area JSHS,133,106,79.70%,106,79.70%,109,81.95%,3,2.26%,0,0.00%
,,,9999,Hanover Area SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,118403302,Hazleton Area SD,7348,Hazleton Area HS,680,455,66.91%,438,64.41%,462,67.94%,7,1.03%,17,2.50%
,,,9999,Hazleton Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,118403903,Lake-Lehman SD,2924,Lake-Lehman JSHS,162,123,75.93%,123,75.93%,130,80.25%,7,4.32%,0,0.00%
,118406003,Northwest Area SD,2958,Northwest Area HS,63,44,69.84%,44,69.84%,47,74.60%,3,4.76%,0,0.00%
,,,9999,Northwest Area SD,2,0,0.00%,0,0.00%,2,100.00%,2,100.00%,0,0.00%
,118406602,Pittston Area SD,5058,Pittston Area SHS,232,188,81.03%,188,81.03%,195,84.05%,7,3.02%,0,0.00%
,118408707,West Side CTC,5059,West Side CTC,93,44,47.31%,44,47.31%,46,49.46%,2,2.15%,0,0.00%
,118408852,Wilkes-Barre Area SD,3007,James M Coughlin JSHS,213,12,5.63%,12,5.63%,12,5.63%,0,0.00%,0,0.00%
,,,3008,G A R Memorial JSHS,128,92,71.88%,92,71.88%,93,72.66%,1,0.78%,0,0.00%
,,,3009,Elmer L Meyers JSHS,140,112,80.00%,112,80.00%,113,80.71%,1,0.71%,0,0.00%
,,,9999,Wilkes-Barre Area SD,27,2,7.41%,2,7.41%,3,11.11%,1,3.70%,0,0.00%
,118409203,Wyoming Area SD,6390,Wyoming Area Sec Ctr,184,153,83.15%,150,81.52%,153,83.15%,0,0.00%,3,1.63%
,,,9999,Wyoming Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,118409302,Wyoming Valley West SD,6391,Wyoming Valley West SHS,323,255,78.95%,250,77.40%,256,79.26%,1,0.31%,5,1.55%
,,,9999,Wyoming Valley West SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Lycoming,117412003,East Lycoming SD,6364,Hughesville JSHS,115,82,71.30%,82,71.30%,84,73.04%,2,1.74%,0,0.00%
,,,9999,East Lycoming SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,117414003,Jersey Shore Area SD,3034,Jersey Shore Area SHS,166,99,59.64%,92,55.42%,101,60.84%,2,1.20%,7,4.22%
,,,9999,Jersey Shore Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,117414203,Loyalsock Township SD,4828,Loyalsock Twp SHS,100,73,73.00%,73,73.00%,73,73.00%,0,0.00%,0,0.00%
,117415004,Montgomery Area SD,3040,Montgomery JSHS,53,36,67.92%,32,60.38%,36,67.92%,0,0.00%,4,7.55%
,117415103,Montoursville Area SD,3045,Montoursville Area SHS,130,88,67.69%,88,67.69%,88,67.69%,0,0.00%,0,0.00%
,,,9999,Montoursville Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,117415303,Muncy SD,3048,Muncy JSHS,77,58,75.32%,54,70.13%,58,75.32%,0,0.00%,4,5.19%
,,,9999,Muncy SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,117416103,South Williamsport Area SD,3056,South Williamsport Area JSHS,83,51,61.45%,50,60.24%,53,63.86%,2,2.41%,1,1.20%
,,,9999,South Williamsport Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,117417202,Williamsport Area SD,6368,Williamsport Area SHS,335,198,59.10%,198,59.10%,198,59.10%,0,0.00%,0,0.00%
,,,9999,Williamsport Area SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
McKean,109420803,Bradford Area SD,4691,Bradford Area HS,176,127,72.16%,117,66.48%,132,75.00%,5,2.84%,10,5.68%
,,,9999,Bradford Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,109422303,Kane Area SD,5245,Kane Area HS,89,50,56.18%,50,56.18%,53,59.55%,3,3.37%,0,0.00%
,109426003,Otto-Eldred SD,3107,Otto-Eldred JSHS,52,35,67.31%,35,67.31%,37,71.15%,2,3.85%,0,0.00%
,109426303,Port Allegany SD,3111,Port Allegany JSHS,65,34,52.31%,34,52.31%,39,60.00%,5,7.69%,0,0.00%
,109427503,Smethport Area SD,3117,Smethport Area JSHS,64,28,43.75%,27,42.19%,37,57.81%,9,14.06%,1,1.56%
Mercer,104431304,Commodore Perry SD,6122,Commodore Perry JSHS,31,20,64.52%,13,41.94%,21,67.74%,1,3.23%,7,22.58%
,,,9999,Commodore Perry SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104432503,Farrell Area SD,5248,Farrell Area HS/UMS,54,38,70.37%,34,62.96%,42,77.78%,4,7.41%,4,7.41%
,104432803,Greenville Area SD,3137,Greenville JSHS,104,69,66.35%,66,63.46%,79,75.96%,10,9.62%,3,2.88%
,104432830,Keystone Education Center CS,7506,Keystone Education Center CS,35,4,11.43%,4,11.43%,5,14.29%,1,2.86%,0,0.00%
,104432903,Grove City Area SD,3145,Grove City Area HS,147,113,76.87%,111,75.51%,124,84.35%,11,7.48%,2,1.36%
,,,6125,George Jr Republic HS,35,16,45.71%,11,31.43%,17,48.57%,1,2.86%,5,14.29%
,104433303,Hermitage SD,3150,Hickory HS,143,104,72.73%,100,69.93%,104,72.73%,0,0.00%,4,2.80%
,104433604,Jamestown Area SD,6126,Jamestown Area JSHS,45,29,64.44%,25,55.56%,30,66.67%,1,2.22%,4,8.89%
,104433903,Lakeview SD,3155,Lakeview HS,95,61,64.21%,61,64.21%,61,64.21%,0,0.00%,0,0.00%
,104435003,Mercer Area SD,3158,Mercer Area SHS,86,59,68.60%,55,63.95%,61,70.93%,2,2.33%,4,4.65%
,104435303,Reynolds SD,3165,Reynolds JSHS,79,48,60.76%,48,60.76%,54,68.35%,6,7.59%,0,0.00%
,,,9999,Reynolds SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104435603,Sharon City SD,8093,Sharon HS,114,78,68.42%,78,68.42%,78,68.42%,0,0.00%,0,0.00%
,104435703,Sharpsville Area SD,3124,Sharpsville Area SHS,102,71,69.61%,69,67.65%,71,69.61%,0,0.00%,2,1.96%
,,,9999,Sharpsville Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104437503,West Middlesex Area SD,6129,West Middlesex Area JSHS,81,38,46.91%,36,44.44%,38,46.91%,0,0.00%,2,2.47%
,,,9999,West Middlesex Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Mifflin,111444602,Mifflin County SD,8187,Mifflin Co HS,353,186,52.69%,162,45.89%,200,56.66%,14,3.97%,24,6.80%
Monroe,120450003,Evergreen Community CS,7866,Evergreen Community CS,15,13,86.67%,13,86.67%,13,86.67%,0,0.00%,0,0.00%
,120452003,East Stroudsburg Area SD,6935,East Stroudsburg SHS South,305,229,75.08%,219,71.80%,235,77.05%,6,1.97%,10,3.28%
,,,7641,East Stroudsburg SHS North,229,118,51.53%,118,51.53%,120,52.40%,2,0.87%,0,0.00%
,120455203,Pleasant Valley SD,3210,Pleasant Valley HS,415,332,80.00%,318,76.63%,336,80.96%,4,0.96%,14,3.37%
,120455403,Pocono Mountain SD,3216,Pocono Mountain East HS,412,293,71.12%,283,68.69%,296,71.84%,3,0.73%,10,2.43%
,,,7738,Pocono Mountain West HS,438,297,67.81%,296,67.58%,302,68.95%,5,1.14%,1,0.23%
,,,9999,Pocono Mountain SD,6,2,33.33%,2,33.33%,2,33.33%,0,0.00%,0,0.00%
,120456003,Stroudsburg Area SD,3224,Stroudsburg HS,405,225,55.56%,225,55.56%,227,56.05%,2,0.49%,0,0.00%
,,,9999,Stroudsburg Area SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Montgomery,123460001,Pennsylvania Virtual CS,7687,Pennsylvania Virtual CS,163,93,57.06%,93,57.06%,101,61.96%,8,4.91%,0,0.00%
,,,9999,Pennsylvania Virtual CS,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123460302,Abington SD,3241,Abington SHS,543,447,82.32%,445,81.95%,454,83.61%,7,1.29%,2,0.37%
,,,9999,Abington SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123461302,Cheltenham SD,3260,Cheltenham HS,376,308,81.91%,303,80.59%,311,82.71%,3,0.80%,5,1.33%
,,,9999,Cheltenham SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123461602,Colonial SD,3333,Plymouth-Whitemarsh SHS,362,321,88.67%,321,88.67%,328,90.61%,7,1.93%,0,0.00%
,,,9999,Colonial SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123463603,Hatboro-Horsham SD,3272,Hatboro-Horsham SHS,398,363,91.21%,362,90.95%,366,91.96%,3,0.75%,1,0.25%
,,,9999,Hatboro-Horsham SD,8,1,12.50%,1,12.50%,1,12.50%,0,0.00%,0,0.00%
,123463803,Jenkintown SD,8049,Jenkintown Middle/High School,42,40,95.24%,40,95.24%,40,95.24%,0,0.00%,0,0.00%
,,,9999,Jenkintown SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123464502,Lower Merion SD,3295,Lower Merion HS,328,308,93.90%,307,93.60%,310,94.51%,2,0.61%,1,0.30%
,,,3296,Harriton SHS,291,274,94.16%,274,94.16%,279,95.88%,5,1.72%,0,0.00%
,,,9999,Lower Merion SD,4,1,25.00%,0,0.00%,1,25.00%,0,0.00%,1,25.00%
,123464603,Lower Moreland Township SD,4960,Lower Moreland HS,200,193,96.50%,192,96.00%,193,96.50%,0,0.00%,1,0.50%
,123465303,Methacton SD,3305,Methacton HS,398,360,90.45%,360,90.45%,360,90.45%,0,0.00%,0,0.00%
,,,9999,Methacton SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123465602,Norristown Area SD,6729,Norristown Area HS,304,247,81.25%,239,78.62%,247,81.25%,0,0.00%,8,2.63%
,,,6998,Roosevelt Altern Sch,88,52,59.09%,45,51.14%,52,59.09%,0,0.00%,7,7.95%
,,,9999,Norristown Area SD,13,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123465702,North Penn SD,5345,North Penn SHS,"1,047",926,88.44%,922,88.06%,942,89.97%,16,1.53%,4,0.38%
,,,9999,North Penn SD,18,6,33.33%,5,27.78%,7,38.89%,1,5.56%,1,5.56%
,123466103,Perkiomen Valley SD,3328,Perkiomen Valley HS,455,386,84.84%,382,83.96%,390,85.71%,4,0.88%,4,0.88%
,,,9999,Perkiomen Valley SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123466303,Pottsgrove SD,3338,Pottsgrove SHS,249,157,63.05%,155,62.25%,164,65.86%,7,2.81%,2,0.80%
,123466403,Pottstown SD,3348,Pottstown SHS,123,91,73.98%,80,65.04%,91,73.98%,0,0.00%,11,8.94%
,123467103,Souderton Area SD,3354,Souderton Area SHS,556,443,79.68%,441,79.32%,444,79.86%,1,0.18%,2,0.36%
,,,9999,Souderton Area SD,15,2,13.33%,2,13.33%,3,20.00%,1,6.67%,0,0.00%
,123467203,Springfield Township SD,3376,Springfield Twp HS,158,131,82.91%,131,82.91%,132,83.54%,1,0.63%,0,0.00%
,123467303,Spring-Ford Area SD,3367,Spring-Ford SHS 9-12 Ctr,561,492,87.70%,492,87.70%,499,88.95%,7,1.25%,0,0.00%
,,,9999,Spring-Ford Area SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123468303,Upper Dublin SD,5078,Upper Dublin HS,325,297,91.38%,297,91.38%,302,92.92%,5,1.54%,0,0.00%
,,,9999,Upper Dublin SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123468402,Upper Merion Area SD,3395,Upper Merion HS,276,247,89.49%,245,88.77%,247,89.49%,0,0.00%,2,0.72%
,,,9999,Upper Merion Area SD,24,11,45.83%,11,45.83%,11,45.83%,0,0.00%,0,0.00%
,123468503,Upper Moreland Township SD,3401,Upper Moreland HS,239,189,79.08%,189,79.08%,192,80.33%,3,1.26%,0,0.00%
,,,9999,Upper Moreland Township SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123468603,Upper Perkiomen SD,5081,Upper Perkiomen HS,201,134,66.67%,130,64.68%,135,67.16%,1,0.50%,4,1.99%
,,,9999,Upper Perkiomen SD,4,2,50.00%,2,50.00%,2,50.00%,0,0.00%,0,0.00%
,123469303,Wissahickon SD,3247,Wissahickon SHS,318,296,93.08%,296,93.08%,298,93.71%,2,0.63%,0,0.00%
,,,9999,Wissahickon SD,11,3,27.27%,3,27.27%,3,27.27%,0,0.00%,0,0.00%
,126510020,Agora Cyber CS,7858,Agora Cyber CS,734,369,50.27%,345,47.00%,433,58.99%,64,8.72%,24,3.27%
Montour,116471803,Danville Area SD,3425,Danville Area SHS,160,116,72.50%,116,72.50%,122,76.25%,6,3.75%,0,0.00%
Northampton,120480002,Lehigh Valley Academy Regional CS,7681,Lehigh Valley Academy Regional CS,59,55,93.22%,53,89.83%,56,94.92%,1,1.69%,2,3.39%
,120480803,Bangor Area SD,3434,Bangor Area HS,246,185,75.20%,185,75.20%,185,75.20%,0,0.00%,0,0.00%
,120481002,Bethlehem Area SD,3465,Liberty HS,639,498,77.93%,487,76.21%,501,78.40%,3,0.47%,11,1.72%
,,,4957,Freedom HS,431,346,80.28%,340,78.89%,349,80.97%,3,0.70%,6,1.39%
,,,9999,Bethlehem Area SD,13,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,120483170,Lehigh Valley Charter High School for th,7634,Lehigh Valley Charter High School for th,117,101,86.32%,101,86.32%,102,87.18%,1,0.85%,0,0.00%
,120483302,Easton Area SD,3482,Easton Area HS,667,548,82.16%,545,81.71%,561,84.11%,13,1.95%,3,0.45%
,120484803,Nazareth Area SD,3495,Nazareth Area HS,363,310,85.40%,309,85.12%,314,86.50%,4,1.10%,1,0.28%
,,,9999,Nazareth Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,120484903,Northampton Area SD,3505,Northampton Area HS,396,321,81.06%,316,79.80%,328,82.83%,7,1.77%,5,1.26%
,,,9999,Northampton Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,120485603,Pen Argyl Area SD,6439,Pen Argyl Area HS,133,88,66.17%,86,64.66%,91,68.42%,3,2.26%,2,1.50%
,120486003,Saucon Valley SD,5352,Saucon Valley SHS,170,139,81.76%,138,81.18%,140,82.35%,1,0.59%,1,0.59%
,120488603,Wilson Area SD,3522,Wilson Area HS,155,119,76.77%,118,76.13%,121,78.06%,2,1.29%,1,0.65%
,,,9999,Wilson Area SD,4,2,50.00%,2,50.00%,3,75.00%,1,25.00%,0,0.00%
Northumberland,116493503,Line Mountain SD,3532,Line Mountain HS,89,52,58.43%,49,55.06%,53,59.55%,1,1.12%,3,3.37%
,,,9999,Line Mountain SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,116495003,Milton Area SD,3541,Milton HS,153,95,62.09%,90,58.82%,95,62.09%,0,0.00%,5,3.27%
,,,9999,Milton Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,116495103,Mount Carmel Area SD,6936,Mount Carmel Area HS,114,60,52.63%,58,50.88%,64,56.14%,4,3.51%,2,1.75%
,116496503,Shamokin Area SD,7893,Shamokin Area HS,162,103,63.58%,97,59.88%,105,64.81%,2,1.23%,6,3.70%
,116496603,Shikellamy SD,3569,Shikellamy HS,148,78,52.70%,75,50.68%,79,53.38%,1,0.68%,3,2.03%
