Percent of Enrollments from Low-Income Families,,,,,,,
School Level,,,,,,,
Year:  2008 - 2009,,,,,,,
,,,,,,,
AUN,LEA,LEA Type,School Number,School,Total Enrollment,Low Income Enrollment,Percent of Enrollment from Low Income Families
112671803,Dover Area SD,SD,6283,Dover Area Intrmd Sch,588,148,25.2%
112671803,Dover Area SD,SD,4555,Kralltown El Sch,112,20,17.9%
112671803,Dover Area SD,SD,4557,Leib El Sch,529,130,24.6%
112671803,Dover Area SD,SD,7555,North Salem El Sch,577,138,23.9%
112671803,Dover Area SD,SD,4556,Weigelstown El Sch,470,133,28.3%
124152003,Downingtown Area SD,SD,1391,Beaver Creek El Sch,445,43,9.7%
124152003,Downingtown Area SD,SD,7266,Bradford Hgts El Sch,499,40,8.0%
124152003,Downingtown Area SD,SD,1431,Brandywine-Wallace El Sch,383,6,1.6%
124152003,Downingtown Area SD,SD,7517,Downington MS,"1,265",59,4.7%
124152003,Downingtown Area SD,SD,7759,Downingtown HS East Campus,"1,968",65,3.3%
124152003,Downingtown Area SD,SD,1387,Downingtown HS West Campus,"1,708",68,4.0%
124152003,Downingtown Area SD,SD,5011,East Ward El Sch,620,57,9.2%
124152003,Downingtown Area SD,SD,6476,Lionville El Sch,602,28,4.7%
124152003,Downingtown Area SD,SD,7516,Lionville MS,"1,498",59,3.9%
124152003,Downingtown Area SD,SD,1432,Pickering Valley El Sch,641,14,2.2%
124152003,Downingtown Area SD,SD,7265,Shamona Creek El Sch,537,11,2.0%
124152003,Downingtown Area SD,SD,7990,Springton Manor El Sch,529,8,1.5%
124152003,Downingtown Area SD,SD,6621,Uwchlan Hills El Sch,593,11,1.9%
124152003,Downingtown Area SD,SD,6477,West Bradford El Sch,539,7,1.3%
107653040,Dr Robert Ketterer CS,CS,7550,Dr Robert Ketterer CS,192,173,90.1%
106172003,Dubois Area SD,SD,2385,C G Johnson El Sch,345,163,47.2%
106172003,Dubois Area SD,SD,1541,Dubois Area MS,977,389,39.8%
106172003,Dubois Area SD,SD,6156,Dubois Area SHS,"1,241",363,29.3%
106172003,Dubois Area SD,SD,6919,Highland Street El Sch,120,77,64.2%
106172003,Dubois Area SD,SD,6157,Juniata El Sch,370,111,30.0%
106172003,Dubois Area SD,SD,1530,Luthersburg El Sch,159,68,42.8%
106172003,Dubois Area SD,SD,1532,Oklahoma El Sch,370,119,32.2%
106172003,Dubois Area SD,SD,1540,Penfield El Sch,86,59,68.6%
106172003,Dubois Area SD,SD,2389,Sykesville El Sch,85,42,49.4%
106172003,Dubois Area SD,SD,6918,Wasson Avenue El Sch,339,214,63.1%
119352203,Dunmore SD,SD,6591,Dunmore El Ctr,860,242,28.1%
119352203,Dunmore SD,SD,2429,Dunmore HS,571,115,20.1%
119352203,Dunmore SD,SD,7712,Dunmore MS,248,57,23.0%
103022503,Duquesne City SD,SD,7908,Duquesne Consolidated Sch,500,457,91.4%
103022803,East Allegheny SD,SD,5193,East Allegheny HS,690,325,47.1%
103022803,East Allegheny SD,SD,0542,Green Valley Primary Sch,541,317,58.6%
103022803,East Allegheny SD,SD,7926,Logan MS,657,369,56.2%
117412003,East Lycoming SD,SD,3021,Carl G Renn El Sch,228,91,39.9%
117412003,East Lycoming SD,SD,3018,George A Ferrell El Sch,149,21,14.1%
117412003,East Lycoming SD,SD,6364,Hughesville JSHS,822,247,30.0%
117412003,East Lycoming SD,SD,3019,Joseph C Ashkar El Sch,505,160,31.7%
121392303,East Penn SD,SD,2799,Alburtis El Sch,545,85,15.6%
121392303,East Penn SD,SD,2809,Emmaus HS,"2,736",237,8.7%
121392303,East Penn SD,SD,7560,Eyer MS,777,53,6.8%
121392303,East Penn SD,SD,2808,Jefferson El Sch,283,53,18.7%
121392303,East Penn SD,SD,2802,Lincoln El Sch,429,90,21.0%
121392303,East Penn SD,SD,2803,Lower Macungie El Sch,426,7,1.6%
121392303,East Penn SD,SD,7559,Lower Macungie MS,"1,042",174,16.7%
121392303,East Penn SD,SD,2804,Macungie El Sch,484,44,9.1%
121392303,East Penn SD,SD,5239,Shoemaker El Sch,710,39,5.5%
121392303,East Penn SD,SD,4827,Wescosville El Sch,624,70,11.2%
115212503,East Pennsboro Area SD,SD,5220,East Pennsboro Area MS,795,185,23.3%
115212503,East Pennsboro Area SD,SD,1707,East Pennsboro Area SHS,923,179,19.4%
115212503,East Pennsboro Area SD,SD,1705,East Pennsboro El Sch,574,137,23.9%
115212503,East Pennsboro Area SD,SD,4850,West Creek Hills El Sch,531,126,23.7%
120452003,East Stroudsburg Area SD,SD,7536,Bushkill El Sch,634,350,55.2%
120452003,East Stroudsburg Area SD,SD,8016,East Stroudsburg El Sch,812,320,39.4%
120452003,East Stroudsburg Area SD,SD,7641,East Stroudsburg SHS North,"1,313",565,43.0%
120452003,East Stroudsburg Area SD,SD,6935,East Stroudsburg SHS South,"1,488",558,37.5%
120452003,East Stroudsburg Area SD,SD,3204,J M Hill El Sch,370,180,48.6%
120452003,East Stroudsburg Area SD,SD,7366,J T Lambert Intermediate Sch,"1,085",441,40.6%
120452003,East Stroudsburg Area SD,SD,7642,Lehman Intermediate Sch,911,457,50.2%
120452003,East Stroudsburg Area SD,SD,3201,Middle Smithfield El Sch,613,291,47.5%
120452003,East Stroudsburg Area SD,SD,7411,Resica El Sch,584,234,40.1%
120452003,East Stroudsburg Area SD,SD,3202,Smithfield El Sch,331,130,39.3%
123463507,Eastern Center for Arts & Technology,CTC,4822,Eastern Center for Arts & Technology,494,49,9.9%
113362303,Eastern Lancaster County SD,SD,2552,Blue Ball El Sch,587,137,23.3%
113362303,Eastern Lancaster County SD,SD,2500,Brecknock El Sch,472,92,19.5%
113362303,Eastern Lancaster County SD,SD,7209,Garden Spot MS,494,103,20.9%
113362303,Eastern Lancaster County SD,SD,2554,Garden Spot SHS,"1,150",203,17.7%
113362303,Eastern Lancaster County SD,SD,4707,New Holland Elementary,541,153,28.3%
113382303,Eastern Lebanon County SD,SD,6612,Eastern Lebanon Co MS,582,102,17.5%
113382303,Eastern Lebanon County SD,SD,2740,Eastern Lebanon Co SHS,808,84,10.4%
113382303,Eastern Lebanon County SD,SD,6611,Fort Zeller El Sch,269,67,24.9%
113382303,Eastern Lebanon County SD,SD,2735,Jackson El Sch,288,28,9.7%
113382303,Eastern Lebanon County SD,SD,2739,Myerstown El Sch,304,90,29.6%
113382303,Eastern Lebanon County SD,SD,2738,Schaefferstown El Sch,259,32,12.4%
107652207,Eastern Westmoreland CTC,CTC,6174,Eastern Westmoreland CTC,582,110,18.9%
112672203,Eastern York SD,SD,4559,Canadochly El Sch,408,144,35.3%
112672203,Eastern York SD,SD,4564,Eastern York HS,779,137,17.6%
112672203,Eastern York SD,SD,7439,Eastern York MS,605,142,23.5%
112672203,Eastern York SD,SD,6285,Kreutz Creek El Sch,397,120,30.2%
112672203,Eastern York SD,SD,4563,Wrightsville El Sch,397,118,29.7%
120483302,Easton Area SD,SD,4915,Cheston El Sch,466,310,66.5%
120483302,Easton Area SD,SD,3482,Easton Area HS,"2,829",837,29.6%
120483302,Easton Area SD,SD,7008,Easton Area MS Campus Grades 5-6,"1,280",444,34.7%
120483302,Easton Area SD,SD,6925,Easton Area MS Campus Grades 7-8,"1,335",428,32.1%
120483302,Easton Area SD,SD,3477,Forks El Sch,544,37,6.8%
120483302,Easton Area SD,SD,3478,March El Sch,352,133,37.8%
120483302,Easton Area SD,SD,3473,Palmer El Sch,719,183,25.5%
120483302,Easton Area SD,SD,5350,Paxinosa El Sch,610,435,71.3%
120483302,Easton Area SD,SD,5064,Tracy El Sch,695,92,13.2%
103023153,Elizabeth Forward SD,SD,0136,Central El Sch,287,45,15.7%
103023153,Elizabeth Forward SD,SD,0140,Elizabeth El Sch,122,66,54.1%
103023153,Elizabeth Forward SD,SD,4804,Elizabeth Forward MS,657,193,29.4%
103023153,Elizabeth Forward SD,SD,0144,Elizabeth Forward SHS,992,202,20.4%
103023153,Elizabeth Forward SD,SD,7495,Greenock El Sch,178,53,29.8%
103023153,Elizabeth Forward SD,SD,0142,Mt Vernon El Sch,195,60,30.8%
103023153,Elizabeth Forward SD,SD,0139,William Penn El Sch,248,103,41.5%
113362403,Elizabethtown Area SD,SD,2555,Bainbridge El Sch,267,41,15.4%
113362403,Elizabethtown Area SD,SD,2561,East High Street El Sch,583,114,19.6%
113362403,Elizabethtown Area SD,SD,6862,Elizabethtown Area MS,917,175,19.1%
113362403,Elizabethtown Area SD,SD,2562,Elizabethtown Area SHS,"1,346",180,13.4%
113362403,Elizabethtown Area SD,SD,2557,Fairview El Sch,117,8,6.8%
113362403,Elizabethtown Area SD,SD,2558,Mill Road El Sch,272,40,14.7%
113362403,Elizabethtown Area SD,SD,2559,Rheems El Sch,448,64,14.3%
119582503,Elk Lake SD,SD,6417,Elk Lake El Sch,697,316,45.3%
119582503,Elk Lake SD,SD,6418,Elk Lake JSHS,698,233,33.4%
104372003,Ellwood City Area SD,SD,2674,Hartman Sch,306,179,58.5%
104372003,Ellwood City Area SD,SD,2675,Lincoln JSHS,955,318,33.3%
104372003,Ellwood City Area SD,SD,2664,North Side Sch,329,142,43.2%
104372003,Ellwood City Area SD,SD,2668,Perry Twp Sch,283,109,38.5%
104372003,Ellwood City Area SD,SD,2665,Walnut Ridge Sch,141,44,31.2%
113362603,Ephrata Area SD,SD,2564,Akron El Sch,311,101,32.5%
113362603,Ephrata Area SD,SD,2568,Clay El Sch,455,96,21.1%
113362603,Ephrata Area SD,SD,6712,Ephrata MS,"1,246",328,26.3%
113362603,Ephrata Area SD,SD,6293,Ephrata SHS,"1,309",222,17.0%
113362603,Ephrata Area SD,SD,2563,Fulton El Sch,333,109,32.7%
113362603,Ephrata Area SD,SD,2570,Highland El Sch,425,116,27.3%
105252602,Erie City SD,SD,7842,AEP/Transition Sch,284,183,64.4%
105252602,Erie City SD,SD,2000,Burton El Sch,291,260,89.3%
105252602,Erie City SD,SD,7294,Central HS,859,589,68.6%
105252602,Erie City SD,SD,2001,Cleveland El Sch,651,363,55.8%
105252602,Erie City SD,SD,2021,Connell El Sch,700,408,58.3%
105252602,Erie City SD,SD,2003,Diehl El Sch,420,354,84.3%
105252602,Erie City SD,SD,2026,East SHS,984,728,74.0%
105252602,Erie City SD,SD,2004,Edison El Sch,289,265,91.7%
105252602,Erie City SD,SD,2022,Emerson-Gridley El Sch,467,436,93.4%
105252602,Erie City SD,SD,2007,Glenwood El Sch,416,326,78.4%
105252602,Erie City SD,SD,2009,Harding El Sch,605,320,52.9%
105252602,Erie City SD,SD,2010,Irving El Sch,501,431,86.0%
105252602,Erie City SD,SD,2011,Jefferson El Sch,571,421,73.7%
105252602,Erie City SD,SD,2013,Lincoln El Sch,441,355,80.5%
105252602,Erie City SD,SD,2016,McKinley El Sch,439,402,91.6%
105252602,Erie City SD,SD,7515,Northwest PA Collegiate Academy,842,213,25.3%
105252602,Erie City SD,SD,7912,P E A C E Sch of Excellence,78,61,78.2%
105252602,Erie City SD,SD,2018,Perry El Sch,482,327,67.8%
105252602,Erie City SD,SD,7035,Pfeiffer-Burleigh El Sch,629,590,93.8%
105252602,Erie City SD,SD,2024,Roosevelt MS,318,284,89.3%
105252602,Erie City SD,SD,2027,Strong Vincent HS,"1,037",687,66.2%
105252602,Erie City SD,SD,6959,Wayne MS,587,514,87.6%
105252602,Erie City SD,SD,2025,Wilson MS,509,453,89.0%
105252807,Erie County Technical School,CTC,5045,Erie County Technical School,759,151,19.9%
124150001,Erin Dudley Forbes CS,CS,7680,Erin Dudley Forbes CS,67,23,34.3%
126513100,Eugenio Maria De Hostos CS,CS,7564,Eugenio Maria DE Hostos CS,215,177,82.3%
108053003,Everett Area SD,SD,0735,Breezewood El Sch,112,61,54.5%
108053003,Everett Area SD,SD,7006,Everett Area El Sch,501,262,52.3%
108053003,Everett Area SD,SD,7897,Everett Area HS,507,219,43.2%
108053003,Everett Area SD,SD,7898,Everett Area MS,233,100,42.9%
108053003,Everett Area SD,SD,0734,Mann-Monroe El Sch,94,41,43.6%
120450003,Evergreen Community CS,CS,7866,Evergreen Community CS,73,0,0.0%
114062003,Exeter Township SD,SD,0787,Exeter Twp JHS,701,120,17.1%
114062003,Exeter Township SD,SD,0788,Exeter Twp SHS,"1,441",215,14.9%
114062003,Exeter Township SD,SD,0783,Jacksonwald El Sch,662,84,12.7%
114062003,Exeter Township SD,SD,0786,Lorane El Sch,538,96,17.8%
114062003,Exeter Township SD,SD,6731,Martin Luther Lausch El Ctr,391,87,22.3%
114062003,Exeter Township SD,SD,7755,Reiffton Sch,716,110,15.4%
112013054,Fairfield Area SD,SD,6270,Fairfield Area El Sch,432,91,21.1%
112013054,Fairfield Area SD,SD,6269,Fairfield Area HS,390,58,14.9%
112013054,Fairfield Area SD,SD,7322,Fairfield Area MS,442,96,21.7%
105253303,Fairview SD,SD,7466,Fairview El Sch,548,107,19.5%
105253303,Fairview SD,SD,6737,Fairview HS,620,79,12.7%
105253303,Fairview SD,SD,2032,Fairview MS,524,68,13.0%
112282004,Fannett-Metal SD,SD,6826,Fannett-Metal El Sch,255,82,32.2%
112282004,Fannett-Metal SD,SD,7508,Fannett-Metal MS,114,30,26.3%
112282004,Fannett-Metal SD,SD,2201,Fannett-Metal SHS,195,40,20.5%
104432503,Farrell Area SD,SD,7119,Farrell Area ES/LMS,497,301,60.6%
104432503,Farrell Area SD,SD,5248,Farrell Area HS/UMS,387,328,84.8%
101262507,Fayette County AVTS,CTC,4842,Fayette County AVTS,482,155,32.2%
119350001,Fell CS,CS,7746,Fell CS,173,133,76.9%
108112003,Ferndale Area SD,SD,1225,Ferndale Area JSHS,404,194,48.0%
108112003,Ferndale Area SD,SD,1223,Ferndale El Sch,450,270,60.0%
100510000,First Phila CS For Literacy,CS,7744,First Phila CS For Literacy,760,695,91.4%
114062503,Fleetwood Area SD,SD,0791,Andrew Maier El Sch,519,65,12.5%
114062503,Fleetwood Area SD,SD,0789,Fleetwood El Sch,208,58,27.9%
114062503,Fleetwood Area SD,SD,6311,Fleetwood MS,842,145,17.2%
114062503,Fleetwood Area SD,SD,5023,Fleetwood SHS,863,124,14.4%
114062503,Fleetwood Area SD,SD,0860,Richmond El Sch,266,33,12.4%
126510021,Folk Arts-Cultural Treasures CS,CS,7857,Folk Arts-Cultural Treasures CS,434,371,85.5%
103023807,Forbes Road CTC,CTC,5016,Forbes Road CTC,829,207,25.0%
111292304,Forbes Road SD,SD,6840,Forbes Road El Sch,248,124,50.0%
111292304,Forbes Road SD,SD,2246,Forbes Road JSHS,225,89,39.6%
106272003,Forest Area SD,SD,6160,East Forest El Sch,122,69,56.6%
106272003,Forest Area SD,SD,6159,East Forest JSHS,112,39,34.8%
106272003,Forest Area SD,SD,6701,West Forest El Sch,160,88,55.0%
106272003,Forest Area SD,SD,6161,West Forest JSHS,175,78,44.6%
119583003,Forest City Regional SD,SD,6420,Forest City Regional El Sch,540,238,44.1%
119583003,Forest City Regional SD,SD,6419,Forest City Regional HS,358,144,40.2%
108112203,Forest Hills SD,SD,6899,Forest Hills El Sch,975,415,42.6%
108112203,Forest Hills SD,SD,1191,Forest Hills HS,565,215,38.1%
108112203,Forest Hills SD,SD,1287,Forest Hills MS,529,205,38.8%
101632403,Fort Cherry SD,SD,7187,Fort Cherry El Ctr,589,174,29.5%
101632403,Fort Cherry SD,SD,4242,Fort Cherry JSHS,579,173,29.9%
105253553,Fort LeBoeuf SD,SD,5328,Fort LeBoeuf MS,517,185,35.8%
105253553,Fort LeBoeuf SD,SD,2037,Fort LeBoeuf SHS,718,243,33.8%
105253553,Fort LeBoeuf SD,SD,5226,Mill Village El Sch,143,48,33.6%
105253553,Fort LeBoeuf SD,SD,2036,Robison El Sch,354,121,34.2%
105253553,Fort LeBoeuf SD,SD,2035,Waterford El Sch,455,199,43.7%
103023912,Fox Chapel Area SD,SD,0147,Dorseyville MS,"1,001",113,11.3%
103023912,Fox Chapel Area SD,SD,0149,Fairview El Sch,367,10,2.7%
103023912,Fox Chapel Area SD,SD,0156,Fox Chapel Area SHS,"1,536",176,11.5%
103023912,Fox Chapel Area SD,SD,6780,Hartwood El Sch,393,45,11.5%
103023912,Fox Chapel Area SD,SD,0153,Kerr El Sch,479,177,37.0%
103023912,Fox Chapel Area SD,SD,0461,OHara El Sch,693,55,7.9%
106612203,Franklin Area SD,SD,4667,Central El Sch,256,183,71.5%
106612203,Franklin Area SD,SD,4106,Franklin Area HS,745,271,36.4%
106612203,Franklin Area SD,SD,6984,Franklin Area MS,334,150,44.9%
106612203,Franklin Area SD,SD,4103,Polk El Sch,128,56,43.8%
106612203,Franklin Area SD,SD,4101,Sandycreek El Sch,239,76,31.8%
106612203,Franklin Area SD,SD,4104,Seventh Street El Sch,112,57,50.9%
106612203,Franklin Area SD,SD,4102,Utica El Sch,80,33,41.3%
106612203,Franklin Area SD,SD,6166,Victory El Sch,235,93,39.6%
112282307,Franklin County CTC,CTC,5119,Franklin County CTC,656,149,22.7%
107652603,Franklin Regional SD,SD,7602,Franklin Regional MS,897,95,10.6%
107652603,Franklin Regional SD,SD,4360,Franklin Regional SHS,"1,262",113,9.0%
107652603,Franklin Regional SD,SD,7163,Heritage El Sch,614,84,13.7%
107652603,Franklin Regional SD,SD,4354,Newlonsburg El Sch,253,12,4.7%
107652603,Franklin Regional SD,SD,4357,Sloan El Sch,702,39,5.6%
126513450,Franklin Towne CHS,CS,7666,Franklin Towne CHS,990,767,77.5%
101262903,Frazier SD,SD,6687,Central El Sch,219,97,44.3%
101262903,Frazier SD,SD,2126,Frazier HS,358,122,34.1%
101262903,Frazier SD,SD,7176,Frazier MS,268,105,39.2%
101262903,Frazier SD,SD,6686,Perry El Sch,377,121,32.1%
127042853,Freedom Area SD,SD,7052,Big Knob El Sch,326,113,34.7%
127042853,Freedom Area SD,SD,7050,Conway El Sch,204,103,50.5%
127042853,Freedom Area SD,SD,7865,Freedom Area Intrmd Sch,245,105,42.9%
127042853,Freedom Area SD,SD,6564,Freedom Area MS,257,82,31.9%
127042853,Freedom Area SD,SD,6563,Freedom Area SHS,557,166,29.8%
128033053,Freeport Area SD,SD,0591,Buffalo El Sch,595,124,20.8%
128033053,Freeport Area SD,SD,0593,Freeport Area JHS,325,101,31.1%
128033053,Freeport Area SD,SD,0594,Freeport Area SHS,621,119,19.2%
128033053,Freeport Area SD,SD,0590,Freeport Kdg Ctr,131,31,23.7%
128033053,Freeport Area SD,SD,0592,South Buffalo El Sch,306,101,33.0%
126513270,Freire CS,CS,7586,Freire CS,495,495,100.0%
111292507,Fulton County AVTS,CTC,7192,Fulton County AVTS,170,56,32.9%
109532804,Galeton Area SD,SD,6223,Galeton Area Sch,387,228,58.9%
125234103,Garnet Valley SD,SD,7714,Bethel Springs El Sch,537,16,3.0%
125234103,Garnet Valley SD,SD,6506,Concord El Sch,843,26,3.1%
125234103,Garnet Valley SD,SD,7486,Garnet Valley El Sch,807,38,4.7%
125234103,Garnet Valley SD,SD,1869,Garnet Valley HS,"1,447",57,3.9%
125234103,Garnet Valley SD,SD,7313,Garnet Valley MS,"1,108",62,5.6%
103024102,Gateway SD,SD,0157,Evergreen El Sch,300,81,27.0%
103024102,Gateway SD,SD,0167,Gateway MS,688,149,21.7%
103024102,Gateway SD,SD,0170,Gateway SHS,"1,519",255,16.8%
103024102,Gateway SD,SD,0161,Moss Side El Sch,265,75,28.3%
103024102,Gateway SD,SD,0169,Moss Side MS,582,152,26.1%
103024102,Gateway SD,SD,0168,Pitcairn El Sch,164,84,51.2%
103024102,Gateway SD,SD,5191,Ramsey El Sch,314,93,29.6%
103024102,Gateway SD,SD,0165,University Park El Sch,235,45,19.1%
105253903,General McLane SD,SD,2038,Edinboro El Sch,399,107,26.8%
105253903,General McLane SD,SD,2040,General McLane HS,760,168,22.1%
105253903,General McLane SD,SD,5225,James W Parker MS,687,153,22.3%
105253903,General McLane SD,SD,2039,McKean El Sch,347,105,30.3%
126513260,Germantown Settlement CS,CS,7585,Germantown Settlement CS,361,361,100.0%
112013753,Gettysburg Area SD,SD,0009,Eisenhower El Sch,234,109,46.6%
112013753,Gettysburg Area SD,SD,0006,Franklin Twp El Sch,291,103,35.4%
112013753,Gettysburg Area SD,SD,6271,Gettysburg Area HS,"1,172",305,26.0%
112013753,Gettysburg Area SD,SD,0010,Gettysburg Area MS,674,212,31.5%
112013753,Gettysburg Area SD,SD,5126,James Gettys El Sch,367,125,34.1%
112013753,Gettysburg Area SD,SD,7592,Lincoln El Sch,447,151,33.8%
105254053,Girard SD,SD,2042,Elk Valley El Sch,708,331,46.8%
105254053,Girard SD,SD,2043,Girard HS,692,226,32.7%
105254053,Girard SD,SD,6777,Rice Avenue MS,635,245,38.6%
110173003,Glendale SD,SD,6952,Glendale El Sch,438,221,50.5%
110173003,Glendale SD,SD,5219,Glendale JSHS,403,183,45.4%
126513380,Global Leadership Academy CS,CS,7639,Global Leadership Academy CS,561,447,79.7%
114063003,Governor Mifflin SD,SD,0793,Brecknock El Sch,550,104,18.9%
114063003,Governor Mifflin SD,SD,0794,Cumru El Sch,686,189,27.6%
114063003,Governor Mifflin SD,SD,0801,Governor Mifflin MS,624,156,25.0%
114063003,Governor Mifflin SD,SD,0802,Governor Mifflin SHS,"1,495",214,14.3%
114063003,Governor Mifflin SD,SD,6794,Intermediate Sch,907,204,22.5%
124153510,Graystone Academy CS,CS,7728,Graystone Academy CS,409,301,73.6%
124153503,Great Valley SD,SD,1368,Charlestown El Sch,306,8,2.6%
124153503,Great Valley SD,SD,7695,General Wayne El Sch,482,28,5.8%
124153503,Great Valley SD,SD,1424,Great Valley HS,"1,209",61,5.0%
124153503,Great Valley SD,SD,1422,Great Valley MS,986,76,7.7%
124153503,Great Valley SD,SD,6479,Kathryn D. Markley El Sch,536,28,5.2%
124153503,Great Valley SD,SD,1461,Sugartown El Sch,476,57,12.0%
108070607,Greater Altoona CTC,CTC,6193,Greater Altoona CTC,"1,048",494,47.1%
108112607,Greater Johnstown AVTS,CTC,5288,Greater Johnstown AVTS,391,216,55.2%
108112502,Greater Johnstown SD,SD,5315,East Side El Sch,756,614,81.2%
108112502,Greater Johnstown SD,SD,1252,Greater Johnstown MS,617,458,74.2%
108112502,Greater Johnstown SD,SD,1251,Greater Johnstown SHS,"1,006",634,63.0%
108112502,Greater Johnstown SD,SD,1250,West Side El Sch,794,633,79.7%
107653102,Greater Latrobe SD,SD,4379,Baggaley El Sch,658,198,30.1%
107653102,Greater Latrobe SD,SD,6957,Greater Latrobe JHS,"1,052",246,23.4%
107653102,Greater Latrobe SD,SD,4845,Greater Latrobe SHS,"1,107",215,19.4%
107653102,Greater Latrobe SD,SD,4386,Latrobe El Sch,771,296,38.4%
107653102,Greater Latrobe SD,SD,4380,Mountain View El Sch,665,69,10.4%
118402603,Greater Nanticoke Area SD,SD,7768,GNA El Ctr,534,286,53.6%
118402603,Greater Nanticoke Area SD,SD,7610,Greater Nanticoke Area Ed Ctr,339,161,47.5%
118402603,Greater Nanticoke Area SD,SD,5242,Greater Nanticoke Area SHS,927,362,39.1%
118402603,Greater Nanticoke Area SD,SD,2933,J F Kennedy El Sch,170,91,53.5%
118402603,Greater Nanticoke Area SD,SD,2939,K M Smith El Sch,364,206,56.6%
126510005,Green Woods CS,CS,7748,Green Woods CS,201,38,18.9%
112283003,Greencastle-Antrim SD,SD,2202,Greencastle-Antrim El Sch,695,132,19.0%
112283003,Greencastle-Antrim SD,SD,5117,Greencastle-Antrim MS,705,109,15.5%
112283003,Greencastle-Antrim SD,SD,7427,Greencastle-Antrim Pri Sch,629,118,18.8%
112283003,Greencastle-Antrim SD,SD,2206,Greencastle-Antrim SHS,986,121,12.3%
101302607,Greene County CTC,CTC,5282,Greene County CTC,355,211,59.4%
107653203,Greensburg Salem SD,SD,7329,Amos K Hutchinson El Sch,615,312,50.7%
107653203,Greensburg Salem SD,SD,4373,Greensburg-Salem HS,"1,051",317,30.2%
107653203,Greensburg Salem SD,SD,4372,Greensburg-Salem MS,720,270,37.5%
107653203,Greensburg Salem SD,SD,5166,Metzgar El Sch,349,106,30.4%
107653203,Greensburg Salem SD,SD,5165,Nicely El Sch,314,125,39.8%
104432803,Greenville Area SD,SD,3135,East El Sch,326,104,31.9%
104432803,Greenville Area SD,SD,3137,Greenville JSHS,779,252,32.3%
104432803,Greenville Area SD,SD,3133,Hempfield El Sch,422,134,31.8%
115503004,Greenwood SD,SD,7062,Greenwood El Sch,386,98,25.4%
115503004,Greenwood SD,SD,6341,Greenwood HS,260,54,20.8%
115503004,Greenwood SD,SD,7468,Greenwood MS,182,47,25.8%
104432903,Grove City Area SD,SD,6125,George Jr Republic HS,389,389,100.0%
104432903,Grove City Area SD,SD,7316,George Jr Republic MS,63,62,98.4%
104432903,Grove City Area SD,SD,3145,Grove City Area HS,821,177,21.6%
104432903,Grove City Area SD,SD,3144,Grove City Area MS,390,89,22.8%
104432903,Grove City Area SD,SD,3143,Highland El Sch,325,92,28.3%
104432903,Grove City Area SD,SD,6844,Hillview El Sch,676,173,25.6%
104432903,Grove City Area SD,SD,7120,Washington Kdg Ctr,161,30,18.6%
115222504,Halifax Area SD,SD,1753,Enders-Fisherville El Sch,183,55,30.1%
115222504,Halifax Area SD,SD,5038,Halifax Area El Sch,344,89,25.9%
115222504,Halifax Area SD,SD,6330,Halifax Area HS,374,70,18.7%
115222504,Halifax Area SD,SD,6331,Halifax Area MS,282,70,24.8%
114063503,Hamburg Area SD,SD,0808,Hamburg Area HS,819,186,22.7%
114063503,Hamburg Area SD,SD,7447,Hamburg Area Middle School,611,173,28.3%
114063503,Hamburg Area SD,SD,0809,Perry El Sch,389,91,23.4%
114063503,Hamburg Area SD,SD,7992,Tilden El Center,717,243,33.9%
103024603,Hampton Township SD,SD,0175,Central El Sch,513,36,7.0%
103024603,Hampton Township SD,SD,5190,Hampton HS,"1,053",59,5.6%
103024603,Hampton Township SD,SD,0179,Hampton MS,794,61,7.7%
103024603,Hampton Township SD,SD,0178,Poff El Sch,320,22,6.9%
103024603,Hampton Township SD,SD,0176,Wyland El Sch,411,31,7.5%
118403003,Hanover Area SD,SD,2891,Hanover Area JSHS,960,449,46.8%
118403003,Hanover Area SD,SD,7007,Hanover Area Memorial El Sch,306,158,51.6%
118403003,Hanover Area SD,SD,2887,Hanover Green El Sch,161,96,59.6%
118403003,Hanover Area SD,SD,2888,Lee Park El Sch,303,177,58.4%
118403003,Hanover Area SD,SD,2889,Lyndwood El Sch,299,175,58.5%
112672803,Hanover Public SD,SD,4565,Clearview El Sch,220,46,20.9%
112672803,Hanover Public SD,SD,4570,Hanover MS,476,164,34.5%
112672803,Hanover Public SD,SD,4571,Hanover SHS,470,104,22.1%
112672803,Hanover Public SD,SD,4566,Hanover Street El Sch,254,89,35.0%
112672803,Hanover Public SD,SD,4568,Washington El Sch,174,32,18.4%
105254353,Harbor Creek SD,SD,2047,Clark El Sch,277,96,34.7%
105254353,Harbor Creek SD,SD,2048,Harbor Creek Junior HS,355,94,26.5%
105254353,Harbor Creek SD,SD,7948,Harbor Creek Senior HS,749,142,19.0%
105254353,Harbor Creek SD,SD,2046,Klein El Sch,331,92,27.8%
105254353,Harbor Creek SD,SD,5227,Rolling Ridge El Sch,516,136,26.4%
110173504,Harmony Area SD,SD,7195,Harmony Area El Sch,187,107,57.2%
110173504,Harmony Area SD,SD,1547,Harmony Area HS,96,49,51.0%
110173504,Harmony Area SD,SD,7196,Harmony Area MS,90,50,55.6%
115222752,Harrisburg City SD,SD,7899,ACTS @ William Penn School,267,192,71.9%
115222752,Harrisburg City SD,SD,1764,Benjamin Franklin Sch,636,521,81.9%
115222752,Harrisburg City SD,SD,1769,Camp Curtin Sch,720,644,89.4%
115222752,Harrisburg City SD,SD,7900,Career Technology Academy,337,286,84.9%
