Percent of Enrollments from Low-Income Families,,,,,,,
School Level,,,,,,,
Year: 2020 - 2021,,,,,,,
 ,,,,,,,
AUN,LEA,LEA Type,School Number,School,Total Enrollment,Low Income Enrollment,Percent of Enrollment from Low Income Families
124150002,21st Century Cyber CS,CS,7691,21st Century Cyber CS,"2,503",301,12.0%
103020407,A W Beattie Career Center,OCCCTC,5273,A W Beattie Career Center,822,310,37.7%
128000000,ARIN IU 28,IU,0000,ARIN IU 28,34,23,67.6%
181519176,ASPIRA Bilingual Cyber CS,CS,8148,ASPIRA Bilingual Cyber CS,450,266,59.1%
119350303,Abington Heights SD,SD,5091,Abington Heights HS,"1,058",199,18.8%
119350303,Abington Heights SD,SD,6839,Abington Heights MS,"1,078",202,18.7%
119350303,Abington Heights SD,SD,7570,Clarks Summit El Sch,382,45,11.8%
119350303,Abington Heights SD,SD,2407,Newton-Ransom Sch,208,49,23.6%
119350303,Abington Heights SD,SD,6398,South Abington Sch,300,21,7.0%
119350303,Abington Heights SD,SD,2402,Waverly Sch,312,31,9.9%
123460302,Abington SD,SD,3242,Abington JHS,"2,037",464,22.8%
123460302,Abington SD,SD,3241,Abington SHS,"1,910",391,20.5%
123460302,Abington SD,SD,7707,Copper Beech Sch,"1,087",230,21.2%
123460302,Abington SD,SD,3229,Highland Sch,501,141,28.1%
123460302,Abington SD,SD,5075,McKinley Sch,701,150,21.4%
123460302,Abington SD,SD,3232,Overlook Sch,529,144,27.2%
123460302,Abington SD,SD,3234,Roslyn Sch,499,116,23.2%
123460302,Abington SD,SD,3226,Rydal East Sch,634,99,15.6%
123460302,Abington SD,SD,4910,Willow Hill Sch,451,161,35.7%
125230001,Achievement House CS,CS,7824,Achievement House CS,928,556,59.9%
126510015,Ad Prima CS,CS,7825,Ad Prima CS,651,412,63.3%
112015106,Adams County Technical Institute,OCCCTC,8471,Adams County Technical Institute,246,14,5.7%
108110307,Admiral Peary AVTS,OCCCTC,6661,Admiral Peary AVTS,580,328,56.6%
126510020,Agora Cyber CS,CS,7858,Agora Cyber CS,"7,337","3,235",44.1%
101260303,Albert Gallatin Area SD,SD,8364,A L Wilson El Sch,362,201,55.5%
101260303,Albert Gallatin Area SD,SD,6001,Albert Gallatin Area SHS,"1,032",462,44.8%
101260303,Albert Gallatin Area SD,SD,7607,Albert Gallatin North MS,345,169,49.0%
101260303,Albert Gallatin Area SD,SD,7608,Albert Gallatin South MS,348,183,52.6%
101260303,Albert Gallatin Area SD,SD,4922,Friendship Hill El Sch,183,101,55.2%
101260303,Albert Gallatin Area SD,SD,2129,George J Plava El Sch,335,198,59.1%
101260303,Albert Gallatin Area SD,SD,6002,Masontown El Sch,220,147,66.8%
101260303,Albert Gallatin Area SD,SD,4921,Smithfield El Sch,263,122,46.4%
127040503,Aliquippa SD,SD,8085,Aliquippa El Sch,516,428,82.9%
127040503,Aliquippa SD,SD,8086,Aliquippa JSHS,424,403,95.0%
103000000,Allegheny IU 3,IU,0000,Allegheny IU 3,518,426,82.2%
103020603,Allegheny Valley SD,SD,5296,Acmetonia El Sch,489,231,47.2%
103020603,Allegheny Valley SD,SD,0029,Springdale JSHS,391,172,44.0%
106160303,Allegheny-Clarion Valley SD,SD,7467,Allegheny-Clarion Valley Elem,338,147,43.5%
106160303,Allegheny-Clarion Valley SD,SD,4664,Allegheny-Clarion Valley HS,258,104,40.3%
121390302,Allentown City SD,SD,8484,Brigadier General Anna Mae Hays El Sch,707,599,84.7%
121390302,Allentown City SD,SD,8412,Building 21 Allentown,414,302,72.9%
121390302,Allentown City SD,SD,2790,Central El Sch,663,584,88.1%
121390302,Allentown City SD,SD,2792,Francis D Raub MS,970,761,78.5%
121390302,Allentown City SD,SD,2791,Harrison-Morton MS,841,655,77.9%
121390302,Allentown City SD,SD,2768,Hiram W Dodd El Sch,632,450,71.2%
121390302,Allentown City SD,SD,8413,Jackson Early Childhood Center,206,163,79.1%
121390302,Allentown City SD,SD,2774,Jefferson El Sch,513,408,79.5%
121390302,Allentown City SD,SD,2775,Lehigh Parkway El Sch,300,177,59.0%
121390302,Allentown City SD,SD,2795,Louis E Dieruff HS,"1,874","1,274",68.0%
121390302,Allentown City SD,SD,8140,Luis A. Ramos El Sch,620,493,79.5%
121390302,Allentown City SD,SD,2779,Mosser El Sch,471,377,80.0%
121390302,Allentown City SD,SD,2780,Muhlenberg El Sch,481,317,65.9%
121390302,Allentown City SD,SD,2781,Ritter El Sch,427,292,68.4%
121390302,Allentown City SD,SD,2782,Roosevelt El Sch,635,501,78.9%
121390302,Allentown City SD,SD,6448,Sheridan El Sch,609,538,88.3%
121390302,Allentown City SD,SD,2793,South Mountain MS,"1,214",855,70.4%
121390302,Allentown City SD,SD,4929,Trexler MS,818,627,76.7%
121390302,Allentown City SD,SD,2785,Union Terrace El Sch,649,489,75.3%
121390302,Allentown City SD,SD,2786,Washington El Sch,389,332,85.3%
121390302,Allentown City SD,SD,2794,William Allen HS,"2,650","1,876",70.8%
126512990,Alliance for Progress CS,CS,7543,Alliance for Progress CS,540,447,82.8%
108070502,Altoona Area SD,SD,0913,Altoona Area HS,"2,208","1,237",56.0%
108070502,Altoona Area SD,SD,7986,Altoona Area Jr HS,"1,759","1,148",65.3%
108070502,Altoona Area SD,SD,0891,Baker El Sch,287,143,49.8%
108070502,Altoona Area SD,SD,0908,Irving El Sch,278,99,35.6%
108070502,Altoona Area SD,SD,0895,Juniata El Sch,461,357,77.4%
108070502,Altoona Area SD,SD,0930,Juniata Gap El Sch,529,304,57.5%
108070502,Altoona Area SD,SD,0933,Logan El Sch,438,269,61.4%
108070502,Altoona Area SD,SD,7199,Mowrie A Ebner El Sch,429,284,66.2%
108070502,Altoona Area SD,SD,8280,Penn-Lincoln El Sch,328,283,86.3%
108070502,Altoona Area SD,SD,0902,Pleasant Valley El Sch,510,322,63.1%
127040703,Ambridge Area SD,SD,6555,Ambridge Area HS,728,353,48.5%
127040703,Ambridge Area SD,SD,0633,Ambridge Area MS,537,270,50.3%
127040703,Ambridge Area SD,SD,0629,Economy El Sch,424,103,24.3%
127040703,Ambridge Area SD,SD,0661,Highland El Sch,312,197,63.1%
127040703,Ambridge Area SD,SD,0632,State Street El Sch,285,144,50.5%
113380303,Annville-Cleona SD,SD,2725,Annville Cleona HS,475,152,32.0%
113380303,Annville-Cleona SD,SD,2724,Annville El Sch,405,142,35.1%
113380303,Annville-Cleona SD,SD,8178,Annville-Cleona MS,240,76,31.7%
113380303,Annville-Cleona SD,SD,2723,Cleona El Sch,323,129,39.9%
114060503,Antietam SD,SD,0820,Antietam MS/HS,508,292,57.5%
114060503,Antietam SD,SD,5205,Mt Penn El Sch,345,207,60.0%
114060503,Antietam SD,SD,8482,Mt Penn Primary Ctr,221,120,54.3%
104510394,Antonia Pantoja Community CS,CS,8031,Antonia Pantoja Community CS,698,510,73.1%
128030603,Apollo-Ridge SD,SD,7787,Apollo-Ridge Elem Sch,522,329,63.0%
128030603,Apollo-Ridge SD,SD,2320,Apollo-Ridge HS,328,160,48.8%
128030603,Apollo-Ridge SD,SD,6570,Apollo-Ridge MS,277,152,54.9%
108000000,Appalachia IU 8,IU,0000,Appalachia IU 8,171,61,35.7%
128030852,Armstrong SD,SD,8342,Armstrong JSHS,"1,599",893,55.8%
128030852,Armstrong SD,SD,0569,Dayton El Sch,202,86,42.6%
128030852,Armstrong SD,SD,6574,Elderton El Sch,222,48,21.6%
128030852,Armstrong SD,SD,5002,Lenape El Sch,730,268,36.7%
128030852,Armstrong SD,SD,6577,Shannock Valley El Sch,331,116,35.0%
128030852,Armstrong SD,SD,7896,West Hills Intermediate Sch,499,203,40.7%
128030852,Armstrong SD,SD,7895,West Hills Primary Sch,574,199,34.7%
128030852,Armstrong SD,SD,7640,West Shamokin JSHS,593,329,55.5%
121395927,Arts Academy CS,CS,8214,Arts Academy CS,334,175,52.4%
121399898,Arts Academy Elementary CS,CS,8336,Arts Academy Elementary CS,432,326,75.5%
117080503,Athens Area SD,SD,0958,Athens Area HS,667,231,34.6%
117080503,Athens Area SD,SD,4918,Audrielle Lynch-Ellen Bustin El Sch,514,225,43.8%
117080503,Athens Area SD,SD,8220,Harlan Rowe MS,492,197,40.0%
117080503,Athens Area SD,SD,8219,SRU El Sch,362,147,40.6%
109530304,Austin Area SD,SD,6221,Austin Area El Sch,97,54,55.7%
109530304,Austin Area SD,SD,6222,Austin Area JSHS,91,58,63.7%
101630504,Avella Area SD,SD,4165,Avella Area JSHS,250,89,35.6%
101630504,Avella Area SD,SD,7098,Avella El Center,267,141,52.8%
124150003,Avon Grove CS,CS,7721,Avon Grove CS,"1,843",601,32.6%
124150503,Avon Grove SD,SD,1367,Avon Grove HS,"1,721",442,25.7%
124150503,Avon Grove SD,SD,1365,Avon Grove Intrmd Sch,"1,422",380,26.7%
124150503,Avon Grove SD,SD,5216,Fred S Engle MS,826,192,23.2%
124150503,Avon Grove SD,SD,7323,Penn London El Sch,932,258,27.7%
103020753,Avonworth SD,SD,0034,Avonworth El Sch,567,80,14.1%
103020753,Avonworth SD,SD,5199,Avonworth HS,531,65,12.2%
103020753,Avonworth SD,SD,7669,Avonworth MS,282,36,12.8%
103020753,Avonworth SD,SD,8320,Avonworth Primary Center,473,62,13.1%
117000000,BLaST IU 17,IU,0000,BLaST IU 17,313,186,59.4%
127046517,Baden Academy CS,CS,8211,Baden Academy CS,577,295,51.1%
110141003,Bald Eagle Area SD,SD,1335,Bald Eagle Area JSHS,856,284,33.2%
110141003,Bald Eagle Area SD,SD,1333,Howard El Sch,92,35,38.0%
110141003,Bald Eagle Area SD,SD,1334,Mountaintop Area El Sch,119,34,28.6%
110141003,Bald Eagle Area SD,SD,1331,Port Matilda El Sch,93,31,33.3%
110141003,Bald Eagle Area SD,SD,1330,Wingate El Sch,364,154,42.3%
103021102,Baldwin-Whitehall SD,SD,0050,Baldwin SHS,"2,093",819,39.1%
103021102,Baldwin-Whitehall SD,SD,6787,J.E. Harrison Education Ctr,"1,121",549,49.0%
103021102,Baldwin-Whitehall SD,SD,0037,McAnnulty El Sch,442,156,35.3%
103021102,Baldwin-Whitehall SD,SD,0048,Whitehall El Sch,806,331,41.1%
120480803,Bangor Area SD,SD,3434,Bangor Area HS,926,398,43.0%
120480803,Bangor Area SD,SD,5257,Bangor Area MS,440,200,45.5%
120480803,Bangor Area SD,SD,8450,DeFranco El Sch,416,220,52.9%
120480803,Bangor Area SD,SD,8449,Five Points El Sch,570,276,48.4%
120480803,Bangor Area SD,SD,3430,Washington El Sch,403,186,46.2%
118400001,Bear Creek Community CS,CS,7827,Bear Creek Community CS,466,204,43.8%
127041203,Beaver Area SD,SD,7386,Beaver Area MS,290,65,22.4%
127041203,Beaver Area SD,SD,0640,Beaver Area SHS,685,165,24.1%
127041203,Beaver Area SD,SD,8065,College Square El Sch,447,85,19.0%
127041203,Beaver Area SD,SD,7823,Dutch Ridge El Sch,550,121,22.0%
127041307,Beaver County CTC,OCCCTC,6985,Beaver County CTC,627,243,38.8%
127000000,Beaver Valley IU 27,IU,0000,Beaver Valley IU 27,171,91,53.2%
108051003,Bedford Area SD,SD,7545,Bedford El Sch,743,348,46.8%
108051003,Bedford Area SD,SD,7021,Bedford MS,386,172,44.6%
108051003,Bedford Area SD,SD,0726,Bedford SHS,572,277,48.4%
108051307,Bedford County Technical Center,OCCCTC,7096,Bedford County Technical Center,299,169,56.5%
107650603,Belle Vernon Area SD,SD,4930,Belle Vernon Area HS,784,304,38.8%
107650603,Belle Vernon Area SD,SD,8269,Belle Vernon Area MS,358,148,41.3%
107650603,Belle Vernon Area SD,SD,4328,Marion El Sch,595,336,56.5%
107650603,Belle Vernon Area SD,SD,4325,Rostraver El Sch,587,205,34.9%
110141103,Bellefonte Area SD,SD,1343,Bellefonte Area HS,897,263,29.3%
110141103,Bellefonte Area SD,SD,1342,Bellefonte Area MS,619,173,27.9%
110141103,Bellefonte Area SD,SD,1341,Bellefonte El Sch,345,163,47.2%
110141103,Bellefonte Area SD,SD,1339,Benner El Sch,201,38,18.9%
110141103,Bellefonte Area SD,SD,1340,Marion-Walker El Sch,389,59,15.2%
110141103,Bellefonte Area SD,SD,6229,Pleasant Gap El Sch,213,78,36.6%
