Percent of Enrollments from Low-Income Families,,,,,,,
School Level,,,,,,,
Year: 2018 - 2019,,,,,,,
 ,,,,,,,
AUN,LEA,LEA Type,School Number,School,Total Enrollment,Low Income Enrollment,Percent of Enrollment from Low Income Families
121390302,Allentown City SD,SD,2780,Muhlenberg El Sch,474,313,66.0%
121390302,Allentown City SD,SD,2781,Ritter El Sch,601,432,71.9%
121390302,Allentown City SD,SD,2782,Roosevelt El Sch,711,610,85.8%
121390302,Allentown City SD,SD,6448,Sheridan El Sch,624,610,97.8%
121390302,Allentown City SD,SD,2793,South Mountain MS,"1,136",972,85.6%
121390302,Allentown City SD,SD,4929,Trexler MS,841,718,85.4%
121390302,Allentown City SD,SD,2785,Union Terrace El Sch,734,573,78.1%
121390302,Allentown City SD,SD,2786,Washington El Sch,439,353,80.4%
121390302,Allentown City SD,SD,2794,William Allen HS,"2,605","1,680",64.5%
126512990,Alliance for Progress CS,CS,7543,Alliance for Progress CS,529,291,55.0%
108070502,Altoona Area SD,SD,0913,Altoona Area HS,"1,678",948,56.5%
108070502,Altoona Area SD,SD,7986,Altoona Area Jr HS,"1,744","1,078",61.8%
108070502,Altoona Area SD,SD,0891,Baker El Sch,320,158,49.4%
108070502,Altoona Area SD,SD,0908,Irving El Sch,352,124,35.2%
108070502,Altoona Area SD,SD,0895,Juniata El Sch,599,481,80.3%
108070502,Altoona Area SD,SD,0930,Juniata Gap El Sch,690,417,60.4%
108070502,Altoona Area SD,SD,7425,Kimmel Alternative School,27,26,96.3%
108070502,Altoona Area SD,SD,0933,Logan El Sch,525,324,61.7%
108070502,Altoona Area SD,SD,7199,Mowrie A Ebner El Sch,605,445,73.6%
108070502,Altoona Area SD,SD,8280,Penn-Lincoln El Sch,392,354,90.3%
108070502,Altoona Area SD,SD,0902,Pleasant Valley El Sch,585,423,72.3%
127040703,Ambridge Area SD,SD,6555,Ambridge Area HS,764,377,49.3%
127040703,Ambridge Area SD,SD,0633,Ambridge Area MS,567,293,51.7%
127040703,Ambridge Area SD,SD,0629,Economy El Sch,435,158,36.3%
127040703,Ambridge Area SD,SD,0661,Highland El Sch,350,257,73.4%
127040703,Ambridge Area SD,SD,0632,State Street El Sch,266,160,60.2%
113380303,Annville-Cleona SD,SD,2725,Annville Cleona HS,455,155,34.1%
113380303,Annville-Cleona SD,SD,2724,Annville El Sch,444,167,37.6%
113380303,Annville-Cleona SD,SD,8178,Annville-Cleona MS,242,82,33.9%
113380303,Annville-Cleona SD,SD,2723,Cleona El Sch,303,112,37.0%
114060503,Antietam SD,SD,0820,Antietam MS/HS,493,256,51.9%
114060503,Antietam SD,SD,5205,Mt Penn El Sch,476,301,63.2%
114060503,Antietam SD,SD,7838,Mt Penn Primary Ctr,172,104,60.5%
104510394,Antonia Pantoja Community Charter School,CS,8031,Antonia Pantoja Community Charter School,715,436,61.0%
128030603,Apollo-Ridge SD,SD,7787,Apollo-Ridge Elem Sch,525,304,57.9%
128030603,Apollo-Ridge SD,SD,2320,Apollo-Ridge HS,363,178,49.0%
128030603,Apollo-Ridge SD,SD,6570,Apollo-Ridge MS,265,137,51.7%
108000000,Appalachia IU 8,IU,0000,Appalachia IU 8,181,70,38.7%
128030852,Armstrong SD,SD,8342,Armstrong JSHS,"1,628",800,49.1%
128030852,Armstrong SD,SD,0569,Dayton El Sch,218,110,50.5%
128030852,Armstrong SD,SD,6574,Elderton El Sch,249,74,29.7%
128030852,Armstrong SD,SD,5002,Lenape El Sch,786,345,43.9%
128030852,Armstrong SD,SD,6577,Shannock Valley El Sch,349,163,46.7%
128030852,Armstrong SD,SD,7896,West Hills Intermediate Sch,535,286,53.5%
128030852,Armstrong SD,SD,7895,West Hills Primary Sch,688,270,39.2%
128030852,Armstrong SD,SD,7640,West Shamokin JSHS,613,272,44.4%
121395927,Arts Academy CS,CS,8214,Arts Academy CS,358,187,52.2%
121399898,Arts Academy Elementary Charter School,CS,8336,Arts Academy Elementary Charter School,423,339,80.1%
117080503,Athens Area SD,SD,0958,Athens Area HS,629,281,44.7%
117080503,Athens Area SD,SD,4918,Audrielle Lynch-Ellen Bustin El Sch,539,250,46.4%
117080503,Athens Area SD,SD,8220,Harlan Rowe MS,506,274,54.2%
117080503,Athens Area SD,SD,8219,SRU El Sch,365,188,51.5%
109530304,Austin Area SD,SD,6221,Austin Area El Sch,109,58,53.2%
109530304,Austin Area SD,SD,6222,Austin Area JSHS,85,45,52.9%
101630504,Avella Area SD,SD,4165,Avella Area JSHS,258,77,29.8%
101630504,Avella Area SD,SD,7098,Avella El Center,260,97,37.3%
124150003,Avon Grove CS,CS,7721,Avon Grove CS,"1,846",527,28.5%
124150503,Avon Grove SD,SD,1367,Avon Grove HS,"1,727",478,27.7%
124150503,Avon Grove SD,SD,1365,Avon Grove Intrmd Sch,"1,488",438,29.4%
124150503,Avon Grove SD,SD,5216,Fred S Engle MS,833,252,30.3%
124150503,Avon Grove SD,SD,7323,Penn London El Sch,905,273,30.2%
103020753,Avonworth SD,SD,0034,Avonworth El Sch,573,82,14.3%
103020753,Avonworth SD,SD,5199,Avonworth HS,495,54,10.9%
103020753,Avonworth SD,SD,7669,Avonworth MS,271,37,13.7%
103020753,Avonworth SD,SD,8320,Avonworth Primary Center,452,42,9.3%
117000000,BLaST IU 17,IU,0000,BLaST IU 17,350,194,55.4%
127046517,Baden Academy CS,CS,8211,Baden Academy CS,574,243,42.3%
110141003,Bald Eagle Area SD,SD,1335,Bald Eagle Area JSHS,898,373,41.5%
110141003,Bald Eagle Area SD,SD,1333,Howard El Sch,90,45,50.0%
110141003,Bald Eagle Area SD,SD,1334,Mountaintop Area El Sch,125,39,31.2%
110141003,Bald Eagle Area SD,SD,1331,Port Matilda El Sch,107,42,39.3%
110141003,Bald Eagle Area SD,SD,1330,Wingate El Sch,356,164,46.1%
103021102,Baldwin-Whitehall SD,SD,0050,Baldwin SHS,"1,453",555,38.2%
103021102,Baldwin-Whitehall SD,SD,6787,Harrison MS,937,405,43.2%
103021102,Baldwin-Whitehall SD,SD,0037,McAnnulty El Sch,435,162,37.2%
103021102,Baldwin-Whitehall SD,SD,5194,Paynter El Sch,799,414,51.8%
103021102,Baldwin-Whitehall SD,SD,0048,Whitehall El Sch,740,294,39.7%
120480803,Bangor Area SD,SD,3434,Bangor Area HS,995,376,37.8%
120480803,Bangor Area SD,SD,5257,Bangor Area MS,697,297,42.6%
120480803,Bangor Area SD,SD,8450,DeFranco El Sch,534,208,39.0%
120480803,Bangor Area SD,SD,8449,Five Points El Sch,193,78,40.4%
120480803,Bangor Area SD,SD,3430,Washington El Sch,554,275,49.6%
118400001,Bear Creek Community CS,CS,7827,Bear Creek Community CS,466,175,37.6%
127041203,Beaver Area SD,SD,7386,Beaver Area MS,318,66,20.8%
127041203,Beaver Area SD,SD,0640,Beaver Area SHS,685,151,22.0%
127041203,Beaver Area SD,SD,8065,College Square El Sch,421,91,21.6%
127041203,Beaver Area SD,SD,7823,Dutch Ridge El Sch,581,141,24.3%
127041307,Beaver County CTC,CTC,6985,Beaver County CTC,618,299,48.4%
127000000,Beaver Valley IU 27,IU,0000,Beaver Valley IU 27,149,87,58.4%
108051003,Bedford Area SD,SD,7545,Bedford El Sch,751,309,41.1%
108051003,Bedford Area SD,SD,7021,Bedford MS,457,195,42.7%
108051003,Bedford Area SD,SD,0726,Bedford SHS,572,195,34.1%
108051307,Bedford County Technical Center,CTC,7096,Bedford County Technical Center,362,228,63.0%
107650603,Belle Vernon Area SD,SD,4930,Belle Vernon Area HS,777,310,39.9%
107650603,Belle Vernon Area SD,SD,8269,Belle Vernon Area MS,370,147,39.7%
107650603,Belle Vernon Area SD,SD,4328,Marion El Sch,661,373,56.4%
107650603,Belle Vernon Area SD,SD,4325,Rostraver El Sch,610,213,34.9%
110141103,Bellefonte Area SD,SD,1343,Bellefonte Area HS,869,253,29.1%
110141103,Bellefonte Area SD,SD,1342,Bellefonte Area MS,638,179,28.1%
110141103,Bellefonte Area SD,SD,1341,Bellefonte El Sch,334,160,47.9%
110141103,Bellefonte Area SD,SD,1339,Benner El Sch,227,47,20.7%
110141103,Bellefonte Area SD,SD,1340,Marion-Walker El Sch,358,56,15.6%
110141103,Bellefonte Area SD,SD,6229,Pleasant Gap El Sch,210,81,38.6%
108071003,Bellwood-Antis SD,SD,7144,Bellwood Antis MS,408,169,41.4%
108071003,Bellwood-Antis SD,SD,0917,Bellwood-Antis HS,386,136,35.2%
108071003,Bellwood-Antis SD,SD,0914,Lewis M Myers El Sch,478,176,36.8%
126510010,Belmont Charter School,CS,7750,Belmont Charter School,808,743,92.0%
122091002,Bensalem Township SD,SD,5211,Belmont Hills El Sch,585,216,36.9%
122091002,Bensalem Township SD,SD,4675,Benjamin Rush El Sch,466,367,78.8%
122091002,Bensalem Township SD,SD,5116,Bensalem Twp HS,"2,003","1,125",56.2%
122091002,Bensalem Township SD,SD,6451,Cecelia Snyder MS,442,208,47.1%
122091002,Bensalem Township SD,SD,1006,Cornwells El Sch,534,341,63.9%
122091002,Bensalem Township SD,SD,7030,Robert K Shafer MS,585,362,61.9%
122091002,Bensalem Township SD,SD,6896,Russell C Struble El Sch,516,217,42.1%
122091002,Bensalem Township SD,SD,1008,Samuel K Faust El Sch,642,532,82.9%
122091002,Bensalem Township SD,SD,6788,Valley El Sch,701,320,45.6%
116191004,Benton Area SD,SD,1594,Appleman El Sch,361,162,44.9%
116191004,Benton Area SD,SD,8434,Benton Area HS,179,79,44.1%
116191004,Benton Area SD,SD,8433,Benton Area MS,102,34,33.3%
101630903,Bentworth SD,SD,7987,Bentworth El Ctr,403,199,49.4%
101630903,Bentworth SD,SD,7988,Bentworth MS,381,190,49.9%
101630903,Bentworth SD,SD,4188,Bentworth SHS,354,146,41.2%
114060557,Berks CTC,CTC,6304,Berks CTC-East Campus,825,305,37.0%
114060557,Berks CTC,CTC,7068,Berks CTC-West Campus,779,294,37.7%
114000000,Berks County IU 14,IU,0000,Berks County IU 14,156,89,57.1%
108561003,Berlin Brothersvalley SD,SD,6206,Berlin Brothersvalley El Sch,283,106,37.5%
108561003,Berlin Brothersvalley SD,SD,7645,Berlin Brothersvalley MS,201,82,40.8%
108561003,Berlin Brothersvalley SD,SD,6207,Berlin Brothersvalley SHS,232,97,41.8%
112011103,Bermudian Springs SD,SD,7302,Bermudian Springs El Sch,693,324,46.8%
112011103,Bermudian Springs SD,SD,0003,Bermudian Springs HS,629,221,35.1%
112011103,Bermudian Springs SD,SD,6921,Bermudian Springs MS,599,246,41.1%
116191103,Berwick Area SD,SD,1605,Berwick Area HS,732,371,50.7%
116191103,Berwick Area SD,SD,6808,Berwick Area MS,972,581,59.8%
116191103,Berwick Area SD,SD,6349,Nescopeck El Sch,198,90,45.5%
116191103,Berwick Area SD,SD,1597,Salem El Sch,381,224,58.8%
116191103,Berwick Area SD,SD,8378,West Berwick El Sch,498,381,76.5%
103021252,Bethel Park SD,SD,4802,Abraham Lincoln El Sch,267,44,16.5%
103021252,Bethel Park SD,SD,7326,Benjamin Franklin El Sch,336,50,14.9%
103021252,Bethel Park SD,SD,0055,Bethel Memorial El Sch,313,56,17.9%
103021252,Bethel Park SD,SD,0062,Bethel Park HS,"1,391",192,13.8%
103021252,Bethel Park SD,SD,4902,George Washington El Sch,255,17,6.7%
103021252,Bethel Park SD,SD,0061,Independence MS,683,104,15.2%
103021252,Bethel Park SD,SD,7327,Neil Armstrong 5-6 MS,630,112,17.8%
103021252,Bethel Park SD,SD,0060,William Penn El Sch,190,19,10.0%
120481107,Bethlehem AVTS,CTC,5286,Bethlehem AVTS,"1,325",664,50.1%
120481002,Bethlehem Area SD,SD,5063,Asa Packer El Sch,337,92,27.3%
120481002,Bethlehem Area SD,SD,3464,Broughal MS,523,480,91.8%
120481002,Bethlehem Area SD,SD,3436,Calypso El Sch,240,156,65.0%
120481002,Bethlehem Area SD,SD,3453,Clearview El Sch,347,223,64.3%
120481002,Bethlehem Area SD,SD,6722,Donegan El Sch,533,502,94.2%
120481002,Bethlehem Area SD,SD,4956,East Hills MS,"1,061",464,43.7%
120481002,Bethlehem Area SD,SD,3456,Farmersville El Sch,415,131,31.6%
120481002,Bethlehem Area SD,SD,6723,Fountain Hill El Sch,578,515,89.1%
120481002,Bethlehem Area SD,SD,4957,Freedom HS,"1,956",994,50.8%
120481002,Bethlehem Area SD,SD,3458,Freemansburg El Sch,366,298,81.4%
120481002,Bethlehem Area SD,SD,3449,Governor Wolf El Sch,446,242,54.3%
120481002,Bethlehem Area SD,SD,3459,Hanover El Sch,254,33,13.0%
120481002,Bethlehem Area SD,SD,3442,James Buchanan El Sch,286,169,59.1%
120481002,Bethlehem Area SD,SD,3465,Liberty HS,"2,673","1,616",60.5%
120481002,Bethlehem Area SD,SD,3443,Lincoln El Sch,341,275,80.6%
120481002,Bethlehem Area SD,SD,3454,Marvine El Sch,276,264,95.7%
120481002,Bethlehem Area SD,SD,3455,Miller Heights El Sch,387,125,32.3%
120481002,Bethlehem Area SD,SD,3463,Nitschmann MS,809,360,44.5%
120481002,Bethlehem Area SD,SD,3462,Northeast MS,755,569,75.4%
120481002,Bethlehem Area SD,SD,3452,Spring Garden El Sch,514,227,44.2%
120481002,Bethlehem Area SD,SD,6633,Thomas Jefferson El Sch,260,203,78.1%
120481002,Bethlehem Area SD,SD,6634,William Penn El Sch,261,204,78.2%
101631003,Bethlehem-Center SD,SD,6975,Bethlehem-Center El Sch,497,276,55.5%
101631003,Bethlehem-Center SD,SD,5267,Bethlehem-Center MS,243,140,57.6%
101631003,Bethlehem-Center SD,SD,4181,Bethlehem-Center SHS,414,200,48.3%
127041503,Big Beaver Falls Area SD,SD,0649,Beaver Falls Area SHS,480,353,73.5%
127041503,Big Beaver Falls Area SD,SD,0648,Beaver Falls MS,356,279,78.4%
127041503,Big Beaver Falls Area SD,SD,0650,Big Beaver El Sch,374,234,62.6%
127041503,Big Beaver Falls Area SD,SD,0642,Central El Sch,500,423,84.6%
115210503,Big Spring SD,SD,1677,Big Spring HS,821,282,34.3%
115210503,Big Spring SD,SD,6326,Big Spring MS,580,250,43.1%
115210503,Big Spring SD,SD,7951,Mount Rock Elem Sch,383,132,34.5%
115210503,Big Spring SD,SD,1676,Newville El Sch,358,197,55.0%
115210503,Big Spring SD,SD,7355,Oak Flat El Sch,389,150,38.6%
127041603,Blackhawk SD,SD,6707,Blackhawk HS,725,172,23.7%
127041603,Blackhawk SD,SD,7127,Blackhawk Intermediate Sch,334,108,32.3%
127041603,Blackhawk SD,SD,6558,Highland MS,749,187,25.0%
127041603,Blackhawk SD,SD,6559,Northwestern Primary Sch,293,93,31.7%
127041603,Blackhawk SD,SD,6560,Patterson Primary Sch,216,59,27.3%
108110603,Blacklick Valley SD,SD,6828,Blacklick Valley El Ctr,350,193,55.1%
108110603,Blacklick Valley SD,SD,5135,Blacklick Valley JSHS,290,137,47.2%
128321103,Blairsville-Saltsburg SD,SD,7418,Blairsville El Sch,452,288,63.7%
128321103,Blairsville-Saltsburg SD,SD,2317,Blairsville MS,219,123,56.2%
128321103,Blairsville-Saltsburg SD,SD,4706,Blairsville SHS,294,153,52.0%
128321103,Blairsville-Saltsburg SD,SD,2352,Saltsburg El Sch,266,141,53.0%
128321103,Blairsville-Saltsburg SD,SD,2353,Saltsburg MS/HS,283,138,48.8%
116191203,Bloomsburg Area SD,SD,1610,Beaver-Main El Sch,100,35,35.0%
116191203,Bloomsburg Area SD,SD,1612,Bloomsburg Area HS,396,127,32.1%
116191203,Bloomsburg Area SD,SD,1611,Bloomsburg Area MS,382,189,49.5%
116191203,Bloomsburg Area SD,SD,1606,Memorial El Sch,422,220,52.1%
116191203,Bloomsburg Area SD,SD,1608,W W Evans Memorial El Sch,189,58,30.7%
129540803,Blue Mountain SD,SD,7419,Blue Mountain El Cressona Sch,174,62,35.6%
129540803,Blue Mountain SD,SD,4659,Blue Mountain El East Sch,606,174,28.7%
129540803,Blue Mountain SD,SD,3887,Blue Mountain El West Sch,297,92,31.0%
129540803,Blue Mountain SD,SD,3891,Blue Mountain HS,886,266,30.0%
129540803,Blue Mountain SD,SD,5263,Blue Mountain MS,616,191,31.0%
119581003,Blue Ridge SD,SD,6891,Blue Ridge El Sch,470,252,53.6%
119581003,Blue Ridge SD,SD,4034,Blue Ridge HS,267,123,46.1%
119581003,Blue Ridge SD,SD,7400,Blue Ridge MS,221,101,45.7%
114060753,Boyertown Area SD,SD,6804,Boyertown Area MS-East,895,150,16.8%
114060753,Boyertown Area SD,SD,6305,Boyertown Area MS-West,782,289,37.0%
114060753,Boyertown Area SD,SD,6306,Boyertown Area SHS,"2,119",497,23.5%
114060753,Boyertown Area SD,SD,6307,Boyertown El Sch,445,150,33.7%
114060753,Boyertown Area SD,SD,0762,Colebrookdale El Sch,291,133,45.7%
114060753,Boyertown Area SD,SD,0763,Earl El Sch,246,61,24.8%
114060753,Boyertown Area SD,SD,0754,Gilbertsville El Sch,689,142,20.6%
114060753,Boyertown Area SD,SD,0755,New Hanover-Upper Frederick El,675,70,10.4%
114060753,Boyertown Area SD,SD,0761,Pine Forge El Sch,242,103,42.6%
114060753,Boyertown Area SD,SD,0766,Washington El Sch,483,160,33.1%
185515523,Boys Latin of Philadelphia CS,CS,7981,Boys Latin of Philadelphia CS,807,474,58.7%
109420803,Bradford Area SD,SD,4691,Bradford Area HS,751,378,50.3%
109420803,Bradford Area SD,SD,3092,Floyd C Fretz MS,567,330,58.2%
109420803,Bradford Area SD,SD,7037,George Blaisdell El Sch,654,431,65.9%
109420803,Bradford Area SD,SD,7281,School Street El Sch,583,390,66.9%
114060853,Brandywine Heights Area SD,SD,0768,Brandywine Heights El Sch,398,138,34.7%
114060853,Brandywine Heights Area SD,SD,6308,Brandywine Heights HS,461,132,28.6%
114060853,Brandywine Heights Area SD,SD,8383,Brandywine Heights Intrmd/MS,531,169,31.8%
103021453,Brentwood Borough SD,SD,7342,Brentwood MS,291,154,52.9%
103021453,Brentwood Borough SD,SD,0070,Brentwood SHS,343,158,46.1%
103021453,Brentwood Borough SD,SD,0069,Elroy Avenue El Sch,336,153,45.5%
103021453,Brentwood Borough SD,SD,0068,Moore Sch,230,85,37.0%
122091303,Bristol Borough SD,SD,1014,Bristol HS,271,190,70.1%
122091303,Bristol Borough SD,SD,7743,Bristol MS,222,162,73.0%
122091303,Bristol Borough SD,SD,1013,Warren Snyder-John Girotti El Sch,730,541,74.1%
122091352,Bristol Township SD,SD,8368,Brookwood El Sch,"1,008",635,63.0%
122091352,Bristol Township SD,SD,8369,Keystone El Sch,"1,032",730,70.7%
122091352,Bristol Township SD,SD,8367,Mill Creek El Sch,"1,107",696,62.9%
122091352,Bristol Township SD,SD,8407,Neil A Armstrong MS,818,501,61.2%
122091352,Bristol Township SD,SD,1027,Roosevelt MS,771,568,73.7%
122091352,Bristol Township SD,SD,1029,Truman SHS,"1,622","1,015",62.6%
106330703,Brockway Area SD,SD,5148,Brockway Area Elementary Sch,512,244,47.7%
106330703,Brockway Area SD,SD,2362,Brockway Area JSHS,440,212,48.2%
106330803,Brookville Area SD,SD,6162,Brookville JSHS,683,282,41.3%
106330803,Brookville Area SD,SD,5231,Hickory Grove El Sch,467,232,49.7%
106330803,Brookville Area SD,SD,6163,Northside El Sch,115,61,53.0%
106330803,Brookville Area SD,SD,2368,Pinecreek El Sch,227,117,51.5%
101260803,Brownsville Area SD,SD,8384,Brownsville Area El Sch,740,568,76.8%
101260803,Brownsville Area SD,SD,4818,Brownsville Area HS,467,437,93.6%
101260803,Brownsville Area SD,SD,2154,Brownsville Area MS,372,346,93.0%
122000000,Bucks County IU 22,IU,0000,Bucks County IU 22,699,0,0.0%
122093460,Bucks County Montessori CS,CS,7670,Bucks County Montessori CS,196,0,0.0%
122091457,Bucks County Technical High School,CTC,1030,Bucks County Technical High School,"1,424",590,41.4%
101631203,Burgettstown Area SD,SD,7477,Burgettstown El Ctr,482,231,47.9%
101631203,Burgettstown Area SD,SD,4195,Burgettstown MS/HS,584,228,39.0%
107650703,Burrell SD,SD,4333,Bon Air El Sch,512,184,35.9%
107650703,Burrell SD,SD,4340,Burrell HS,592,176,29.7%
107650703,Burrell SD,SD,4339,Charles A Huston MS,439,172,39.2%
107650703,Burrell SD,SD,4336,Stewart El Sch,260,89,34.2%
104101252,Butler Area SD,SD,6690,Butler Area IHS,"1,505",602,40.0%
104101252,Butler Area SD,SD,8344,Butler Area SHS,"1,464",493,33.7%
104101252,Butler Area SD,SD,8343,Butler MS,"1,036",484,46.7%
104101252,Butler Area SD,SD,1148,Center Twp Sch,711,255,35.9%
104101252,Butler Area SD,SD,1150,Connoquenessing El Sch,252,53,21.0%
104101252,Butler Area SD,SD,1134,Emily Brittain El Sch,261,215,82.4%
104101252,Butler Area SD,SD,1138,Mcquistion El Sch,419,238,56.8%
104101252,Butler Area SD,SD,1142,Northwest El Sch,307,115,37.5%
104101252,Butler Area SD,SD,1184,Summit El Sch,238,85,35.7%
104101307,Butler County AVTS,CTC,6999,Butler County AVTS,932,355,38.1%
119354207,CTC of Lackawanna County,CTC,7290,CTC of Lackawanna County,659,323,49.0%
101631503,California Area SD,SD,7221,California Area El Sch,319,160,50.2%
101631503,California Area SD,SD,8051,California Area Intermediate MS,129,61,47.3%
101631503,California Area SD,SD,6939,California Area MS,140,68,48.6%
101631503,California Area SD,SD,4203,California Area SHS,264,122,46.2%
108111203,Cambria Heights SD,SD,7347,Cambria Heights El Sch,548,246,44.9%
108111203,Cambria Heights SD,SD,1199,Cambria Heights MS,331,150,45.3%
108111203,Cambria Heights SD,SD,5212,Cambria Heights SHS,434,143,32.9%
109122703,Cameron County SD,SD,1299,Cameron County JSHS,232,125,53.9%
109122703,Cameron County SD,SD,1298,Woodland El Sch,302,133,44.0%
115211003,Camp Hill SD,SD,7509,Camp Hill MS,343,56,16.3%
115211003,Camp Hill SD,SD,1682,Camp Hill SHS,417,67,16.1%
115211003,Camp Hill SD,SD,1678,Eisenhower El Sch,293,43,14.7%
115211003,Camp Hill SD,SD,1680,Hoover El Sch,280,26,9.3%
101631703,Canon-McMillan SD,SD,4211,Borland Manor El Sch,311,34,10.9%
101631703,Canon-McMillan SD,SD,4217,Canon-McMillan SHS,"1,662",390,23.5%
101631703,Canon-McMillan SD,SD,7217,Canonsburg MS,823,211,25.6%
101631703,Canon-McMillan SD,SD,7216,Cecil Intrmd Sch,414,102,24.6%
101631703,Canon-McMillan SD,SD,4938,Hills-Hendersonville El Sch,254,36,14.2%
101631703,Canon-McMillan SD,SD,8397,Muse El Sch,738,186,25.2%
101631703,Canon-McMillan SD,SD,7764,North Strabane Intrmd Sch,438,126,28.8%
101631703,Canon-McMillan SD,SD,4937,South Central El,442,164,37.1%
101631703,Canon-McMillan SD,SD,4214,Wylandville El Sch,259,42,16.2%
117081003,Canton Area SD,SD,5303,Canton Area El Sch,451,239,53.0%
117081003,Canton Area SD,SD,0988,Canton JSHS,434,204,47.0%
115000000,Capital Area IU 15,IU,0000,Capital Area IU 15,341,133,39.0%
115227010,Capital Area School for the Arts Charter,CS,8278,Capital Area School for the Arts Charter,186,29,15.6%
121131507,Carbon Career & Technical Institute,CTC,4870,Carbon Career & Technical Institute,393,156,39.7%
121000000,Carbon-Lehigh IU 21,IU,0000,Carbon-Lehigh IU 21,546,267,48.9%
119351303,Carbondale Area SD,SD,2420,Carbondale Area JSHS,683,407,59.6%
