Percent of Enrollments from Low-Income Families,,,,,,,
School Level,,,,,,,
Year: 2014 - 2015,,,,,,,
 ,,,,,,,
AUN,LEA,LEA Type,School Number,School,Total Enrollment,Low Income Enrollment,Percent of Enrollment from Low Income Families
124150002,21st Century Cyber CS,CS,7691,21st Century Cyber CS,845,124,14.7%
103020407,A W Beattie Career Center,CTC,5273,A W Beattie Career Center,661,252,38.1%
119350303,Abington Heights SD,SD,5091,Abington Heights HS,"1,034",127,12.3%
119350303,Abington Heights SD,SD,6839,Abington Heights MS,"1,039",156,15.0%
119350303,Abington Heights SD,SD,7570,Clarks Summit El Sch,373,60,16.1%
119350303,Abington Heights SD,SD,2407,Newton-Ransom Sch,277,76,27.4%
119350303,Abington Heights SD,SD,6398,South Abington Sch,284,39,13.7%
119350303,Abington Heights SD,SD,2402,Waverly Sch,279,30,10.8%
123460302,Abington SD,SD,3242,Abington JHS,"1,731",376,21.7%
123460302,Abington SD,SD,3241,Abington SHS,"1,743",310,17.8%
123460302,Abington SD,SD,7707,Copper Beech Sch,"1,081",229,21.2%
123460302,Abington SD,SD,3229,Highland Sch,507,105,20.7%
123460302,Abington SD,SD,5075,McKinley Sch,638,116,18.2%
123460302,Abington SD,SD,3232,Overlook Sch,548,158,28.8%
123460302,Abington SD,SD,3234,Roslyn Sch,464,98,21.1%
123460302,Abington SD,SD,3226,Rydal East Sch,581,55,9.5%
123460302,Abington SD,SD,4910,Willow Hill Sch,381,151,39.6%
102020003,Academy CS,CS,7846,Academy CS,167,77,46.1%
125230001,Achievement House CS,CS,7824,Achievement House CS,885,613,69.3%
126514368,ACT Academy Cyber CS,CS,8217,ACT Academy Cyber CS,110,110,100.0%
126510015,Ad Prima CS,CS,7825,Ad Prima CS,586,586,100.0%
108110307,Admiral Peary AVTS,CTC,6661,Admiral Peary AVTS,458,273,59.6%
126510020,Agora Cyber CS,CS,7858,Agora Cyber CS,"9,290","6,718",72.3%
101260303,Albert Gallatin Area SD,SD,2115,A L Wilson El Sch,226,124,54.9%
101260303,Albert Gallatin Area SD,SD,6001,Albert Gallatin Area SHS,"1,097",617,56.2%
101260303,Albert Gallatin Area SD,SD,7607,Albert Gallatin North MS,417,253,60.7%
101260303,Albert Gallatin Area SD,SD,7608,Albert Gallatin South MS,406,274,67.5%
101260303,Albert Gallatin Area SD,SD,2116,D Ferd Swaney El Sch,243,139,57.2%
101260303,Albert Gallatin Area SD,SD,4922,Friendship Hill El Sch,208,132,63.5%
101260303,Albert Gallatin Area SD,SD,2129,George J Plava El Sch,304,200,65.8%
101260303,Albert Gallatin Area SD,SD,6002,Masontown El Sch,234,193,82.5%
101260303,Albert Gallatin Area SD,SD,4921,Smithfield El Sch,300,179,59.7%
127040503,Aliquippa SD,SD,8085,Aliquippa El Sch,694,685,98.7%
127040503,Aliquippa SD,SD,8086,Aliquippa JSHS,462,438,94.8%
103000000,Allegheny IU 3,IU,0000,Allegheny IU 3,523,240,45.9%
103020603,Allegheny Valley SD,SD,5296,Acmetonia Primary Sch,279,138,49.5%
