Percent Of Enrollments from Low-Income Families,,,,,,,,,
,,,,,,,,,
School Level,,,,,,,,,
Year: 2023-2024,,,,,,,,,
SUBMITTING AUN,LEA NAME,LEA TYPE,SCHOOL NUMBER,SCHOOL NAME,TOTAL ENROLLMENT,LOW INCOME ENROLLMENT,PERCENT OF ENROLLMENT FROM LOW INCOME FAMILIES,,
124150002,21st Century Cyber CS,Cyber CS,7691,21st Century Cyber CS,1103,57,5.16%,,
103020407,A W Beattie Career Center,OCCCTC,5273,A W Beattie Career Center,967,410,42.39%,,
119350303,Abington Heights SD,SD,5091,Abington Heights HS,1117,191,17.09%,,
119350303,Abington Heights SD,SD,6839,Abington Heights MS,1079,164,15.19%,,
119350303,Abington Heights SD,SD,7570,Clarks Summit El Sch,431,28,6.49%,,
119350303,Abington Heights SD,SD,2407,Newton-Ransom Sch,201,20,9.95%,,
119350303,Abington Heights SD,SD,6398,South Abington Sch,309,23,7.44%,,
119350303,Abington Heights SD,SD,2402,Waverly Sch,311,15,4.82%,,
123460302,Abington SD,SD,3242,Abington MS,2044,690,33.75%,,
123460302,Abington SD,SD,3241,Abington SHS,2793,944,33.79%,,
123460302,Abington SD,SD,7707,Copper Beech Sch,878,257,29.27%,,
123460302,Abington SD,SD,3229,Highland Sch,470,157,33.40%,,
123460302,Abington SD,SD,5075,McKinley Sch,616,208,33.76%,,
123460302,Abington SD,SD,3232,Overlook Sch,443,182,41.08%,,
123460302,Abington SD,SD,3234,Roslyn Sch,429,169,39.39%,,
123460302,Abington SD,SD,3226,Rydal El Sch,562,152,27.04%,,
123460302,Abington SD,SD,4910,Willow Hill Sch,371,166,44.74%,,
125230001,Achievement House CS,Cyber CS,7824,Achievement House CS,1083,689,63.61%,,
126510015,Ad Prima CS,CS,7825,Ad Prima CS,578,539,93.25%,,
112015106,Adams County Technical Institute,OCCCTC,8471,Adams County Technical Institute,261,95,36.39%,,
108110307,Admiral Peary AVTS,OCCCTC,6661,Admiral Peary AVTS,721,317,43.96%,,
126510020,Agora Cyber CS,Cyber CS,7858,Agora Cyber CS,4432,1764,39.80%,,
101260303,Albert Gallatin Area SD,SD,8364,A L Wilson El Sch,357,193,54.06%,,
101260303,Albert Gallatin Area SD,SD,6001,Albert Gallatin Area SHS,965,528,54.71%,,
101260303,Albert Gallatin Area SD,SD,7607,Albert Gallatin North MS,371,205,55.25%,,
101260303,Albert Gallatin Area SD,SD,7608,Albert Gallatin South MS,327,188,57.49%,,
101260303,Albert Gallatin Area SD,SD,4922,Friendship Hill El Sch,158,111,70.25%,,
101260303,Albert Gallatin Area SD,SD,2129,George J Plava El Sch,310,197,63.54%,,
101260303,Albert Gallatin Area SD,SD,6002,Masontown El Sch,263,190,72.24%,,
101260303,Albert Gallatin Area SD,SD,4921,Smithfield El Sch,229,125,54.58%,,
127040503,Aliquippa SD,SD,8085,Aliquippa El Sch,462,374,80.95%,,
127040503,Aliquippa SD,SD,8086,Aliquippa JSHS,430,316,73.48%,,
103000000,Allegheny IU 3,IU,0000,Allegheny IU 3,524,426,81.29%,,
103020603,Allegheny Valley SD,SD,5296,Acmetonia El Sch,467,220,47.10%,,
103020603,Allegheny Valley SD,SD,0029,Springdale JSHS,419,181,43.19%,,
106160303,Allegheny-Clarion Valley SD,SD,7467,Allegheny-Clarion Valley Elem,315,159,50.47%,,
106160303,Allegheny-Clarion Valley SD,SD,4664,Allegheny-Clarion Valley HS,280,146,52.14%,,
121390302,Allentown City SD,SD,8484,Brigadier General Anna Mae Hays El Sch,806,743,92.18%,,
121390302,Allentown City SD,SD,8412,Building 21 Allentown,411,406,98.78%,,
121390302,Allentown City SD,SD,2790,Central El Sch,697,669,95.98%,,
121390302,Allentown City SD,SD,2792,Francis D Raub MS,878,825,93.96%,,
121390302,Allentown City SD,SD,2791,Harrison-Morton MS,667,628,94.15%,,
121390302,Allentown City SD,SD,2768,Hiram W Dodd El Sch,684,638,93.27%,,
121390302,Allentown City SD,SD,8413,Jackson Early Childhood Center,262,240,91.60%,,
121390302,Allentown City SD,SD,2774,Jefferson El Sch,543,497,91.52%,,
121390302,Allentown City SD,SD,2775,Lehigh Parkway El Sch,268,203,75.74%,,
121390302,Allentown City SD,SD,2795,Louis E Dieruff HS,1885,1779,94.37%,,
121390302,Allentown City SD,SD,8140,Luis A. Ramos El Sch,699,614,87.83%,,
121390302,Allentown City SD,SD,2779,Mosser El Sch,568,522,91.90%,,
121390302,Allentown City SD,SD,2780,Muhlenberg El Sch,591,540,91.37%,,
121390302,Allentown City SD,SD,2781,Ritter El Sch,426,393,92.25%,,
121390302,Allentown City SD,SD,2782,Roosevelt El Sch,621,539,86.79%,,
121390302,Allentown City SD,SD,6448,Sheridan El Sch,574,551,95.99%,,
121390302,Allentown City SD,SD,2793,South Mountain MS,966,877,90.78%,,
121390302,Allentown City SD,SD,4929,Trexler MS,814,770,94.59%,,
121390302,Allentown City SD,SD,2785,Union Terrace El Sch,764,714,93.45%,,
121390302,Allentown City SD,SD,2786,Washington El Sch,360,331,91.94%,,
121390302,Allentown City SD,SD,2794,William Allen HS,3047,2542,83.42%,,
126512990,Alliance for Progress CS,CS,7543,Alliance for Progress CS,635,546,85.98%,,
108070502,Altoona Area SD,SD,0913,Altoona Area HS,2246,1456,64.82%,,
108070502,Altoona Area SD,SD,7986,Altoona Area Jr HS,1614,1160,71.87%,,
108070502,Altoona Area SD,SD,0891,Baker El Sch,270,122,45.18%,,
108070502,Altoona Area SD,SD,0908,Irving El Sch,271,110,40.59%,,
108070502,Altoona Area SD,SD,0895,Juniata El Sch,452,342,75.66%,,
108070502,Altoona Area SD,SD,0930,Juniata Gap El Sch,523,303,57.93%,,
108070502,Altoona Area SD,SD,0933,Logan El Sch,438,282,64.38%,,
108070502,Altoona Area SD,SD,7199,Mowrie A Ebner El Sch,386,254,65.80%,,
108070502,Altoona Area SD,SD,8280,Penn-Lincoln El Sch,353,281,79.60%,,
108070502,Altoona Area SD,SD,0902,Pleasant Valley El Sch,466,296,63.51%,,
127040703,Ambridge Area SD,SD,6555,Ambridge Area HS,693,399,57.57%,,
127040703,Ambridge Area SD,SD,0633,Ambridge Area MS,475,257,54.10%,,
127040703,Ambridge Area SD,SD,0629,Economy El Sch,458,180,39.30%,,
127040703,Ambridge Area SD,SD,0661,Highland El Sch,305,221,72.45%,,
127040703,Ambridge Area SD,SD,0632,State Street El Sch,248,176,70.96%,,
113380303,Annville-Cleona SD,SD,2725,Annville Cleona HS,477,193,40.46%,,
113380303,Annville-Cleona SD,SD,2724,Annville El Sch,472,216,45.76%,,
113380303,Annville-Cleona SD,SD,8178,Annville-Cleona MS,216,100,46.29%,,
113380303,Annville-Cleona SD,SD,2723,Cleona El Sch,309,152,49.19%,,
114060503,Antietam SD,SD,0820,Antietam MS/HS,552,312,56.52%,,
114060503,Antietam SD,SD,5205,Mt Penn El Sch,259,155,59.84%,,
114060503,Antietam SD,SD,8482,Mt Penn Primary Ctr,363,257,70.79%,,
104510394,Antonia Pantoja Community CS,CS,8031,Antonia Pantoja Community CS,710,534,75.21%,,
128030603,Apollo-Ridge SD,SD,7787,Apollo-Ridge Elem Sch,533,341,63.97%,,
128030603,Apollo-Ridge SD,SD,2320,Apollo-Ridge HS,321,162,50.46%,,
128030603,Apollo-Ridge SD,SD,6570,Apollo-Ridge MS,262,177,67.55%,,
108000000,Appalachia IU 8,IU,0000,Appalachia IU 8,149,25,16.77%,,
128000000,ARIN IU 28,IU,0000,ARIN IU 28,42,24,57.14%,,
