Percent of Enrollments from Low-Income Families,,,,,,,
School Level,,,,,,,
Year: 2019 - 2020,,,,,,,
 ,,,,,,,
AUN,LEA,LEA Type,School Number,School,Total Enrollment,Low Income Enrollment,Percent of Enrollment from Low Income Families
124150002,21st Century Cyber CS,CS,7691,21st Century Cyber CS,"1,270",258,20.3%
103020407,A W Beattie Career Center,CTC,5273,A W Beattie Career Center,792,308,38.9%
119350303,Abington Heights SD,SD,5091,Abington Heights HS,"1,075",196,18.2%
119350303,Abington Heights SD,SD,6839,Abington Heights MS,"1,096",218,19.9%
119350303,Abington Heights SD,SD,7570,Clarks Summit El Sch,381,66,17.3%
119350303,Abington Heights SD,SD,2407,Newton-Ransom Sch,243,66,27.2%
119350303,Abington Heights SD,SD,6398,South Abington Sch,295,41,13.9%
119350303,Abington Heights SD,SD,2402,Waverly Sch,324,42,13.0%
123460302,Abington SD,SD,3242,Abington JHS,"1,998",497,24.9%
123460302,Abington SD,SD,3241,Abington SHS,"1,886",367,19.5%
123460302,Abington SD,SD,7707,Copper Beech Sch,"1,190",279,23.4%
123460302,Abington SD,SD,3229,Highland Sch,504,130,25.8%
123460302,Abington SD,SD,5075,McKinley Sch,747,151,20.2%
123460302,Abington SD,SD,3232,Overlook Sch,574,165,28.7%
123460302,Abington SD,SD,3234,Roslyn Sch,519,130,25.0%
123460302,Abington SD,SD,3226,Rydal East Sch,657,93,14.2%
123460302,Abington SD,SD,4910,Willow Hill Sch,448,171,38.2%
125230001,Achievement House CS,CS,7824,Achievement House CS,588,361,61.4%
126510015,Ad Prima CS,CS,7825,Ad Prima CS,662,556,84.0%
108110307,Admiral Peary AVTS,CTC,6661,Admiral Peary AVTS,541,295,54.5%
126510020,Agora Cyber CS,CS,7858,Agora Cyber CS,"5,135","2,083",40.6%
101260303,Albert Gallatin Area SD,SD,8364,A L Wilson El Sch,393,205,52.2%
101260303,Albert Gallatin Area SD,SD,6001,Albert Gallatin Area SHS,"1,041",461,44.3%
101260303,Albert Gallatin Area SD,SD,7607,Albert Gallatin North MS,373,182,48.8%
101260303,Albert Gallatin Area SD,SD,7608,Albert Gallatin South MS,370,171,46.2%
101260303,Albert Gallatin Area SD,SD,4922,Friendship Hill El Sch,215,117,54.4%
101260303,Albert Gallatin Area SD,SD,2129,George J Plava El Sch,348,192,55.2%
101260303,Albert Gallatin Area SD,SD,6002,Masontown El Sch,229,145,63.3%
101260303,Albert Gallatin Area SD,SD,4921,Smithfield El Sch,319,136,42.6%
127040503,Aliquippa SD,SD,8085,Aliquippa El Sch,555,481,86.7%
127040503,Aliquippa SD,SD,8086,Aliquippa JSHS,405,394,97.3%
103000000,Allegheny IU 3,IU,0000,Allegheny IU 3,538,433,80.5%
103020603,Allegheny Valley SD,SD,5296,Acmetonia El Sch,524,276,52.7%
103020603,Allegheny Valley SD,SD,0029,Springdale JSHS,397,189,47.6%
106160303,Allegheny-Clarion Valley SD,SD,7467,Allegheny-Clarion Valley Elem,343,128,37.3%
106160303,Allegheny-Clarion Valley SD,SD,4664,Allegheny-Clarion Valley HS,274,111,40.5%
121390302,Allentown City SD,SD,8412,Building 21 Allentown,460,265,57.6%
121390302,Allentown City SD,SD,2790,Central El Sch,760,380,50.0%
121390302,Allentown City SD,SD,7102,Cleveland El Sch,249,190,76.3%
121390302,Allentown City SD,SD,2792,Francis D Raub MS,952,717,75.3%
121390302,Allentown City SD,SD,2791,Harrison-Morton MS,831,615,74.0%
121390302,Allentown City SD,SD,2768,Hiram W Dodd El Sch,702,295,42.0%
121390302,Allentown City SD,SD,8413,Jackson Early Childhood Center,254,100,39.4%
121390302,Allentown City SD,SD,2774,Jefferson El Sch,590,348,59.0%
121390302,Allentown City SD,SD,2775,Lehigh Parkway El Sch,309,171,55.3%
121390302,Allentown City SD,SD,2795,Louis E Dieruff HS,"1,914","1,340",70.0%
121390302,Allentown City SD,SD,8140,Luis A. Ramos El Sch,704,518,73.6%
121390302,Allentown City SD,SD,2777,McKinley El Sch,256,191,74.6%
121390302,Allentown City SD,SD,2779,Mosser El Sch,539,382,70.9%
121390302,Allentown City SD,SD,2780,Muhlenberg El Sch,497,287,57.7%
121390302,Allentown City SD,SD,2781,Ritter El Sch,561,323,57.6%
121390302,Allentown City SD,SD,2782,Roosevelt El Sch,660,495,75.0%
121390302,Allentown City SD,SD,6448,Sheridan El Sch,597,527,88.3%
121390302,Allentown City SD,SD,2793,South Mountain MS,"1,185",890,75.1%
121390302,Allentown City SD,SD,4929,Trexler MS,850,646,76.0%
121390302,Allentown City SD,SD,2785,Union Terrace El Sch,704,405,57.5%
121390302,Allentown City SD,SD,2786,Washington El Sch,445,326,73.3%
121390302,Allentown City SD,SD,2794,William Allen HS,"2,584","1,795",69.5%
126512990,Alliance for Progress CS,CS,7543,Alliance for Progress CS,517,413,79.9%
108070502,Altoona Area SD,SD,0913,Altoona Area HS,"1,663",933,56.1%
108070502,Altoona Area SD,SD,7986,Altoona Area Jr HS,"1,697","1,039",61.2%
108070502,Altoona Area SD,SD,0891,Baker El Sch,341,183,53.7%
108070502,Altoona Area SD,SD,0908,Irving El Sch,353,136,38.5%
108070502,Altoona Area SD,SD,0895,Juniata El Sch,589,475,80.6%
108070502,Altoona Area SD,SD,0930,Juniata Gap El Sch,707,434,61.4%
108070502,Altoona Area SD,SD,7425,Kimmel Alternative School,24,20,83.3%
108070502,Altoona Area SD,SD,0933,Logan El Sch,517,325,62.9%
108070502,Altoona Area SD,SD,7199,Mowrie A Ebner El Sch,598,434,72.6%
108070502,Altoona Area SD,SD,8280,Penn-Lincoln El Sch,379,350,92.3%
108070502,Altoona Area SD,SD,0902,Pleasant Valley El Sch,617,462,74.9%
127040703,Ambridge Area SD,SD,6555,Ambridge Area HS,749,372,49.7%
127040703,Ambridge Area SD,SD,0633,Ambridge Area MS,550,296,53.8%
127040703,Ambridge Area SD,SD,0629,Economy El Sch,435,134,30.8%
127040703,Ambridge Area SD,SD,0661,Highland El Sch,375,284,75.7%
127040703,Ambridge Area SD,SD,0632,State Street El Sch,250,143,57.2%
113380303,Annville-Cleona SD,SD,2725,Annville Cleona HS,479,132,27.6%
113380303,Annville-Cleona SD,SD,2724,Annville El Sch,414,142,34.3%
113380303,Annville-Cleona SD,SD,8178,Annville-Cleona MS,222,67,30.2%
113380303,Annville-Cleona SD,SD,2723,Cleona El Sch,318,105,33.0%
114060503,Antietam SD,SD,0820,Antietam MS/HS,487,262,53.8%
114060503,Antietam SD,SD,5205,Mt Penn El Sch,437,265,60.6%
114060503,Antietam SD,SD,7838,Mt Penn Primary Ctr,153,80,52.3%
104510394,Antonia Pantoja Community Charter School,CS,8031,Antonia Pantoja Community Charter School,719,598,83.2%
128030603,Apollo-Ridge SD,SD,7787,Apollo-Ridge Elem Sch,533,331,62.1%
128030603,Apollo-Ridge SD,SD,2320,Apollo-Ridge HS,317,145,45.7%
128030603,Apollo-Ridge SD,SD,6570,Apollo-Ridge MS,288,156,54.2%
108000000,Appalachia IU 8,IU,0000,Appalachia IU 8,204,85,41.7%
128000000,ARIN IU 28,IU,0000,ARIN IU 28,46,27,58.7%
128030852,Armstrong SD,SD,8342,Armstrong JSHS,"1,618",706,43.6%
128030852,Armstrong SD,SD,0569,Dayton El Sch,231,114,49.4%
128030852,Armstrong SD,SD,6574,Elderton El Sch,233,63,27.0%
128030852,Armstrong SD,SD,5002,Lenape El Sch,730,315,43.2%
128030852,Armstrong SD,SD,6577,Shannock Valley El Sch,347,139,40.1%
128030852,Armstrong SD,SD,7896,West Hills Intermediate Sch,521,224,43.0%
128030852,Armstrong SD,SD,7895,West Hills Primary Sch,643,297,46.2%
128030852,Armstrong SD,SD,7640,West Shamokin JSHS,609,240,39.4%
121395927,Arts Academy CS,CS,8214,Arts Academy CS,361,186,51.5%
121399898,Arts Academy Elementary Charter School,CS,8336,Arts Academy Elementary Charter School,425,302,71.1%
181519176,ASPIRA Bilingual Cyber Charter School,CS,8148,ASPIRA Bilingual Cyber Charter School,345,196,56.8%
117080503,Athens Area SD,SD,0958,Athens Area HS,647,236,36.5%
117080503,Athens Area SD,SD,4918,Audrielle Lynch-Ellen Bustin El Sch,557,235,42.2%
117080503,Athens Area SD,SD,8220,Harlan Rowe MS,534,248,46.4%
117080503,Athens Area SD,SD,8219,SRU El Sch,348,135,38.8%
109530304,Austin Area SD,SD,6221,Austin Area El Sch,105,48,45.7%
109530304,Austin Area SD,SD,6222,Austin Area JSHS,91,49,53.8%
101630504,Avella Area SD,SD,4165,Avella Area JSHS,249,72,28.9%
101630504,Avella Area SD,SD,7098,Avella El Center,246,118,48.0%
124150003,Avon Grove CS,CS,7721,Avon Grove CS,"1,846",517,28.0%
124150503,Avon Grove SD,SD,1367,Avon Grove HS,"1,713",447,26.1%
124150503,Avon Grove SD,SD,1365,Avon Grove Intrmd Sch,"1,484",433,29.2%
124150503,Avon Grove SD,SD,5216,Fred S Engle MS,857,258,30.1%
124150503,Avon Grove SD,SD,7323,Penn London El Sch,997,297,29.8%
103020753,Avonworth SD,SD,0034,Avonworth El Sch,582,83,14.3%
103020753,Avonworth SD,SD,5199,Avonworth HS,493,77,15.6%
103020753,Avonworth SD,SD,7669,Avonworth MS,298,50,16.8%
103020753,Avonworth SD,SD,8320,Avonworth Primary Center,484,50,10.3%
127046517,Baden Academy CS,CS,8211,Baden Academy CS,597,272,45.6%
110141003,Bald Eagle Area SD,SD,1335,Bald Eagle Area JSHS,870,348,40.0%
110141003,Bald Eagle Area SD,SD,1333,Howard El Sch,90,38,42.2%
110141003,Bald Eagle Area SD,SD,1334,Mountaintop Area El Sch,121,31,25.6%
110141003,Bald Eagle Area SD,SD,1331,Port Matilda El Sch,92,32,34.8%
110141003,Bald Eagle Area SD,SD,1330,Wingate El Sch,353,158,44.8%
103021102,Baldwin-Whitehall SD,SD,0050,Baldwin SHS,"1,504",577,38.4%
103021102,Baldwin-Whitehall SD,SD,6787,Harrison MS,935,380,40.6%
103021102,Baldwin-Whitehall SD,SD,0037,McAnnulty El Sch,488,185,37.9%
103021102,Baldwin-Whitehall SD,SD,5194,Paynter El Sch,813,398,49.0%
103021102,Baldwin-Whitehall SD,SD,0048,Whitehall El Sch,799,314,39.3%
120480803,Bangor Area SD,SD,3434,Bangor Area HS,981,358,36.5%
120480803,Bangor Area SD,SD,5257,Bangor Area MS,475,207,43.6%
120480803,Bangor Area SD,SD,8450,DeFranco El Sch,460,203,44.1%
120480803,Bangor Area SD,SD,8449,Five Points El Sch,619,298,48.1%
120480803,Bangor Area SD,SD,3430,Washington El Sch,434,200,46.1%
118400001,Bear Creek Community CS,CS,7827,Bear Creek Community CS,465,187,40.2%
127041203,Beaver Area SD,SD,7386,Beaver Area MS,302,57,18.9%
127041203,Beaver Area SD,SD,0640,Beaver Area SHS,694,136,19.6%
127041203,Beaver Area SD,SD,8065,College Square El Sch,453,77,17.0%
127041203,Beaver Area SD,SD,7823,Dutch Ridge El Sch,590,125,21.2%
127041307,Beaver County CTC,CTC,6985,Beaver County CTC,663,230,34.7%
127000000,Beaver Valley IU 27,IU,0000,Beaver Valley IU 27,179,155,86.6%
108051003,Bedford Area SD,SD,7545,Bedford El Sch,760,362,47.6%
108051003,Bedford Area SD,SD,7021,Bedford MS,417,194,46.5%
108051003,Bedford Area SD,SD,0726,Bedford SHS,599,280,46.7%
108051307,Bedford County Technical Center,CTC,7096,Bedford County Technical Center,381,195,51.2%
107650603,Belle Vernon Area SD,SD,4930,Belle Vernon Area HS,767,300,39.1%
107650603,Belle Vernon Area SD,SD,8269,Belle Vernon Area MS,386,149,38.6%
107650603,Belle Vernon Area SD,SD,4328,Marion El Sch,627,362,57.7%
107650603,Belle Vernon Area SD,SD,4325,Rostraver El Sch,621,220,35.4%
