AUN,LEA Name,County,"
Market
Value","
Personal
Income","
WADM","MV per
WADM",market_value_aid_ratio,"PI per
WADM",personal_income_aid_ratio,"mvpi",,,
115224003,Lower Dauphin SD,Dauphin,"$2,040,953,531","$810,545,330","4,444.071","$459,253",0.4490,"$182,388",0.4584,0.4527,,,
115226003,Middletown Area SD,Dauphin,"$1,146,107,746","$380,285,979","2,854.886","$401,454",0.5184,"$133,205",0.6045,0.5528,,,
115226103,Millersburg Area SD,Dauphin,"$318,395,104","$145,435,263",955.916,"$333,078",0.6004,"$152,142",0.5482,0.5794,,,
115228003,Steelton-Highspire SD,Dauphin,"$259,841,739","$123,768,673","1,645.338","$157,926",0.8106,"$75,223",0.7767,0.7969,,,
115228303,Susquehanna Township SD,Dauphin,"$1,931,167,356","$699,179,391","3,392.891","$569,180",0.3171,"$206,071",0.3881,0.3454,,,
115229003,Upper Dauphin Area SD,Dauphin,"$469,296,857","$169,925,463","1,464.429","$320,464",0.6155,"$116,035",0.6555,0.6315,,,
125231232,Chester-Upland SD,Delaware,"$984,686,809","$352,539,575","8,212.797","$119,896",0.8562,"$42,925",0.8726,0.8627,,,
125231303,Chichester SD,Delaware,"$1,458,501,854","$465,012,324","4,089.067","$356,683",0.5721,"$113,720",0.6623,0.6081,,,
125234103,Garnet Valley SD,Delaware,"$3,394,342,382","$1,103,974,447","5,536.822","$613,048",0.2645,"$199,387",0.4079,0.3218,,,
125234502,Haverford Township SD,Delaware,"$4,536,450,495","$2,100,017,853","6,678.499","$679,261",0.1851,"$314,444",0.1000,0.1510,,,
125235103,Interboro SD,Delaware,"$1,541,511,200","$474,270,804","4,133.181","$372,960",0.5526,"$114,747",0.6593,0.5952,,,
125235502,Marple Newtown SD,Delaware,"$4,685,451,024","$1,897,479,451","3,881.641","$1,207,079",0.1000,"$488,834",0.1000,0.1500,,,
125236903,Penn-Delco SD,Delaware,"$1,886,941,762","$672,126,586","3,971.113","$475,166",0.4299,"$169,253",0.4974,0.4568,,,
125237603,Radnor Township SD,Delaware,"$5,048,282,299","$2,363,513,615","4,337.557","$1,163,853",0.1000,"$544,895",0.1000,0.1500,,,
125237702,Ridley SD,Delaware,"$2,369,689,635","$925,218,812","6,417.908","$369,230",0.5570,"$144,162",0.5719,0.5629,,,
125237903,Rose Tree Media SD,Delaware,"$4,050,214,221","$1,763,062,607","4,379.840","$924,740",0.1000,"$402,540",0.1000,0.1500,,,
125238402,Southeast Delco SD,Delaware,"$1,218,897,517","$447,724,566","5,207.339","$234,073",0.7192,"$85,979",0.7447,0.7293,,,
125238502,Springfield SD,Delaware,"$2,545,787,227","$898,027,945","4,517.430","$563,547",0.3239,"$198,791",0.4097,0.3581,,,
125239452,Upper Darby SD,Delaware,"$3,752,156,776","$1,705,009,761","14,348.107","$261,508",0.6863,"$118,831",0.6471,0.6705,,,
125239603,Wallingford-Swarthmore SD,Delaware,"$2,016,433,959","$1,038,767,970","4,053.834","$497,414",0.4032,"$256,243",0.2391,0.3375,,,
125239652,William Penn SD,Delaware,"$1,365,189,064","$707,136,121","6,480.530","$210,660",0.7473,"$109,117",0.6760,0.7187,,,
109243503,Johnsonburg Area SD,Elk,"$145,465,190","$87,799,672",708.998,"$205,170",0.7539,"$123,836",0.6323,0.7052,,,
109246003,Ridgway Area SD,Elk,"$227,329,763","$146,005,741","1,044.928","$217,555",0.7390,"$139,728",0.5851,0.6774,,,
109248003,Saint Marys Area SD,Elk,"$875,127,054","$468,165,628","2,511.776","$348,409",0.5820,"$186,388",0.4465,0.5278,,,
105251453,Corry Area SD,Erie,"$496,981,415","$227,300,941","2,522.430","$197,024",0.7637,"$90,111",0.7324,0.7511,,,
105252602,Erie City SD,Erie,"$2,572,718,657","$1,451,251,657","15,780.040","$163,036",0.8044,"$91,967",0.7269,0.7733,,,
105253303,Fairview SD,Erie,"$782,645,542","$386,494,186","1,858.078","$421,212",0.4947,"$208,007",0.3823,0.4497,,,
105253553,Fort LeBoeuf SD,Erie,"$1,264,584,355","$301,801,966","2,541.558","$497,562",0.4031,"$118,746",0.6474,0.5007,,,
105253903,General McLane SD,Erie,"$878,389,216","$348,469,101","2,579.381","$340,542",0.5915,"$135,097",0.5988,0.5944,,,
105254053,Girard SD,Erie,"$453,508,256","$202,953,111","2,097.922","$216,170",0.7407,"$96,740",0.7128,0.7295,,,
105254353,Harbor Creek SD,Erie,"$831,579,270","$349,433,583","2,526.962","$329,082",0.6052,"$138,282",0.5894,0.5988,,,
105256553,Iroquois SD,Erie,"$219,564,139","$107,089,199","1,432.022","$153,324",0.8161,"$74,781",0.7780,0.8008,,,
105257602,Millcreek Township SD,Erie,"$3,466,671,909","$1,623,612,092","8,318.547","$416,740",0.5000,"$195,179",0.4204,0.4681,,,
105258303,North East SD,Erie,"$525,783,829","$228,235,889","1,999.001","$263,023",0.6845,"$114,174",0.6610,0.6751,,,
105258503,Northwestern  SD,Erie,"$398,952,277","$160,169,082","1,719.907","$231,961",0.7217,"$93,126",0.7235,0.7224,,,
105259103,Union City Area SD,Erie,"$242,112,697","$100,384,713","1,338.563","$180,875",0.7830,"$74,994",0.7773,0.7807,,,
105259703,Wattsburg Area SD,Erie,"$534,597,350","$219,504,899","1,667.266","$320,643",0.6153,"$131,655",0.6091,0.6127,,,
101260303,Albert Gallatin Area SD,Fayette,"$905,879,305","$391,642,714","4,145.691","$218,511",0.7379,"$94,469",0.7195,0.7305,,,
101260803,Brownsville Area SD,Fayette,"$359,016,443","$197,153,378","2,085.013","$172,189",0.7935,"$94,557",0.7192,0.7637,,,
101261302,Connellsville Area SD,Fayette,"$1,339,568,026","$578,458,841","5,797.102","$231,075",0.7228,"$99,784",0.7037,0.7150,,,
101262903,Frazier SD,Fayette,"$354,166,358","$159,395,114","1,421.052","$249,228",0.7010,"$112,166",0.6669,0.6873,,,
101264003,Laurel Highlands SD,Fayette,"$1,217,933,691","$448,814,298","3,768.997","$323,145",0.6123,"$119,080",0.6464,0.6258,,,
101268003,Uniontown Area SD,Fayette,"$1,169,712,022","$416,128,413","3,431.298","$340,894",0.5910,"$121,274",0.6399,0.6105,,,
106272003,Forest Area SD,Forest,"$414,217,448","$83,923,182",590.815,"$701,095",0.1589,"$142,046",0.5782,0.3265,,,
112281302,Chambersburg Area SD,Franklin,"$4,719,045,480","$1,475,863,700","10,996.257","$429,150",0.4851,"$134,215",0.6015,0.5316,,,
112282004,Fannett-Metal SD,Franklin,"$275,699,161","$81,797,210",602.803,"$457,361",0.4513,"$135,694",0.5971,0.5095,,,
112283003,Greencastle-Antrim SD,Franklin,"$1,405,950,701","$492,681,004","3,601.009","$390,432",0.5316,"$136,817",0.5937,0.5563,,,
112286003,Tuscarora SD,Franklin,"$1,203,228,510","$388,595,432","3,003.510","$400,607",0.5194,"$129,380",0.6158,0.5579,,,
112289003,Waynesboro Area SD,Franklin,"$1,776,458,311","$655,622,514","5,294.966","$335,499",0.5975,"$123,819",0.6323,0.6114,,,
111291304,Central Fulton SD,Fulton,"$417,713,089","$119,494,934","1,156.551","$361,171",0.5667,"$103,320",0.6932,0.6172,,,
111292304,Forbes Road SD,Fulton,"$156,348,111","$49,226,555",431.735,"$362,139",0.5655,"$114,020",0.6614,0.6038,,,
111297504,Southern Fulton SD,Fulton,"$327,061,849","$101,774,833",908.689,"$359,927",0.5682,"$112,001",0.6674,0.6078,,,
101301303,Carmichaels Area SD,Greene,"$222,006,611","$138,239,956","1,286.830","$172,522",0.7931,"$107,426",0.6810,0.7482,,,
101301403,Central Greene SD,Greene,"$831,246,475","$410,211,645","2,178.110","$381,636",0.5422,"$188,333",0.4407,0.5015,,,
101303503,Jefferson-Morgan SD,Greene,"$215,395,262","$129,357,305",963.274,"$223,607",0.7318,"$134,289",0.6012,0.6794,,,
101306503,Southeastern Greene SD,Greene,"$141,646,783","$99,615,090",721.934,"$196,204",0.7646,"$137,983",0.5903,0.6948,,,
101308503,West Greene SD,Greene,"$888,701,508","$156,970,272",857.491,"$1,036,397",0.1000,"$183,057",0.4564,0.2425,,,
111312503,Huntingdon Area SD,Huntingdon,"$900,429,659","$292,060,877","2,398.296","$375,445",0.5496,"$121,778",0.6384,0.5850,,,
111312804,Juniata Valley SD,Huntingdon,"$274,848,967","$98,866,004",898.656,"$305,844",0.6331,"$110,015",0.6733,0.6491,,,
111316003,Mount Union Area SD,Huntingdon,"$387,867,745","$139,549,871","1,805.336","$214,845",0.7423,"$77,298",0.7705,0.7535,,,
111317503,Southern Huntingdon County SD,Huntingdon,"$470,020,010","$132,277,947","1,442.814","$325,766",0.6092,"$91,680",0.7278,0.6566,,,
128321103,Blairsville-Saltsburg SD,Indiana,"$502,443,348","$267,887,783","1,956.775","$256,771",0.6920,"$136,902",0.5935,0.6526,,,
128323303,Homer-Center SD,Indiana,"$257,798,391","$119,641,220","1,000.793","$257,594",0.6910,"$119,546",0.6450,0.6726,,,
128323703,Indiana Area SD,Indiana,"$1,435,501,718","$588,727,620","3,264.352","$439,750",0.4724,"$180,350",0.4644,0.4691,,,
128325203,Marion Center Area SD,Indiana,"$458,052,524","$200,255,089","1,620.951","$282,582",0.6610,"$123,541",0.6332,0.6498,,,
128326303,Penns Manor Area SD,Indiana,"$198,361,535","$106,147,292","1,037.619","$191,169",0.7707,"$102,298",0.6962,0.7408,,,
128327303,Purchase Line SD,Indiana,"$216,122,837","$108,815,476","1,137.863","$189,937",0.7722,"$95,631",0.7160,0.7497,,,
128328003,United SD,Indiana,"$316,128,920","$140,575,936","1,327.367","$238,162",0.7143,"$105,905",0.6855,0.7027,,,
106330703,Brockway Area SD,Jefferson,"$289,337,686","$160,130,016","1,230.626","$235,114",0.7180,"$130,120",0.6136,0.6762,,,
106330803,Brookville Area SD,Jefferson,"$575,041,626","$226,197,408","1,907.456","$301,470",0.6383,"$118,585",0.6479,0.6420,,,
106338003,Punxsutawney Area SD,Jefferson,"$777,712,751","$379,424,612","2,726.904","$285,199",0.6579,"$139,141",0.5868,0.6294,,,
111343603,Juniata County SD,Juniata,"$1,361,295,781","$435,592,750","3,544.020","$384,110",0.5392,"$122,909",0.6350,0.5775,,,
119350303,Abington Heights SD,Lackawanna,"$1,768,026,522","$933,175,264","3,856.687","$458,431",0.4500,"$241,962",0.2815,0.3826,,,
119351303,Carbondale Area SD,Lackawanna,"$318,784,150","$165,003,987","2,028.944","$157,118",0.8115,"$81,325",0.7585,0.7903,,,
119352203,Dunmore SD,Lackawanna,"$674,393,240","$359,529,474","1,844.023","$365,718",0.5613,"$194,970",0.4210,0.5051,,,
119354603,Lakeland SD,Lackawanna,"$628,404,474","$269,298,022","1,839.891","$341,544",0.5903,"$146,366",0.5654,0.5802,,,
119355503,Mid Valley SD,Lackawanna,"$852,908,963","$289,229,274","2,073.301","$411,377",0.5065,"$139,501",0.5858,0.5382,,,
119356503,North Pocono SD,Lackawanna,"$1,542,071,389","$507,941,196","3,576.917","$431,117",0.4828,"$142,005",0.5783,0.5209,,,
119356603,Old Forge SD,Lackawanna,"$383,328,894","$181,428,754","1,087.899","$352,357",0.5773,"$166,769",0.5048,0.5482,,,
119357003,Riverside SD,Lackawanna,"$770,135,433","$265,495,714","1,866.456","$412,619",0.5050,"$142,245",0.5776,0.5340,,,
119357402,Scranton SD,Lackawanna,"$2,282,430,414","$1,034,061,428","11,504.681","$198,391",0.7620,"$89,881",0.7331,0.7504,,,
119358403,Valley View SD,Lackawanna,"$954,634,716","$392,134,042","2,858.045","$334,016",0.5993,"$137,203",0.5926,0.5965,,,
113361303,Cocalico SD,Lancaster,"$1,631,114,948","$618,563,251","3,610.288","$451,796",0.4580,"$171,333",0.4912,0.4712,,,
113361503,Columbia Borough SD,Lancaster,"$355,730,524","$153,368,314","1,727.543","$205,917",0.7530,"$88,778",0.7364,0.7463,,,
113361703,Conestoga Valley SD,Lancaster,"$2,926,156,117","$900,948,625","5,283.855","$553,791",0.3356,"$170,509",0.4937,0.3987,,,
113362203,Donegal SD,Lancaster,"$1,304,363,514","$524,091,111","3,486.624","$374,105",0.5512,"$150,314",0.5536,0.5521,,,
113362303,Eastern Lancaster County SD,Lancaster,"$2,429,442,518","$778,080,126","3,679.390","$660,284",0.2078,"$211,469",0.3720,0.2734,,,
113362403,Elizabethtown Area SD,Lancaster,"$1,736,045,036","$795,975,716","4,512.548","$384,715",0.5385,"$176,391",0.4762,0.5135,,,
113362603,Ephrata Area SD,Lancaster,"$2,078,977,466","$835,780,100","4,765.725","$436,235",0.4766,"$175,373",0.4792,0.4775,,,
113363103,Hempfield  SD,Lancaster,"$4,040,845,123","$1,579,326,617","7,897.888","$511,636",0.3862,"$199,968",0.4062,0.3941,,,
113363603,Lampeter-Strasburg SD,Lancaster,"$1,788,175,634","$671,928,438","3,558.217","$502,548",0.3971,"$188,838",0.4392,0.4138,,,
113364002,Lancaster SD,Lancaster,"$3,062,533,609","$1,312,619,370","13,185.382","$232,267",0.7214,"$99,551",0.7044,0.7145,,,
113364403,Manheim Central SD,Lancaster,"$1,951,914,792","$719,397,010","3,526.058","$553,568",0.3359,"$204,023",0.3941,0.3591,,,
113364503,Manheim Township SD,Lancaster,"$3,452,684,572","$1,539,813,694","6,865.588","$502,897",0.3967,"$224,279",0.3340,0.3716,,,
113365203,Penn Manor SD,Lancaster,"$2,630,022,541","$1,015,306,469","6,049.650","$434,739",0.4784,"$167,828",0.5016,0.4876,,,
113365303,Pequea Valley SD,Lancaster,"$1,473,310,659","$445,733,033","2,019.399","$729,578",0.1247,"$220,725",0.3445,0.2126,,,
113367003,Solanco SD,Lancaster,"$2,193,913,648","$642,109,881","4,272.245","$513,527",0.3839,"$150,298",0.5537,0.4517,,,
113369003,Warwick SD,Lancaster,"$2,259,770,394","$914,227,300","4,950.236","$456,497",0.4523,"$184,683",0.4516,0.4519,,,
104372003,Ellwood City Area SD,Lawrence,"$521,404,983","$277,431,100","2,235.217","$233,268",0.7202,"$124,118",0.6314,0.6846,,,
104374003,Laurel SD,Lawrence,"$404,214,189","$171,837,490","1,496.402","$270,124",0.6759,"$114,833",0.6590,0.6691,,,
104375003,Mohawk Area SD,Lawrence,"$482,148,295","$218,731,520","1,868.089","$258,097",0.6904,"$117,088",0.6523,0.6751,,,
104375203,Neshannock Township SD,Lawrence,"$661,151,762","$298,785,346","1,486.062","$444,901",0.4662,"$201,058",0.4029,0.4408,,,
104375302,New Castle Area SD,Lawrence,"$553,260,952","$293,317,647","3,857.179","$143,436",0.8280,"$76,044",0.7742,0.8064,,,
104376203,Shenango Area SD,Lawrence,"$385,588,210","$171,490,207","1,402.687","$274,892",0.6702,"$122,258",0.6370,0.6569,,,
104377003,Union Area SD,Lawrence,"$233,740,518","$89,986,533",928.827,"$251,651",0.6981,"$96,881",0.7123,0.7037,,,
104378003,Wilmington Area SD,Lawrence,"$536,501,821","$226,886,773","1,489.779","$360,121",0.5680,"$152,295",0.5478,0.5599,,,
113380303,Annville-Cleona SD,Lebanon,"$756,463,244","$273,699,470","1,733.712","$436,325",0.4765,"$157,869",0.5312,0.4983,,,
113381303,Cornwall-Lebanon SD,Lebanon,"$2,543,884,830","$882,007,903","5,491.671","$463,226",0.4443,"$160,608",0.5231,0.4757,,,
113382303,Eastern Lebanon County SD,Lebanon,"$1,456,448,134","$492,092,187","2,778.686","$524,149",0.3712,"$177,095",0.4741,0.4123,,,
113384603,Lebanon SD,Lebanon,"$736,963,502","$374,034,504","5,714.325","$128,967",0.8453,"$65,455",0.8057,0.8293,,,
113385003,Northern Lebanon SD,Lebanon,"$1,271,000,447","$408,158,792","2,707.630","$469,414",0.4368,"$150,743",0.5524,0.4829,,,
113385303,Palmyra Area SD,Lebanon,"$1,677,676,749","$652,853,986","4,069.793","$412,226",0.5055,"$160,414",0.5237,0.5127,,,
121390302,Allentown City SD,Lehigh,"$4,071,755,859","$1,806,353,446","22,469.509","$181,212",0.7826,"$80,391",0.7613,0.7740,,,
121391303,Catasauqua Area SD,Lehigh,"$860,591,471","$205,415,822","1,826.569","$471,151",0.4348,"$112,459",0.6661,0.5272,,,
121392303,East Penn SD,Lehigh,"$4,726,417,161","$1,872,128,163","9,641.364","$490,222",0.4119,"$194,176",0.4234,0.4164,,,
121394503,Northern Lehigh SD,Lehigh,"$684,798,238","$268,950,720","2,011.342","$340,468",0.5915,"$133,717",0.6029,0.5960,,,
121394603,Northwestern Lehigh SD,Lehigh,"$1,332,427,962","$518,433,320","2,641.401","$504,439",0.3948,"$196,272",0.4172,0.4036,,,
121395103,Parkland SD,Lehigh,"$7,239,758,349","$2,205,346,077","10,886.882","$664,998",0.2022,"$202,569",0.3985,0.2807,,,
121395603,Salisbury Township SD,Lehigh,"$1,181,903,274","$425,345,031","1,914.982","$617,187",0.2595,"$222,114",0.3404,0.2918,,,
121395703,Southern Lehigh SD,Lehigh,"$2,401,901,524","$1,032,102,444","3,734.992","$643,080",0.2285,"$276,333",0.1794,0.2088,,,
121397803,Whitehall-Coplay SD,Lehigh,"$2,068,236,916","$648,329,695","5,118.749","$404,051",0.5153,"$126,657",0.6239,0.5586,,,
118401403,Crestwood SD,Luzerne,"$1,407,066,173","$612,073,744","3,416.310","$411,867",0.5059,"$179,162",0.4680,0.4907,,,
118401603,Dallas SD,Luzerne,"$1,272,718,851","$731,724,000","3,148.221","$404,266",0.5150,"$232,424",0.3098,0.4329,,,
118402603,Greater Nanticoke Area SD,Luzerne,"$526,165,453","$269,996,232","2,832.930","$185,731",0.7772,"$95,306",0.7170,0.7531,,,
118403003,Hanover Area SD,Luzerne,"$682,741,879","$280,018,450","2,432.614","$280,661",0.6633,"$115,110",0.6582,0.6611,,,
118403302,Hazleton Area SD,Luzerne,"$3,938,234,607","$1,284,586,829","12,691.677","$310,300",0.6277,"$101,214",0.6995,0.6564,,,
118403903,Lake-Lehman SD,Luzerne,"$1,008,106,955","$383,110,933","2,346.349","$429,649",0.4845,"$163,279",0.5151,0.4967,,,
118406003,Northwest Area SD,Luzerne,"$455,652,789","$171,182,613","1,335.064","$341,296",0.5906,"$128,220",0.6193,0.6020,,,
118406602,Pittston Area SD,Luzerne,"$1,311,100,603","$578,343,322","4,044.626","$324,158",0.6111,"$142,990",0.5754,0.5967,,,
118408852,Wilkes-Barre Area SD,Luzerne,"$2,644,587,695","$927,363,390","8,612.795","$307,053",0.6316,"$107,672",0.6803,0.6510,,,
118409203,Wyoming Area SD,Luzerne,"$887,514,109","$405,123,776","2,862.194","$310,081",0.6280,"$141,543",0.5797,0.6086,,,
118409302,Wyoming Valley West SD,Luzerne,"$1,535,916,659","$792,492,198","6,139.595","$250,165",0.6999,"$129,078",0.6167,0.6665,,,
117412003,East Lycoming SD,Lycoming,"$619,218,320","$230,383,951","1,899.484","$325,992",0.6089,"$121,287",0.6399,0.6212,,,
117414003,Jersey Shore Area SD,Lycoming,"$950,441,548","$343,316,162","3,099.917","$306,602",0.6322,"$110,750",0.6711,0.6477,,,
117414203,Loyalsock Township SD,Lycoming,"$804,757,114","$330,059,958","1,817.210","$442,853",0.4687,"$181,630",0.4606,0.4654,,,
117415004,Montgomery Area SD,Lycoming,"$334,257,026","$124,382,562","1,007.764","$331,681",0.6021,"$123,424",0.6335,0.6146,,,
117415103,Montoursville Area SD,Lycoming,"$898,927,311","$386,418,132","2,335.357","$384,920",0.5382,"$165,464",0.5087,0.5263,,,
117415303,Muncy SD,Lycoming,"$493,462,451","$163,438,167","1,240.559","$397,774",0.5228,"$131,745",0.6088,0.5571,,,
117416103,South Williamsport Area SD,Lycoming,"$421,544,312","$190,800,670","1,573.806","$267,850",0.6787,"$121,235",0.6400,0.6632,,,
117417202,Williamsport Area SD,Lycoming,"$1,676,851,601","$694,335,258","5,947.696","$281,932",0.6618,"$116,740",0.6534,0.6583,,,
109420803,Bradford Area SD,McKean,"$536,553,949","$364,595,943","3,050.608","$175,884",0.7890,"$119,515",0.6451,0.7314,,,
109422303,Kane Area SD,McKean,"$220,588,653","$134,770,877","1,408.968","$156,560",0.8122,"$95,652",0.7160,0.7737,,,
109426003,Otto-Eldred SD,McKean,"$98,394,660","$58,277,051",798.396,"$123,240",0.8522,"$72,992",0.7833,0.8246,,,
109426303,Port Allegany SD,McKean,"$210,102,906","$91,786,060","1,038.179","$202,376",0.7572,"$88,410",0.7375,0.7493,,,
109427503,Smethport Area SD,McKean,"$236,571,018","$101,175,237","1,022.386","$231,391",0.7224,"$98,959",0.7062,0.7158,,,
104431304,Commodore Perry SD,Mercer,"$166,056,629","$74,447,985",599.680,"$276,908",0.6678,"$124,146",0.6314,0.6531,,,
104432503,Farrell Area SD,Mercer,"$117,802,489","$53,918,637",898.751,"$131,073",0.8428,"$59,992",0.8219,0.8343,,,
104432803,Greenville Area SD,Mercer,"$353,044,759","$170,566,849","1,647.720","$214,262",0.7430,"$103,516",0.6926,0.7228,,,
104432903,Grove City Area SD,Mercer,"$808,345,230","$344,112,496","2,451.228","$329,771",0.6044,"$140,383",0.5831,0.5958,,,
104433303,Hermitage SD,Mercer,"$997,861,529","$405,675,383","2,481.359","$402,143",0.5175,"$163,489",0.5145,0.5163,,,
104433604,Jamestown Area SD,Mercer,"$209,754,185","$69,589,317",618.527,"$339,118",0.5932,"$112,508",0.6659,0.6222,,,
104433903,Lakeview SD,Mercer,"$404,100,686","$170,173,261","1,379.771","$292,875",0.6487,"$123,334",0.6338,0.6427,,,
104435003,Mercer Area SD,Mercer,"$435,462,216","$199,144,167","1,410.909","$308,639",0.6297,"$141,146",0.5809,0.6101,,,
104435303,Reynolds SD,Mercer,"$333,325,487","$155,227,929","1,321.761","$252,182",0.6975,"$117,440",0.6513,0.6790,,,
104435603,Sharon City SD,Mercer,"$278,355,696","$190,259,794","2,519.555","$110,478",0.8675,"$75,513",0.7758,0.8308,,,
104435703,Sharpsville Area SD,Mercer,"$270,538,648","$156,471,965","1,515.356","$178,531",0.7858,"$103,257",0.6934,0.7487,,,
104437503,West Middlesex Area SD,Mercer,"$311,905,877","$146,682,619","1,154.882","$270,075",0.6760,"$127,010",0.6229,0.6547,,,
111444602,Mifflin County SD,Mifflin,"$1,737,040,951","$724,131,973","6,233.211","$278,675",0.6657,"$116,173",0.6550,0.6614,,,
120452003,East Stroudsburg Area SD,Monroe,"$3,221,930,531","$700,954,487","8,656.966","$372,177",0.5535,"$80,969",0.7596,0.6359,,,
120455203,Pleasant Valley SD,Monroe,"$2,035,867,428","$621,558,079","6,095.957","$333,970",0.5993,"$101,962",0.6972,0.6383,,,
120455403,Pocono Mountain SD,Monroe,"$5,939,661,777","$981,784,692","11,685.413","$508,297",0.3902,"$84,017",0.7505,0.5343,,,
120456003,Stroudsburg Area SD,Monroe,"$2,493,949,133","$676,729,079","6,133.097","$406,637",0.5122,"$110,340",0.6724,0.5762,,,
123460302,Abington SD,Montgomery,"$5,347,003,721","$2,201,963,182","9,034.792","$591,823",0.2900,"$243,720",0.2763,0.2845,,,
123460504,Bryn Athyn SD,Montgomery,"$172,076,041","$66,035,135",12.848,"$13,393,216",0.1000,"$5,139,720",0.1000,0.1500,,,
123461302,Cheltenham SD,Montgomery,"$2,712,022,562","$1,176,206,470","5,271.303","$514,488",0.3828,"$223,133",0.3374,0.3645,,,
123461602,Colonial SD,Montgomery,"$6,478,608,157","$2,187,083,034","5,607.890","$1,155,266",0.1000,"$390,001",0.1000,0.1500,,,
123463603,Hatboro-Horsham SD,Montgomery,"$4,019,602,539","$1,386,602,272","5,565.310","$722,260",0.1335,"$249,150",0.2601,0.1841,,,
123463803,Jenkintown SD,Montgomery,"$422,828,906","$236,472,519",722.941,"$584,873",0.2983,"$327,097",0.1000,0.2189,,,
123464502,Lower Merion SD,Montgomery,"$12,507,927,419","$7,006,925,396","9,254.972","$1,351,481",0.1000,"$757,098",0.1000,0.1500,,,
123464603,Lower Moreland Township SD,Montgomery,"$1,669,580,933","$721,461,617","2,564.610","$651,007",0.2190,"$281,314",0.1646,0.1972,,,
123465303,Methacton SD,Montgomery,"$3,771,376,374","$1,586,404,632","5,765.982","$654,073",0.2153,"$275,131",0.1830,0.2023,,,
123465602,Norristown Area SD,Montgomery,"$4,105,033,952","$1,559,805,128","8,635.436","$475,370",0.4297,"$180,628",0.4636,0.4432,,,
123465702,North Penn SD,Montgomery,"$10,632,936,140","$3,475,275,817","14,707.008","$722,984",0.1326,"$236,300",0.2983,0.1988,,,
123466103,Perkiomen Valley SD,Montgomery,"$3,180,000,697","$1,351,966,210","6,659.608","$477,505",0.4271,"$203,009",0.3972,0.4150,,,
123466303,Pottsgrove SD,Montgomery,"$1,466,062,319","$578,948,208","3,931.504","$372,901",0.5526,"$147,258",0.5627,0.5565,,,
123466403,Pottstown SD,Montgomery,"$991,838,371","$380,802,196","3,779.485","$262,426",0.6852,"$100,755",0.7008,0.6914,,,
123467103,Souderton Area SD,Montgomery,"$4,131,713,478","$1,676,816,134","7,798.202","$529,828",0.3643,"$215,025",0.3615,0.3631,,,
123467203,Springfield Township SD,Montgomery,"$2,074,977,494","$855,838,133","2,699.003","$768,794",0.1000,"$317,094",0.1000,0.1500,,,
123467303,Spring-Ford Area SD,Montgomery,"$5,793,737,247","$1,984,486,466","9,226.704","$627,931",0.2466,"$215,080",0.3613,0.2924,,,
123468303,Upper Dublin SD,Montgomery,"$3,377,704,417","$1,441,566,244","4,966.137","$680,147",0.1840,"$290,279",0.1380,0.1656,,,
123468402,Upper Merion Area SD,Montgomery,"$5,628,943,737","$1,398,309,531","4,533.934","$1,241,514",0.1000,"$308,409",0.1000,0.1500,,,
123468503,Upper Moreland Township SD,Montgomery,"$2,221,503,239","$725,542,646","3,658.722","$607,180",0.2715,"$198,304",0.4111,0.3273,,,
123468603,Upper Perkiomen SD,Montgomery,"$1,748,934,208","$648,661,748","3,777.329","$463,008",0.4445,"$171,724",0.4901,0.4627,,,
123469303,Wissahickon SD,Montgomery,"$5,337,336,515","$2,493,860,208","5,254.244","$1,015,814",0.1000,"$474,637",0.1000,0.1500,,,
116471803,Danville Area SD,Montour,"$1,344,553,462","$566,593,695","2,779.026","$483,821",0.4196,"$203,882",0.3946,0.4095,,,
120480803,Bangor Area SD,Northampton,"$1,504,104,304","$518,232,881","3,632.392","$414,080",0.5032,"$142,669",0.5764,0.5324,,,
120481002,Bethlehem Area SD,Northampton,"$8,423,685,719","$2,733,586,933","17,859.844","$471,655",0.4341,"$153,057",0.5455,0.4786,,,
120483302,Easton Area SD,Northampton,"$4,128,466,576","$1,502,866,142","10,563.108","$390,838",0.5311,"$142,274",0.5775,0.5496,,,
120484803,Nazareth Area SD,Northampton,"$2,875,205,721","$950,488,095","5,630.167","$510,678",0.3873,"$168,820",0.4987,0.4317,,,
120484903,Northampton Area SD,Northampton,"$3,048,910,653","$1,105,601,867","6,752.064","$451,552",0.4583,"$163,742",0.5138,0.4804,,,
120485603,Pen Argyl Area SD,Northampton,"$866,186,843","$278,204,910","2,023.398","$428,085",0.4864,"$137,493",0.5917,0.5284,,,
120486003,Saucon Valley SD,Northampton,"$1,582,825,714","$694,849,236","2,692.452","$587,875",0.2947,"$258,073",0.2336,0.2702,,,
120488603,Wilson Area SD,Northampton,"$1,109,162,219","$372,562,035","2,625.367","$422,478",0.4932,"$141,908",0.5786,0.5273,,,
116493503,Line Mountain SD,Northumberland,"$399,389,927","$170,657,694","1,473.067","$271,128",0.6747,"$115,851",0.6560,0.6672,,,
116495003,Milton Area SD,Northumberland,"$780,570,602","$303,623,431","2,457.181","$317,669",0.6189,"$123,565",0.6331,0.6245,,,
116495103,Mount Carmel Area SD,Northumberland,"$256,547,097","$170,424,426","1,777.320","$144,344",0.8269,"$95,888",0.7153,0.7822,,,
116496503,Shamokin Area SD,Northumberland,"$430,275,958","$260,368,684","2,884.136","$149,187",0.8211,"$90,276",0.7319,0.7853,,,
