Fiscal Year,AUN,LEA Name,County,"
Market
Value","
Personal
Income","
WADM","MV per
WADM",market_value_aid_ratio,"PI per
WADM",personal_income_aid_ratio,mvpi
20182019,128327303,Purchase Line SD,Indiana,"$239,227,703","$99,052,322","1,079.479","$221,614",0.7418,"$91,759",0.7387,0.7404
20182019,128328003,United SD,Indiana,"$330,468,957","$130,175,555","1,309.550","$252,353",0.7060,"$99,404",0.7169,0.7103
20182019,106330703,Brockway Area SD,Jefferson,"$304,125,088","$158,299,942","1,182.452","$257,198",0.7003,"$133,874",0.6187,0.6675
20182019,106330803,Brookville Area SD,Jefferson,"$609,862,057","$219,705,211","1,832.093","$332,877",0.6121,"$119,920",0.6585,0.6306
20182019,106338003,Punxsutawney Area SD,Jefferson,"$805,848,832","$353,099,457","2,712.454","$297,092",0.6538,"$130,177",0.6292,0.6438
20182019,111343603,Juniata County SD,Juniata,"$1,430,401,447","$446,270,464","3,546.315","$403,348",0.5300,"$125,840",0.6416,0.5746
20182019,119350303,Abington Heights SD,Lackawanna,"$1,852,182,548","$969,923,636","3,876.382","$477,812",0.4432,"$250,213",0.2873,0.3808
20182019,119351303,Carbondale Area SD,Lackawanna,"$344,319,675","$160,322,440","2,042.251","$168,598",0.8036,"$78,502",0.7764,0.7926
20182019,119352203,Dunmore SD,Lackawanna,"$667,314,451","$316,836,499","1,881.527","$354,666",0.5868,"$168,393",0.5204,0.5601
20182019,119354603,Lakeland SD,Lackawanna,"$669,586,997","$280,972,990","1,846.631","$362,599",0.5775,"$152,154",0.5666,0.5731
20182019,119355503,Mid Valley SD,Lackawanna,"$921,268,986","$303,917,391","2,163.745","$425,775",0.5039,"$140,458",0.5999,0.5422
20182019,119356503,North Pocono SD,Lackawanna,"$1,600,903,904","$549,137,624","3,569.305","$448,519",0.4774,"$153,850",0.5618,0.5111
20182019,119356603,Old Forge SD,Lackawanna,"$388,654,617","$188,606,619","1,132.123","$343,297",0.6000,"$166,595",0.5255,0.5702
20182019,119357003,Riverside SD,Lackawanna,"$759,195,847","$295,319,117","1,835.250","$413,674",0.5180,"$160,914",0.5417,0.5274
20182019,119357402,Scranton SD,Lackawanna,"$2,304,080,217","$1,080,061,218","11,249.590","$204,814",0.7614,"$96,008",0.7266,0.7474
20182019,119358403,Valley View SD,Lackawanna,"$999,642,501","$417,044,673","2,681.862","$372,741",0.5657,"$155,505",0.5571,0.5622
20182019,113361303,Cocalico SD,Lancaster,"$1,677,031,372","$638,274,308","3,569.597","$469,809",0.4526,"$178,808",0.4907,0.4677
20182019,113361503,Columbia Borough SD,Lancaster,"$353,993,484","$163,296,465","1,781.157","$198,743",0.7685,"$91,679",0.7389,0.7566
20182019,113361703,Conestoga Valley SD,Lancaster,"$3,060,134,766","$959,792,034","5,100.992","$599,909",0.3010,"$188,157",0.4641,0.3662
20182019,113362203,Donegal SD,Lancaster,"$1,375,440,149","$601,029,345","3,590.754","$383,050",0.5537,"$167,382",0.5233,0.5415
20182019,113362303,Eastern Lancaster County SD,Lancaster,"$2,570,033,029","$860,912,470","3,578.521","$718,183",0.1631,"$240,577",0.3148,0.2237
20182019,113362403,Elizabethtown Area SD,Lancaster,"$1,807,166,621","$827,238,867","4,508.049","$400,875",0.5329,"$183,502",0.4773,0.5106
20182019,113362603,Ephrata Area SD,Lancaster,"$2,169,240,618","$937,124,012","4,774.194","$454,367",0.4706,"$196,289",0.4409,0.4586
20182019,113363103,Hempfield  SD,Lancaster,"$4,243,685,144","$1,606,392,262","8,026.356","$528,718",0.3839,"$200,139",0.4299,0.4022
20182019,113363603,Lampeter-Strasburg SD,Lancaster,"$1,847,517,030","$698,642,239","3,542.650","$521,507",0.3923,"$197,208",0.4383,0.4106
20182019,113364002,Lancaster SD,Lancaster,"$3,225,165,631","$1,536,745,447","13,218.688","$243,985",0.7157,"$116,255",0.6689,0.6969
20182019,113364403,Manheim Central SD,Lancaster,"$2,075,866,502","$794,681,354","3,591.710","$577,960",0.3265,"$221,254",0.3698,0.3438
20182019,113364503,Manheim Township SD,Lancaster,"$3,646,130,339","$1,550,257,514","6,818.256","$534,759",0.3769,"$227,368",0.3524,0.3670
20182019,113365203,Penn Manor SD,Lancaster,"$2,726,041,013","$1,023,422,136","6,135.038","$444,339",0.4823,"$166,815",0.5249,0.4992
20182019,113365303,Pequea Valley SD,Lancaster,"$1,559,589,915","$484,645,110","1,814.172","$859,670",0.1000,"$267,143",0.2391,0.1556
20182019,113367003,Solanco SD,Lancaster,"$2,260,493,044","$658,370,500","4,167.766","$542,375",0.3680,"$157,967",0.5501,0.4408
20182019,113369003,Warwick SD,Lancaster,"$2,403,670,375","$969,160,262","4,956.548","$484,948",0.4349,"$195,531",0.4431,0.4381
20182019,104372003,Ellwood City Area SD,Lawrence,"$537,199,134","$266,336,809","2,125.038","$252,795",0.7055,"$125,332",0.6430,0.6805
20182019,104374003,Laurel SD,Lawrence,"$421,025,296","$206,286,040","1,418.167","$296,879",0.6541,"$145,459",0.5857,0.6266
20182019,104375003,Mohawk Area SD,Lawrence,"$510,822,179","$212,313,788","1,749.333","$292,009",0.6598,"$121,368",0.6543,0.6575
20182019,104375203,Neshannock Township SD,Lawrence,"$699,240,648","$291,926,074","1,503.643","$465,031",0.4581,"$194,145",0.4470,0.4536
20182019,104375302,New Castle Area SD,Lawrence,"$538,632,641","$277,786,246","3,939.277","$136,733",0.8407,"$70,517",0.7992,0.8240
20182019,104376203,Shenango Area SD,Lawrence,"$403,551,607","$173,355,972","1,371.731","$294,191",0.6572,"$126,377",0.6401,0.6503
20182019,104377003,Union Area SD,Lawrence,"$237,581,990","$93,701,781",892.558,"$266,181",0.6899,"$104,981",0.7010,0.6943
20182019,104378003,Wilmington Area SD,Lawrence,"$551,811,398","$229,078,379","1,399.175","$394,383",0.5405,"$163,723",0.5337,0.5377
20182019,113380303,Annville-Cleona SD,Lebanon,"$762,862,229","$286,656,429","1,679.577","$454,199",0.4708,"$170,671",0.5139,0.4879
20182019,113381303,Cornwall-Lebanon SD,Lebanon,"$2,614,961,800","$884,604,793","5,553.926","$470,831",0.4514,"$159,275",0.5463,0.4893
20182019,113382303,Eastern Lebanon County SD,Lebanon,"$1,447,910,352","$495,510,944","2,755.515","$525,459",0.3877,"$179,825",0.4878,0.4277
20182019,113384603,Lebanon SD,Lebanon,"$755,556,676","$395,367,962","5,726.247","$131,946",0.8463,"$69,044",0.8034,0.8290
20182019,113385003,Northern Lebanon SD,Lebanon,"$1,262,022,421","$449,514,288","2,646.109","$476,935",0.4443,"$169,877",0.5161,0.4729
20182019,113385303,Palmyra Area SD,Lebanon,"$1,716,103,377","$672,945,500","4,185.817","$409,980",0.5223,"$160,768",0.5421,0.5301
20182019,121390302,Allentown City SD,Lehigh,"$4,702,502,730","$1,802,763,311","23,389.250","$201,054",0.7658,"$77,076",0.7805,0.7716
20182019,121391303,Catasauqua Area SD,Lehigh,"$896,859,345","$219,444,510","1,874.198","$478,529",0.4424,"$117,087",0.6665,0.5320
20182019,121392303,East Penn SD,Lehigh,"$4,885,960,033","$1,981,619,396","9,789.214","$499,116",0.4184,"$202,428",0.4234,0.4203
20182019,121394503,Northern Lehigh SD,Lehigh,"$677,632,631","$321,169,807","1,927.366","$351,584",0.5903,"$166,636",0.5254,0.5642
20182019,121394603,Northwestern Lehigh SD,Lehigh,"$1,484,424,731","$523,385,863","2,575.756","$576,306",0.3285,"$203,196",0.4212,0.3655
20182019,121395103,Parkland SD,Lehigh,"$7,227,426,285","$2,217,737,712","11,337.725","$637,467",0.2572,"$195,606",0.4429,0.3314
20182019,121395603,Salisbury Township SD,Lehigh,"$1,184,583,678","$492,356,109","2,008.257","$589,856",0.3127,"$245,165",0.3017,0.3082
20182019,121395703,Southern Lehigh SD,Lehigh,"$2,504,344,096","$1,097,276,408","3,796.291","$659,681",0.2313,"$289,039",0.1767,0.2093
20182019,121397803,Whitehall-Coplay SD,Lehigh,"$2,143,504,805","$694,067,695","5,206.339","$411,710",0.5203,"$133,312",0.6203,0.5602
20182019,118401403,Crestwood SD,Luzerne,"$1,447,527,376","$653,645,703","3,360.853","$430,702",0.4981,"$194,488",0.4460,0.4772
20182019,118401603,Dallas SD,Luzerne,"$1,341,116,366","$718,447,471","3,105.398","$431,866",0.4968,"$231,354",0.3410,0.4344
20182019,118402603,Greater Nanticoke Area SD,Luzerne,"$534,228,330","$275,712,710","2,840.988","$188,043",0.7809,"$97,048",0.7236,0.7579
20182019,118403003,Hanover Area SD,Luzerne,"$664,229,721","$267,765,220","2,531.279","$262,408",0.6943,"$105,782",0.6987,0.6959
20182019,118403302,Hazleton Area SD,Luzerne,"$3,972,151,726","$1,423,097,109","12,904.914","$307,801",0.6414,"$110,275",0.6859,0.6591
20182019,118403903,Lake-Lehman SD,Luzerne,"$1,053,903,057","$401,068,482","2,271.748","$463,917",0.4594,"$176,546",0.4971,0.4744
20182019,118406003,Northwest Area SD,Luzerne,"$482,913,093","$172,367,741","1,270.458","$380,109",0.5571,"$135,673",0.6136,0.5796
20182019,118406602,Pittston Area SD,Luzerne,"$1,369,455,689","$587,224,732","3,898.369","$351,289",0.5907,"$150,633",0.5710,0.5828
20182019,118408852,Wilkes-Barre Area SD,Luzerne,"$2,728,783,932","$954,800,266","8,849.365","$308,359",0.6407,"$107,894",0.6927,0.6614
20182019,118409203,Wyoming Area SD,Luzerne,"$906,338,568","$427,292,548","2,783.797","$325,576",0.6207,"$153,492",0.5628,0.5975
20182019,118409302,Wyoming Valley West SD,Luzerne,"$1,588,072,369","$803,417,497","5,868.259","$270,620",0.6847,"$136,909",0.6101,0.6548
20182019,117412003,East Lycoming SD,Lycoming,"$640,686,087","$224,452,259","1,922.274","$333,295",0.6117,"$116,763",0.6674,0.6339
20182019,117414003,Jersey Shore Area SD,Lycoming,"$996,267,831","$341,100,851","3,011.324","$330,840",0.6145,"$113,272",0.6774,0.6396
20182019,117414203,Loyalsock Township SD,Lycoming,"$866,862,474","$314,133,389","1,780.467","$486,873",0.4327,"$176,433",0.4975,0.4586
20182019,117415004,Montgomery Area SD,Lycoming,"$351,869,301","$118,465,686","1,018.694","$345,412",0.5975,"$116,291",0.6688,0.6260
20182019,117415103,Montoursville Area SD,Lycoming,"$950,134,751","$356,954,197","2,380.731","$399,093",0.5350,"$149,934",0.5730,0.5502
20182019,117415303,Muncy SD,Lycoming,"$576,560,008","$152,521,948","1,281.222","$450,007",0.4757,"$119,044",0.6609,0.5497
20182019,117416103,South Williamsport Area SD,Lycoming,"$448,307,615","$184,484,171","1,541.014","$290,917",0.6610,"$119,716",0.6590,0.6602
20182019,117417202,Williamsport Area SD,Lycoming,"$1,765,137,128","$644,053,569","5,824.532","$303,052",0.6469,"$110,576",0.6851,0.6621
20182019,109420803,Bradford Area SD,McKean,"$535,534,217","$314,210,819","3,003.979","$178,274",0.7923,"$104,598",0.7021,0.7561
20182019,109422303,Kane Area SD,McKean,"$213,954,859","$132,726,783","1,379.077","$155,143",0.8193,"$96,243",0.7259,0.7818
20182019,109426003,Otto-Eldred SD,McKean,"$95,806,668","$55,946,574",791.205,"$121,089",0.8589,"$70,710",0.7986,0.8347
20182019,109426303,Port Allegany SD,McKean,"$199,090,243","$95,060,724","1,045.355","$190,452",0.7781,"$90,936",0.7410,0.7632
20182019,109427503,Smethport Area SD,McKean,"$206,358,218","$94,872,435",954.796,"$216,128",0.7482,"$99,364",0.7170,0.7357
20182019,104431304,Commodore Perry SD,Mercer,"$171,928,723","$74,239,875",572.199,"$300,470",0.6499,"$129,744",0.6305,0.6421
20182019,104432503,Farrell Area SD,Mercer,"$112,859,031","$53,008,726",878.775,"$128,427",0.8504,"$60,321",0.8282,0.8414
20182019,104432803,Greenville Area SD,Mercer,"$354,332,719","$167,419,325","1,571.635","$225,454",0.7373,"$106,525",0.6966,0.7209
20182019,104432903,Grove City Area SD,Mercer,"$852,318,580","$343,578,887","2,365.512","$360,310",0.5802,"$145,245",0.5863,0.5826
20182019,104433303,Hermitage SD,Mercer,"$1,029,270,451","$412,566,450","2,440.963","$421,665",0.5087,"$169,017",0.5186,0.5126
20182019,104433604,Jamestown Area SD,Mercer,"$212,069,137","$62,870,360",595.918,"$355,869",0.5854,"$105,501",0.6995,0.6310
20182019,104433903,Lakeview SD,Mercer,"$416,004,174","$161,515,490","1,302.986","$319,269",0.6280,"$123,957",0.6470,0.6356
20182019,104435003,Mercer Area SD,Mercer,"$449,502,608","$188,793,833","1,336.819","$336,247",0.6082,"$141,226",0.5978,0.6040
20182019,104435303,Reynolds SD,Mercer,"$341,810,746","$149,561,467","1,290.482","$264,870",0.6914,"$115,895",0.6699,0.6827
20182019,104435603,Sharon City SD,Mercer,"$303,007,073","$211,406,374","2,463.481","$122,999",0.8567,"$85,816",0.7556,0.8162
20182019,104435703,Sharpsville Area SD,Mercer,"$278,603,969","$159,418,943","1,478.094","$188,488",0.7804,"$107,854",0.6928,0.7453
20182019,104437503,West Middlesex Area SD,Mercer,"$308,519,290","$146,735,064","1,066.809","$289,198",0.6630,"$137,545",0.6082,0.6410
20182019,111444602,Mifflin County SD,Mifflin,"$1,800,856,053","$751,643,069","6,013.623","$299,462",0.6511,"$124,990",0.6440,0.6482
20182019,120452003,East Stroudsburg Area SD,Monroe,"$2,958,911,244","$702,529,347","8,416.645","$351,554",0.5904,"$83,469",0.7623,0.6591
20182019,120455203,Pleasant Valley SD,Monroe,"$1,967,165,590","$618,248,708","5,613.913","$350,408",0.5917,"$110,127",0.6863,0.6295
20182019,120455403,Pocono Mountain SD,Monroe,"$5,694,040,152","$1,024,983,669","11,394.567","$499,715",0.4177,"$89,953",0.7438,0.5481
20182019,120456003,Stroudsburg Area SD,Monroe,"$2,358,169,042","$709,945,720","6,120.983","$385,259",0.5511,"$115,985",0.6697,0.5984
20182019,123460302,Abington SD,Montgomery,"$5,430,318,389","$2,422,557,920","9,368.773","$579,618",0.3246,"$258,577",0.2635,0.3001
20182019,123460504,Bryn Athyn SD,Montgomery,"$168,304,839","$70,775,444",7.482,"$22,494,632",0.1000,"$9,459,428",0.1000,0.1500
20182019,123461302,Cheltenham SD,Montgomery,"$2,724,889,533","$1,210,091,592","5,476.157","$497,591",0.4202,"$220,974",0.3706,0.4003
20182019,123461602,Colonial SD,Montgomery,"$6,622,239,017","$2,425,471,448","5,767.893","$1,148,120",0.1000,"$420,512",0.1000,0.1500
20182019,123463603,Hatboro-Horsham SD,Montgomery,"$4,191,836,909","$1,408,004,427","5,569.910","$752,586",0.1231,"$252,787",0.2800,0.1858
20182019,123463803,Jenkintown SD,Montgomery,"$429,172,638","$191,244,238",792.215,"$541,737",0.3688,"$241,404",0.3124,0.3461
20182019,123464502,Lower Merion SD,Montgomery,"$12,926,085,517","$7,107,201,006","9,681.881","$1,335,079",0.1000,"$734,072",0.1000,0.1500
20182019,123464603,Lower Moreland Township SD,Montgomery,"$1,700,694,404","$780,964,406","2,683.203","$633,829",0.2614,"$291,056",0.1710,0.2252
20182019,123465303,Methacton SD,Montgomery,"$3,821,601,628","$1,641,803,491","5,650.959","$676,274",0.2120,"$290,535",0.1724,0.1961
20182019,123465602,Norristown Area SD,Montgomery,"$4,130,048,569","$1,562,077,944","9,094.940","$454,103",0.4709,"$171,752",0.5108,0.4868
20182019,123465702,North Penn SD,Montgomery,"$11,132,745,052","$3,714,186,070","14,842.215","$750,073",0.1260,"$250,244",0.2872,0.1904
20182019,123466103,Perkiomen Valley SD,Montgomery,"$3,236,222,326","$1,443,643,650","6,377.183","$507,468",0.4087,"$226,376",0.3552,0.3872
20182019,123466303,Pottsgrove SD,Montgomery,"$1,465,280,230","$595,946,981","3,955.315","$370,458",0.5684,"$150,669",0.5709,0.5693
20182019,123466403,Pottstown SD,Montgomery,"$978,525,478","$400,456,372","3,826.345","$255,733",0.7020,"$104,657",0.7019,0.7019
20182019,123467103,Souderton Area SD,Montgomery,"$4,222,261,452","$1,794,628,574","7,902.858","$534,270",0.3775,"$227,086",0.3532,0.3677
20182019,123467203,Springfield Township SD,Montgomery,"$2,214,026,419","$893,634,716","2,844.249","$778,422",0.1000,"$314,190",0.1051,0.1500
20182019,123467303,Spring-Ford Area SD,Montgomery,"$6,152,443,544","$2,101,286,961","9,339.773","$658,735",0.2324,"$224,982",0.3592,0.2830
20182019,123468303,Upper Dublin SD,Montgomery,"$3,429,410,424","$1,404,921,921","4,852.147","$706,782",0.1764,"$289,546",0.1753,0.1759
20182019,123468402,Upper Merion Area SD,Montgomery,"$6,162,923,275","$1,585,645,538","4,461.456","$1,381,370",0.1000,"$355,409",0.1000,0.1500
20182019,123468503,Upper Moreland Township SD,Montgomery,"$2,247,987,235","$789,700,815","3,651.089","$615,703",0.2826,"$216,291",0.3839,0.3230
20182019,123468603,Upper Perkiomen SD,Montgomery,"$1,797,639,273","$682,721,840","3,898.820","$461,072",0.4628,"$175,109",0.5012,0.4780
20182019,123469303,Wissahickon SD,Montgomery,"$5,588,870,823","$2,589,378,364","5,309.608","$1,052,595",0.1000,"$487,677",0.1000,0.1500
20182019,116471803,Danville Area SD,Montour,"$1,428,673,701","$596,067,142","2,842.707","$502,575",0.4144,"$209,682",0.4028,0.4097
20182019,120480803,Bangor Area SD,Northampton,"$1,501,775,472","$542,789,585","3,653.944","$411,001",0.5211,"$148,548",0.5769,0.5433
20182019,120481002,Bethlehem Area SD,Northampton,"$8,556,534,811","$3,094,636,092","18,462.258","$463,460",0.4600,"$167,619",0.5226,0.4850
20182019,120483302,Easton Area SD,Northampton,"$4,161,555,198","$1,795,152,116","10,652.893","$390,650",0.5448,"$168,513",0.5200,0.5348
20182019,120484803,Nazareth Area SD,Northampton,"$2,927,380,733","$957,133,255","5,702.583","$513,342",0.4018,"$167,842",0.5219,0.4497
20182019,120484903,Northampton Area SD,Northampton,"$3,051,731,210","$1,204,986,631","6,804.957","$448,457",0.4775,"$177,074",0.4956,0.4847
20182019,120485603,Pen Argyl Area SD,Northampton,"$845,019,089","$290,787,090","2,051.652","$411,872",0.5201,"$141,733",0.5963,0.5505
20182019,120486003,Saucon Valley SD,Northampton,"$1,608,080,869","$707,272,313","2,730.404","$588,953",0.3137,"$259,035",0.2622,0.2930
20182019,120488603,Wilson Area SD,Northampton,"$1,108,567,901","$342,820,394","2,695.839","$411,214",0.5209,"$127,166",0.6378,0.5676
20182019,116493503,Line Mountain SD,Northumberland,"$402,659,821","$177,093,689","1,415.883","$284,387",0.6686,"$125,076",0.6438,0.6586
20182019,116495003,Milton Area SD,Northumberland,"$815,448,172","$301,881,811","2,444.398","$333,598",0.6113,"$123,499",0.6483,0.6260
20182019,116495103,Mount Carmel Area SD,Northumberland,"$253,466,193","$176,835,480","1,761.989","$143,852",0.8324,"$100,361",0.7142,0.7850
20182019,116496503,Shamokin Area SD,Northumberland,"$433,593,030","$268,627,570","2,751.935","$157,559",0.8164,"$97,614",0.7220,0.7786
20182019,116496603,Shikellamy SD,Northumberland,"$909,577,727","$421,319,043","3,425.752","$265,511",0.6906,"$122,985",0.6497,0.6741
20182019,116498003,Warrior Run SD,Northumberland,"$694,337,544","$258,144,923","1,794.716","$386,878",0.5492,"$143,836",0.5903,0.5656
20182019,115503004,Greenwood SD,Perry,"$347,106,346","$122,722,615",914.415,"$379,593",0.5577,"$134,208",0.6177,0.5816
20182019,115504003,Newport SD,Perry,"$411,296,863","$146,581,013","1,285.804","$319,875",0.6273,"$113,999",0.6753,0.6464
20182019,115506003,Susquenita SD,Perry,"$780,140,220","$321,498,456","2,139.273","$364,675",0.5751,"$150,283",0.5720,0.5738
20182019,115508003,West Perry SD,Perry,"$1,124,406,602","$395,970,062","2,996.184","$375,279",0.5627,"$132,158",0.6236,0.5870
20182019,126515001,Philadelphia City SD,Philadelphia,"$48,653,391,537","$27,191,627,789","234,847.851","$207,169",0.7586,"$115,784",0.6702,0.7231
20182019,120522003,Delaware Valley SD,Pike,"$2,420,891,133","$474,147,316","5,476.774","$442,028",0.4849,"$86,574",0.7534,0.5922
20182019,119648303,Wallenpaupack Area SD,Pike,"$4,023,182,298","$415,601,695","3,621.136","$1,111,027",0.1000,"$114,771",0.6731,0.3292
20182019,109530304,Austin Area SD,Potter,"$100,589,517","$20,257,491",185.091,"$543,459",0.3667,"$109,446",0.6883,0.4953
20182019,109531304,Coudersport Area SD,Potter,"$331,992,319","$107,639,600",955.164,"$347,576",0.5950,"$112,692",0.6790,0.6286
20182019,109532804,Galeton Area SD,Potter,"$270,011,514","$38,125,662",400.258,"$674,593",0.2139,"$95,252",0.7287,0.4197
20182019,109535504,Northern Potter SD,Potter,"$269,332,311","$50,533,901",634.388,"$424,554",0.5053,"$79,657",0.7731,0.6123
20182019,109537504,Oswayo Valley SD,Potter,"$144,961,934","$40,692,917",473.790,"$305,962",0.6435,"$85,888",0.7554,0.6882
20182019,129540803,Blue Mountain SD,Schuylkill,"$1,247,345,865","$550,444,502","3,254.234","$383,299",0.5534,"$169,147",0.5182,0.5392
20182019,129544503,Mahanoy Area SD,Schuylkill,"$204,828,743","$114,196,661","1,242.304","$164,878",0.8079,"$91,923",0.7382,0.7799
20182019,129544703,Minersville Area SD,Schuylkill,"$349,478,093","$148,527,817","1,446.869","$241,540",0.7186,"$102,654",0.7076,0.7141
20182019,129545003,North Schuylkill SD,Schuylkill,"$513,042,507","$282,191,266","2,266.323","$226,376",0.7363,"$124,515",0.6454,0.6998
20182019,129546003,Pine Grove Area SD,Schuylkill,"$603,379,340","$234,738,490","1,964.560","$307,132",0.6421,"$119,486",0.6597,0.6490
20182019,129546103,Pottsville Area SD,Schuylkill,"$668,392,681","$425,730,353","3,107.751","$215,072",0.7494,"$136,989",0.6098,0.6935
20182019,129546803,Saint Clair Area SD,Schuylkill,"$247,742,817","$101,021,829",922.171,"$268,651",0.6870,"$109,547",0.6880,0.6874
20182019,129547303,Schuylkill Haven Area SD,Schuylkill,"$374,887,709","$186,140,265","1,433.855","$261,454",0.6954,"$129,818",0.6303,0.6693
20182019,129547203,Shenandoah Valley SD,Schuylkill,"$152,287,925","$96,480,726","1,365.911","$111,491",0.8701,"$70,634",0.7988,0.8415
20182019,129547603,Tamaqua Area SD,Schuylkill,"$802,789,646","$313,068,906","2,494.634","$321,806",0.6250,"$125,496",0.6426,0.6320
20182019,129547803,Tri-Valley SD,Schuylkill,"$368,214,760","$144,743,036","1,084.245","$339,604",0.6043,"$133,496",0.6198,0.6104
20182019,129548803,Williams Valley SD,Schuylkill,"$240,867,770","$127,818,594","1,244.184","$193,594",0.7745,"$102,732",0.7074,0.7476
20182019,116555003,Midd-West SD,Snyder,"$973,168,383","$308,896,916","2,691.632","$361,553",0.5787,"$114,761",0.6731,0.6164
20182019,116557103,Selinsgrove Area SD,Snyder,"$1,386,295,596","$453,621,043","3,143.983","$440,936",0.4862,"$144,282",0.5891,0.5273
20182019,108561003,Berlin Brothersvalley SD,Somerset,"$310,006,358","$110,700,427",858.955,"$360,911",0.5795,"$128,878",0.6329,0.6008
20182019,108561803,Conemaugh Township Area SD,Somerset,"$307,545,767","$156,558,943","1,154.361","$266,420",0.6896,"$135,623",0.6137,0.6591
20182019,108565203,Meyersdale Area SD,Somerset,"$286,505,032","$111,995,783","1,003.469","$285,514",0.6673,"$111,608",0.6821,0.6731
20182019,108565503,North Star SD,Somerset,"$379,716,997","$146,675,827","1,375.373","$276,082",0.6783,"$106,644",0.6963,0.6854
20182019,108566303,Rockwood Area SD,Somerset,"$698,601,606","$110,136,912",888.936,"$785,885",0.1000,"$123,897",0.6471,0.3188
20182019,108567004,Salisbury-Elk Lick SD,Somerset,"$124,919,639","$46,480,960",324.566,"$384,882",0.5515,"$143,209",0.5921,0.5677
20182019,108567204,Shade-Central City SD,Somerset,"$143,670,072","$56,358,375",535.072,"$268,506",0.6872,"$105,328",0.7000,0.6923
20182019,108567404,Shanksville-Stonycreek SD,Somerset,"$352,393,576","$72,720,874",370.242,"$951,792",0.1000,"$196,414",0.4406,0.2362
20182019,108567703,Somerset Area SD,Somerset,"$1,211,918,096","$351,837,459","2,531.903","$478,658",0.4423,"$138,961",0.6042,0.5069
20182019,108568404,Turkeyfoot Valley Area SD,Somerset,"$187,539,485","$38,723,358",427.371,"$438,821",0.4887,"$90,608",0.7419,0.5899
20182019,108569103,Windber Area SD,Somerset,"$315,645,010","$157,696,374","1,411.352","$223,647",0.7394,"$111,734",0.6818,0.7163
20182019,117576303,Sullivan County SD,Sullivan,"$868,857,219","$108,104,929",768.884,"$1,130,023",0.1000,"$140,599",0.5995,0.2998
20182019,119581003,Blue Ridge SD,Susquehanna,"$438,020,035","$100,627,458","1,209.989","$362,003",0.5782,"$83,163",0.7632,0.6521
20182019,119582503,Elk Lake SD,Susquehanna,"$506,300,378","$154,983,238","1,364.208","$371,131",0.5676,"$113,606",0.6764,0.6110
20182019,119583003,Forest City Regional SD,Susquehanna,"$448,905,900","$102,119,809",882.574,"$508,632",0.4073,"$115,706",0.6705,0.5125
20182019,119584503,Montrose Area SD,Susquehanna,"$809,148,962","$185,841,854","1,662.084","$486,827",0.4327,"$111,812",0.6815,0.5322
20182019,119584603,Mountain View SD,Susquehanna,"$602,660,327","$203,102,954","1,174.655","$513,053",0.4022,"$172,904",0.5075,0.4443
20182019,119586503,Susquehanna Community SD,Susquehanna,"$262,136,451","$76,958,414",943.111,"$277,948",0.6762,"$81,600",0.7676,0.7127
20182019,117596003,Northern Tioga SD,Tioga,"$705,552,424","$186,613,181","2,460.597","$286,740",0.6659,"$75,840",0.7840,0.7131
20182019,117597003,Southern Tioga SD,Tioga,"$952,358,613","$251,503,976","2,139.868","$445,054",0.4814,"$117,532",0.6653,0.5549
20182019,117598503,Wellsboro Area SD,Tioga,"$858,742,492","$223,934,684","1,800.922","$476,834",0.4444,"$124,344",0.6458,0.5249
20182019,116604003,Lewisburg Area SD,Union,"$1,155,202,640","$479,704,492","2,312.458","$499,556",0.4179,"$207,443",0.4091,0.4143
20182019,116605003,Mifflinburg Area SD,Union,"$1,023,718,613","$321,100,219","2,502.636","$409,056",0.5234,"$128,304",0.6346,0.5678
20182019,106611303,Cranberry Area SD,Venango,"$514,940,118","$172,017,431","1,409.074","$365,445",0.5742,"$122,078",0.6523,0.6054
20182019,106612203,Franklin Area SD,Venango,"$662,607,955","$264,355,735","2,323.115","$285,223",0.6677,"$113,793",0.6759,0.6709
20182019,106616203,Oil City Area SD,Venango,"$365,707,417","$230,064,624","2,453.750","$149,040",0.8264,"$93,760",0.7330,0.7890
20182019,106617203,Titusville Area SD,Venango,"$452,922,866","$200,587,660","2,312.412","$195,865",0.7718,"$86,743",0.7530,0.7642
20182019,106618603,Valley Grove SD,Venango,"$258,801,165","$103,367,404","1,048.145","$246,913",0.7123,"$98,619",0.7191,0.7149
20182019,105628302,Warren County SD,Warren,"$1,428,571,914","$652,465,052","5,529.616","$258,349",0.6990,"$117,994",0.6639,0.6849
20182019,101630504,Avella Area SD,Washington,"$240,202,780","$103,116,161",665.103,"$361,151",0.5792,"$155,037",0.5584,0.5708
20182019,101630903,Bentworth SD,Washington,"$410,287,835","$205,173,614","1,285.955","$319,053",0.6283,"$159,549",0.5456,0.5951
20182019,101631003,Bethlehem-Center SD,Washington,"$312,618,046","$163,946,224","1,476.864","$211,676",0.7534,"$111,009",0.6838,0.7255
20182019,101631203,Burgettstown Area SD,Washington,"$475,638,071","$210,130,529","1,434.092","$331,664",0.6136,"$146,525",0.5827,0.6011
20182019,101631503,California Area SD,Washington,"$351,036,067","$137,217,584","1,118.868","$313,742",0.6344,"$122,639",0.6507,0.6408
20182019,101631703,Canon-McMillan SD,Washington,"$3,373,971,673","$1,294,476,770","6,116.107","$551,653",0.3572,"$211,650",0.3972,0.3731
