Fiscal Year,AUN,LEA Name,County,"
Market
Value","
Personal
Income","
WADM","MV per
WADM",market_value_aid_ratio,"PI per
WADM",personal_income_aid_ratio,mvpi
20192020,103023912,Fox Chapel Area SD,Allegheny,"$3,225,027,420","$2,131,935,481","4,772.658","$675,729",0.2204,"$446,697",0.1000,0.1722
20192020,103024102,Gateway SD,Allegheny,"$2,227,227,483","$783,542,166","4,094.029","$544,018",0.3724,"$191,386",0.4752,0.4134
20192020,103024603,Hampton Township SD,Allegheny,"$1,560,320,159","$984,751,286","3,319.860","$469,995",0.4578,"$296,624",0.1866,0.3492
20192020,103024753,Highlands SD,Allegheny,"$723,556,296","$394,196,141","3,005.712","$240,727",0.7223,"$131,149",0.6404,0.6894
20192020,103025002,Keystone Oaks SD,Allegheny,"$1,220,126,460","$601,645,192","2,228.803","$547,435",0.3685,"$269,940",0.2598,0.3250
20192020,103026002,McKeesport Area SD,Allegheny,"$795,575,435","$436,046,715","4,559.254","$174,496",0.7987,"$95,639",0.7378,0.7743
20192020,103026303,Montour SD,Allegheny,"$2,470,931,652","$943,409,399","3,438.982","$718,506",0.1711,"$274,328",0.2477,0.2016
20192020,103026343,Moon Area SD,Allegheny,"$2,257,616,330","$1,199,698,190","4,693.577","$481,001",0.4451,"$255,604",0.2991,0.3866
20192020,103026402,Mt Lebanon SD,Allegheny,"$2,625,133,850","$2,117,442,402","6,317.249","$415,550",0.5206,"$335,184",0.1000,0.3523
20192020,103026852,North Allegheny SD,Allegheny,"$5,279,232,829","$2,869,377,919","9,710.582","$543,657",0.3728,"$295,489",0.1897,0.2994
20192020,103026902,North Hills SD,Allegheny,"$2,577,781,427","$1,229,077,296","5,175.646","$498,059",0.4254,"$237,473",0.3488,0.3947
20192020,103026873,Northgate SD,Allegheny,"$427,024,417","$298,786,093","1,307.790","$326,523",0.6233,"$228,466",0.3735,0.5233
20192020,103027352,Penn Hills SD,Allegheny,"$1,454,841,623","$787,802,443","4,982.214","$292,007",0.6632,"$158,122",0.5664,0.6244
20192020,103021003,Pine-Richland SD,Allegheny,"$2,694,962,402","$1,486,956,111","5,382.079","$500,728",0.4223,"$276,279",0.2424,0.3502
20192020,102027451,Pittsburgh SD,Allegheny,"$18,251,349,111","$7,873,825,426","30,640.375","$595,663",0.3128,"$256,975",0.2953,0.3057
20192020,103027503,Plum Borough SD,Allegheny,"$1,414,252,379","$789,393,071","4,519.803","$312,901",0.6390,"$174,652",0.5211,0.5918
20192020,103027753,Quaker Valley SD,Allegheny,"$1,752,931,541","$1,137,015,789","2,232.223","$785,285",0.1000,"$509,364",0.1000,0.1500
20192020,103028203,Riverview SD,Allegheny,"$607,497,068","$303,109,420","1,168.053","$520,093",0.4000,"$259,499",0.2884,0.3553
20192020,103028302,Shaler Area SD,Allegheny,"$1,941,597,766","$1,067,561,058","5,214.663","$372,334",0.5705,"$204,722",0.4386,0.5177
20192020,103028653,South Allegheny SD,Allegheny,"$306,868,086","$213,464,695","1,917.248","$160,056",0.8154,"$111,339",0.6947,0.7670
20192020,103028703,South Fayette Township SD,Allegheny,"$1,247,331,404","$704,603,030","3,618.986","$344,663",0.6024,"$194,696",0.4661,0.5478
20192020,103028753,South Park SD,Allegheny,"$682,442,972","$402,197,369","2,129.266","$320,506",0.6303,"$188,890",0.4820,0.5709
20192020,103028833,Steel Valley SD,Allegheny,"$667,488,232","$294,954,690","2,054.410","$324,905",0.6252,"$143,571",0.6063,0.6176
20192020,103028853,Sto-Rox SD,Allegheny,"$305,457,856","$156,020,474","1,973.905","$154,748",0.8215,"$79,041",0.7833,0.8062
20192020,103029203,Upper Saint Clair SD,Allegheny,"$2,023,166,993","$1,391,570,214","4,731.570","$427,588",0.5067,"$294,103",0.1935,0.3814
20192020,103029403,West Allegheny SD,Allegheny,"$2,105,492,679","$748,429,578","3,954.320","$532,453",0.3857,"$189,268",0.4810,0.4238
20192020,103029553,West Jefferson Hills SD,Allegheny,"$1,353,380,999","$685,121,578","3,418.584","$395,889",0.5433,"$200,410",0.4505,0.5061
20192020,103029603,West Mifflin Area SD,Allegheny,"$929,854,185","$429,208,725","3,018.287","$308,073",0.6446,"$142,202",0.6101,0.6307
20192020,103029803,Wilkinsburg Borough SD,Allegheny,"$388,218,744","$252,014,051","1,236.277","$314,022",0.6378,"$203,849",0.4410,0.5590
20192020,103029902,Woodland Hills SD,Allegheny,"$1,805,510,073","$1,033,201,205","5,505.976","$327,918",0.6217,"$187,650",0.4854,0.5671
20192020,128030603,Apollo-Ridge SD,Armstrong,"$309,676,061","$176,837,708","1,504.919","$205,775",0.7626,"$117,506",0.6778,0.7286
20192020,128030852,Armstrong SD,Armstrong,"$1,706,417,363","$808,513,185","6,403.414","$266,485",0.6926,"$126,262",0.6538,0.6770
20192020,128033053,Freeport Area SD,Armstrong,"$791,790,082","$383,837,085","2,262.226","$350,004",0.5962,"$169,672",0.5348,0.5716
20192020,128034503,Leechburg Area SD,Armstrong,"$218,980,444","$119,620,957",869.047,"$251,977",0.7093,"$137,646",0.6226,0.6745
20192020,127040503,Aliquippa SD,Beaver,"$246,040,337","$126,594,517","1,388.403","$177,211",0.7956,"$91,179",0.7500,0.7773
20192020,127040703,Ambridge Area SD,Beaver,"$1,019,525,763","$559,834,368","3,219.787","$316,643",0.6347,"$173,873",0.5232,0.5900
20192020,127041203,Beaver Area SD,Beaver,"$885,944,861","$427,268,153","2,406.253","$368,184",0.5753,"$177,565",0.5131,0.5503
20192020,127041503,Big Beaver Falls Area SD,Beaver,"$343,191,213","$199,795,325","2,064.564","$166,229",0.8083,"$96,773",0.7347,0.7787
20192020,127041603,Blackhawk SD,Beaver,"$1,004,741,857","$466,064,922","2,812.980","$357,180",0.5880,"$165,683",0.5457,0.5710
20192020,127042003,Central Valley SD,Beaver,"$1,183,071,970","$469,785,921","2,763.255","$428,144",0.5061,"$170,011",0.5338,0.5171
20192020,127042853,Freedom Area SD,Beaver,"$561,994,112","$242,383,218","1,700.210","$330,543",0.6187,"$142,560",0.6091,0.6148
20192020,127044103,Hopewell Area SD,Beaver,"$894,266,992","$470,296,371","2,515.666","$355,479",0.5899,"$186,947",0.4874,0.5488
20192020,127045303,Midland Borough SD,Beaver,"$65,434,178","$38,806,505",448.059,"$146,039",0.8316,"$86,610",0.7625,0.8039
20192020,127045653,New Brighton Area SD,Beaver,"$319,252,878","$186,704,380","1,698.563","$187,954",0.7832,"$109,919",0.6986,0.7493
20192020,127045853,Riverside Beaver County SD,Beaver,"$548,043,937","$262,617,191","1,746.935","$313,717",0.6381,"$150,330",0.5878,0.6179
20192020,127046903,Rochester Area SD,Beaver,"$202,008,073","$118,278,090",906.120,"$222,937",0.7428,"$130,532",0.6421,0.7024
20192020,127047404,South Side Area SD,Beaver,"$509,283,712","$175,148,509","1,233.030","$413,034",0.5235,"$142,047",0.6105,0.5583
20192020,127049303,Western Beaver County SD,Beaver,"$247,599,434","$117,349,541",893.647,"$277,066",0.6804,"$131,315",0.6399,0.6641
20192020,108051003,Bedford Area SD,Bedford,"$1,115,707,156","$340,173,827","2,354.170","$473,928",0.4533,"$144,498",0.6038,0.5134
20192020,108051503,Chestnut Ridge SD,Bedford,"$601,862,246","$194,874,893","1,688.614","$356,423",0.5888,"$115,405",0.6836,0.6266
20192020,108053003,Everett Area SD,Bedford,"$554,687,880","$165,423,941","1,497.341","$370,448",0.5727,"$110,478",0.6971,0.6224
20192020,108056004,Northern Bedford County SD,Bedford,"$358,159,150","$127,756,440","1,041.672","$343,831",0.6034,"$122,645",0.6637,0.6274
20192020,108058003,Tussey Mountain SD,Bedford,"$358,171,546","$107,517,839","1,071.007","$334,425",0.6142,"$100,389",0.7247,0.6583
20192020,114060503,Antietam SD,Berks,"$317,827,188","$164,267,970","1,336.742","$237,762",0.7257,"$122,886",0.6631,0.7006
20192020,114060753,Boyertown Area SD,Berks,"$3,711,660,891","$1,641,424,641","8,118.812","$457,167",0.4726,"$202,175",0.4456,0.4617
20192020,114060853,Brandywine Heights Area SD,Berks,"$863,603,813","$350,008,700","1,680.855","$513,788",0.4073,"$208,232",0.4290,0.4159
20192020,114061103,Conrad Weiser Area SD,Berks,"$1,295,915,350","$529,068,951","2,992.996","$432,982",0.5005,"$176,769",0.5153,0.5064
20192020,114061503,Daniel Boone Area SD,Berks,"$1,382,504,846","$779,532,652","4,019.790","$343,924",0.6033,"$193,923",0.4682,0.5491
20192020,114062003,Exeter Township SD,Berks,"$1,833,851,315","$952,032,790","4,739.387","$386,938",0.5536,"$200,876",0.4492,0.5117
20192020,114062503,Fleetwood Area SD,Berks,"$1,094,317,866","$489,753,238","2,994.108","$365,490",0.5784,"$163,572",0.5515,0.5676
20192020,114063003,Governor Mifflin SD,Berks,"$2,034,790,129","$939,841,000","4,993.151","$407,516",0.5299,"$188,226",0.4839,0.5114
20192020,114063503,Hamburg Area SD,Berks,"$1,100,836,871","$457,704,530","2,607.891","$422,117",0.5130,"$175,507",0.5188,0.5153
20192020,114064003,Kutztown Area SD,Berks,"$991,559,438","$357,206,220","1,617.292","$613,098",0.2927,"$220,866",0.3944,0.3333
20192020,114065503,Muhlenberg SD,Berks,"$1,598,876,299","$565,401,591","4,551.588","$351,278",0.5948,"$124,220",0.6594,0.6205
20192020,114066503,Oley Valley SD,Berks,"$999,162,848","$420,940,388","2,003.639","$498,674",0.4247,"$210,087",0.4239,0.4243
20192020,114067002,Reading SD,Berks,"$1,600,691,598","$1,029,218,696","21,366.237","$74,916",0.9136,"$48,170",0.8680,0.8953
20192020,114067503,Schuylkill Valley SD,Berks,"$1,178,070,053","$429,500,966","2,438.407","$483,131",0.4426,"$176,139",0.5170,0.4723
20192020,114068003,Tulpehocken Area SD,Berks,"$856,113,257","$327,071,164","1,717.680","$498,412",0.4250,"$190,414",0.4779,0.4461
20192020,114068103,Twin Valley SD,Berks,"$2,038,872,742","$823,501,895","3,834.410","$531,730",0.3866,"$214,766",0.4111,0.3963
20192020,114069103,Wilson  SD,Berks,"$3,435,422,381","$1,320,001,310","7,197.610","$477,300",0.4494,"$183,394",0.4971,0.4684
20192020,114069353,Wyomissing Area SD,Berks,"$992,552,766","$642,618,123","2,324.630","$426,972",0.5074,"$276,438",0.2420,0.4012
20192020,108070502,Altoona Area SD,Blair,"$2,276,360,244","$1,003,649,654","9,145.080","$248,916",0.7129,"$109,747",0.6991,0.7073
20192020,108071003,Bellwood-Antis SD,Blair,"$406,458,127","$185,466,844","1,481.719","$274,315",0.6836,"$125,170",0.6568,0.6728
20192020,108071504,Claysburg-Kimmel SD,Blair,"$224,162,170","$100,134,670",966.865,"$231,844",0.7326,"$103,566",0.7160,0.7259
20192020,108073503,Hollidaysburg Area SD,Blair,"$1,683,349,622","$800,446,327","4,045.777","$416,075",0.5200,"$197,847",0.4575,0.4950
20192020,108077503,Spring Cove SD,Blair,"$774,466,182","$272,608,912","2,169.280","$357,015",0.5882,"$125,667",0.6554,0.6150
20192020,108078003,Tyrone Area SD,Blair,"$651,387,824","$248,942,216","2,138.686","$304,573",0.6487,"$116,399",0.6808,0.6615
20192020,108079004,Williamsburg Community SD,Blair,"$138,107,290","$60,971,856",599.442,"$230,393",0.7342,"$101,714",0.7211,0.7289
20192020,117080503,Athens Area SD,Bradford,"$754,995,631","$254,615,771","2,427.652","$310,998",0.6412,"$104,881",0.7124,0.6696
20192020,117081003,Canton Area SD,Bradford,"$296,184,944","$106,518,479","1,076.425","$275,156",0.6826,"$98,955",0.7287,0.7009
20192020,117083004,Northeast Bradford SD,Bradford,"$312,835,991","$100,380,631",921.874,"$339,347",0.6085,"$108,887",0.7014,0.6456
20192020,117086003,Sayre Area SD,Bradford,"$369,364,849","$137,054,861","1,218.851","$303,043",0.6504,"$112,445",0.6917,0.6668
20192020,117086503,Towanda Area SD,Bradford,"$711,422,329","$202,216,743","1,837.908","$387,082",0.5535,"$110,025",0.6983,0.6114
20192020,117086653,Troy Area SD,Bradford,"$608,779,484","$183,911,881","1,746.938","$348,483",0.5980,"$105,276",0.7113,0.6433
20192020,117089003,Wyalusing Area SD,Bradford,"$539,970,051","$226,750,278","1,556.339","$346,948",0.5998,"$145,694",0.6005,0.6000
20192020,122091002,Bensalem Township SD,Bucks,"$5,402,600,162","$1,599,833,355","9,087.623","$594,500",0.3142,"$176,045",0.5173,0.3954
20192020,122091303,Bristol Borough SD,Bucks,"$563,466,344","$184,674,528","1,623.049","$347,165",0.5995,"$113,782",0.6880,0.6349
20192020,122091352,Bristol Township SD,Bucks,"$3,311,346,023","$1,168,137,927","8,588.535","$385,554",0.5552,"$136,011",0.6271,0.5839
20192020,122092002,Centennial SD,Bucks,"$4,611,745,853","$1,491,729,223","6,573.717","$701,543",0.1907,"$226,923",0.3777,0.2654
20192020,122092102,Central Bucks SD,Bucks,"$15,569,804,782","$6,110,725,673","21,373.362","$728,467",0.1596,"$285,903",0.2160,0.1821
20192020,122092353,Council Rock SD,Bucks,"$10,927,582,100","$4,926,750,817","12,763.148","$856,182",0.1000,"$386,013",0.1000,0.1500
20192020,122097203,Morrisville Borough SD,Bucks,"$494,832,275","$318,066,770","1,122.047","$441,008",0.4912,"$283,470",0.2227,0.3837
20192020,122097502,Neshaminy SD,Bucks,"$6,992,557,775","$2,442,954,671","10,945.507","$638,851",0.2630,"$223,192",0.3880,0.3130
20192020,122097604,New Hope-Solebury SD,Bucks,"$2,642,814,498","$1,107,441,297","1,699.851","$1,554,733",0.1000,"$651,493",0.1000,0.1500
20192020,122098003,Palisades SD,Bucks,"$2,467,444,975","$714,860,675","1,937.999","$1,273,192",0.1000,"$368,865",0.1000,0.1500
20192020,122098103,Pennridge SD,Bucks,"$5,315,659,069","$1,824,167,215","8,576.151","$619,818",0.2849,"$212,702",0.4167,0.3375
20192020,122098202,Pennsbury SD,Bucks,"$7,870,565,650","$3,275,683,251","12,543.879","$627,442",0.2762,"$261,137",0.2839,0.2792
20192020,122098403,Quakertown Community SD,Bucks,"$3,508,390,729","$1,096,764,889","6,224.551","$563,637",0.3498,"$176,199",0.5169,0.4165
20192020,104101252,Butler Area SD,Butler,"$3,233,184,537","$1,248,786,054","7,718.937","$418,863",0.5168,"$161,782",0.5564,0.5325
20192020,104103603,Karns City Area SD,Butler,"$470,696,533","$200,150,470","1,722.220","$273,308",0.6847,"$116,216",0.6813,0.6833
20192020,104105003,Mars Area SD,Butler,"$2,369,991,746","$1,198,710,475","3,879.848","$610,846",0.2953,"$308,958",0.1528,0.2382
20192020,104105353,Moniteau SD,Butler,"$479,709,912","$185,926,843","1,505.521","$318,633",0.6324,"$123,496",0.6614,0.6439
20192020,104107903,Seneca Valley SD,Butler,"$5,019,905,091","$2,124,717,357","8,383.045","$598,816",0.3092,"$253,454",0.3050,0.3075
20192020,104107503,Slippery Rock Area SD,Butler,"$1,084,617,616","$393,828,946","2,403.306","$451,302",0.4794,"$163,869",0.5507,0.5078
20192020,104107803,South Butler County SD,Butler,"$1,309,690,195","$567,632,280","2,710.423","$483,205",0.4426,"$209,425",0.4257,0.4357
20192020,108110603,Blacklick Valley SD,Cambria,"$135,396,182","$76,717,399",786.476,"$172,155",0.8014,"$97,545",0.7325,0.7738
20192020,108111203,Cambria Heights SD,Cambria,"$361,512,011","$192,834,792","1,615.205","$223,818",0.7418,"$119,387",0.6727,0.7140
20192020,108111303,Central Cambria SD,Cambria,"$717,227,358","$297,513,466","1,942.359","$369,255",0.5740,"$153,171",0.5800,0.5764
20192020,108111403,Conemaugh Valley SD,Cambria,"$187,863,372","$109,902,359",913.408,"$205,673",0.7628,"$120,321",0.6701,0.7256
20192020,108112003,Ferndale Area SD,Cambria,"$97,655,918","$67,765,241",858.991,"$113,686",0.8689,"$78,889",0.7837,0.8347
20192020,108112203,Forest Hills SD,Cambria,"$511,473,179","$269,908,785","2,133.441","$239,740",0.7235,"$126,513",0.6531,0.6953
20192020,108112502,Greater Johnstown SD,Cambria,"$658,396,981","$279,753,317","3,573.283","$184,255",0.7875,"$78,290",0.7854,0.7866
20192020,108114503,Northern Cambria SD,Cambria,"$224,344,184","$144,286,093","1,278.443","$175,482",0.7976,"$112,860",0.6905,0.7547
20192020,108116003,Penn Cambria SD,Cambria,"$510,830,250","$270,018,384","1,996.638","$255,845",0.7049,"$135,236",0.6292,0.6745
20192020,108116303,Portage Area SD,Cambria,"$192,573,014","$108,159,696","1,062.305","$181,278",0.7909,"$101,816",0.7208,0.7628
20192020,108116503,Richland SD,Cambria,"$975,674,433","$345,389,214","1,851.942","$526,838",0.3922,"$186,501",0.4886,0.4307
20192020,108118503,Westmont Hilltop SD,Cambria,"$566,561,677","$386,392,325","1,707.746","$331,759",0.6173,"$226,258",0.3796,0.5221
20192020,109122703,Cameron County SD,Cameron,"$202,347,785","$79,848,580",667.586,"$303,103",0.6504,"$119,607",0.6720,0.6590
20192020,121135003,Jim Thorpe Area SD,Carbon,"$1,487,331,397","$302,430,267","2,650.207","$561,213",0.3526,"$114,115",0.6871,0.4863
20192020,121135503,Lehighton Area SD,Carbon,"$944,888,046","$367,833,380","2,885.745","$327,432",0.6223,"$127,465",0.6505,0.6335
20192020,121136503,Palmerton Area SD,Carbon,"$768,649,197","$313,018,290","2,247.248","$342,040",0.6054,"$139,289",0.6181,0.6104
20192020,121136603,Panther Valley SD,Carbon,"$340,142,592","$196,760,590","2,191.269","$155,226",0.8210,"$89,792",0.7538,0.7941
20192020,121139004,Weatherly Area SD,Carbon,"$315,736,461","$101,339,436",754.097,"$418,694",0.5170,"$134,385",0.6315,0.5628
20192020,110141003,Bald Eagle Area SD,Centre,"$700,228,186","$274,571,382","1,960.349","$357,195",0.5879,"$140,062",0.6160,0.5991
20192020,110141103,Bellefonte Area SD,Centre,"$1,499,813,923","$574,226,888","3,446.423","$435,179",0.4980,"$166,615",0.5431,0.5160
20192020,110147003,Penns Valley Area SD,Centre,"$856,360,647","$273,150,213","1,765.035","$485,180",0.4403,"$154,756",0.5757,0.4943
20192020,110148002,State College Area SD,Centre,"$6,979,885,220","$2,207,333,639","8,440.076","$826,993",0.1000,"$261,530",0.2828,0.1731
20192020,124150503,Avon Grove SD,Chester,"$2,737,910,277","$931,306,320","6,968.633","$392,890",0.5468,"$133,642",0.6336,0.5814
20192020,124151902,Coatesville Area SD,Chester,"$4,273,071,865","$1,695,258,574","10,129.073","$421,862",0.5133,"$167,365",0.5411,0.5243
20192020,124152003,Downingtown Area SD,Chester,"$8,256,563,166","$3,668,198,000","15,558.429","$530,681",0.3878,"$235,769",0.3535,0.3740
20192020,124153503,Great Valley SD,Chester,"$5,722,369,276","$1,962,858,196","4,927.860","$1,161,228",0.1000,"$398,318",0.1000,0.1500
20192020,124154003,Kennett Consolidated SD,Chester,"$3,006,515,679","$909,148,281","5,169.855","$581,547",0.3291,"$175,855",0.5178,0.4045
20192020,124156503,Octorara Area SD,Chester,"$1,319,260,295","$563,389,308","3,014.788","$437,596",0.4952,"$186,875",0.4876,0.4921
20192020,124156603,Owen J Roberts SD,Chester,"$3,357,857,446","$1,769,387,352","6,451.613","$520,467",0.3996,"$274,255",0.2479,0.3388
20192020,124156703,Oxford Area SD,Chester,"$1,732,563,747","$561,449,344","5,046.098","$343,347",0.6039,"$111,264",0.6949,0.6402
20192020,124157203,Phoenixville Area SD,Chester,"$3,238,189,050","$1,525,571,963","5,017.209","$645,416",0.2554,"$304,067",0.1662,0.2196
20192020,124157802,Tredyffrin-Easttown SD,Chester,"$8,563,911,215","$3,704,761,920","8,045.620","$1,064,419",0.1000,"$460,469",0.1000,0.1500
20192020,124158503,Unionville-Chadds Ford SD,Chester,"$3,726,507,658","$1,551,717,714","4,587.515","$812,315",0.1000,"$338,247",0.1000,0.1500
20192020,124159002,West Chester Area SD,Chester,"$13,559,785,462","$5,105,520,049","14,816.343","$915,191",0.1000,"$344,587",0.1000,0.1500
20192020,106160303,Allegheny-Clarion Valley SD,Clarion,"$292,019,908","$104,889,682",844.902,"$345,625",0.6013,"$124,144",0.6596,0.6245
20192020,106161203,Clarion Area SD,Clarion,"$371,245,697","$156,967,634",898.092,"$413,371",0.5231,"$174,779",0.5207,0.5220
20192020,106161703,Clarion-Limestone Area SD,Clarion,"$301,489,821","$129,653,945","1,007.874","$299,134",0.6549,"$128,641",0.6473,0.6518
20192020,106166503,Keystone  SD,Clarion,"$299,164,905","$134,136,266","1,192.710","$250,827",0.7107,"$112,463",0.6916,0.7030
20192020,106167504,North Clarion County SD,Clarion,"$261,357,024","$93,703,608",698.181,"$374,339",0.5682,"$134,211",0.6320,0.5937
20192020,106168003,Redbank Valley SD,Clarion,"$307,161,116","$142,958,313","1,330.619","$230,840",0.7337,"$107,437",0.7054,0.7223
20192020,106169003,Union SD,Clarion,"$115,457,484","$66,231,576",657.916,"$175,489",0.7976,"$100,668",0.7240,0.7681
20192020,110171003,Clearfield Area SD,Clearfield,"$856,513,502","$339,066,518","2,658.204","$322,215",0.6283,"$127,554",0.6503,0.6370
20192020,110171803,Curwensville Area SD,Clearfield,"$263,719,596","$130,479,448","1,193.671","$220,931",0.7452,"$109,309",0.7003,0.7272
20192020,106172003,Dubois Area SD,Clearfield,"$1,456,125,318","$640,184,000","4,360.166","$333,960",0.6148,"$146,825",0.5974,0.6077
20192020,110173003,Glendale SD,Clearfield,"$176,556,329","$88,625,703",928.013,"$190,251",0.7806,"$95,500",0.7382,0.7635
20192020,110173504,Harmony Area SD,Clearfield,"$83,493,851","$42,193,593",330.234,"$252,832",0.7084,"$127,768",0.6497,0.6848
20192020,110175003,Moshannon Valley SD,Clearfield,"$221,250,877","$116,522,566","1,046.710","$211,377",0.7562,"$111,322",0.6948,0.7316
20192020,110177003,Philipsburg-Osceola Area SD,Clearfield,"$568,412,799","$254,737,473","2,036.267","$279,144",0.6780,"$125,100",0.6570,0.6696
20192020,110179003,West Branch Area SD,Clearfield,"$271,026,563","$130,875,936","1,214.572","$223,145",0.7426,"$107,754",0.7046,0.7273
20192020,110183602,Keystone Central SD,Clinton,"$1,887,030,107","$703,312,035","5,171.308","$364,903",0.5791,"$136,002",0.6271,0.5982
20192020,116191004,Benton Area SD,Columbia,"$353,975,479","$107,622,126",838.273,"$422,267",0.5129,"$128,385",0.6480,0.5669
20192020,116191103,Berwick Area SD,Columbia,"$1,161,163,885","$425,988,110","3,538.205","$328,178",0.6214,"$120,396",0.6699,0.6407
20192020,116191203,Bloomsburg Area SD,Columbia,"$978,471,944","$309,429,692","1,931.013","$506,714",0.4154,"$160,242",0.5606,0.4734
20192020,116191503,Central Columbia SD,Columbia,"$1,024,817,868","$403,265,979","2,278.731","$449,731",0.4812,"$176,969",0.5147,0.4945
20192020,116195004,Millville Area SD,Columbia,"$352,110,216","$113,713,185",851.610,"$413,464",0.5230,"$133,527",0.6339,0.5673
20192020,116197503,Southern Columbia Area SD,Columbia,"$673,593,833","$283,119,945","1,682.656","$400,315",0.5382,"$168,257",0.5386,0.5383
20192020,105201033,Conneaut SD,Crawford,"$936,253,354","$305,506,979","2,478.029","$377,821",0.5641,"$123,286",0.6620,0.6032
20192020,105201352,Crawford Central SD,Crawford,"$1,204,031,644","$567,448,769","4,423.321","$272,200",0.6860,"$128,285",0.6482,0.6708
20192020,105204703,Penncrest SD,Crawford,"$951,894,149","$428,737,544","3,433.439","$277,242",0.6802,"$124,871",0.6576,0.6711
20192020,115210503,Big Spring SD,Cumberland,"$1,430,277,005","$561,016,859","3,047.166","$469,379",0.4585,"$184,111",0.4952,0.4731
20192020,115211003,Camp Hill SD,Cumberland,"$680,816,701","$382,165,027","1,523.396","$446,907",0.4844,"$250,863",0.3121,0.4154
20192020,115211103,Carlisle Area SD,Cumberland,"$2,680,511,447","$891,871,630","6,038.100","$443,932",0.4879,"$147,707",0.5950,0.5307
20192020,115211603,Cumberland Valley SD,Cumberland,"$6,432,449,663","$2,396,687,931","10,429.941","$616,729",0.2885,"$229,789",0.3699,0.3210
20192020,115212503,East Pennsboro Area SD,Cumberland,"$1,559,125,950","$554,163,788","3,266.573","$477,297",0.4494,"$169,646",0.5348,0.4835
20192020,115216503,Mechanicsburg Area SD,Cumberland,"$2,304,987,725","$1,043,262,058","4,954.854","$465,197",0.4633,"$210,553",0.4226,0.4469
20192020,115218003,Shippensburg Area SD,Cumberland,"$1,719,201,644","$550,333,447","4,080.082","$421,364",0.5139,"$134,882",0.6302,0.5603
20192020,115218303,South Middleton SD,Cumberland,"$1,635,678,306","$442,941,121","2,535.523","$645,104",0.2558,"$174,694",0.5210,0.3618
20192020,115221402,Central Dauphin SD,Dauphin,"$7,343,067,672","$2,728,144,747","14,339.433","$512,089",0.4092,"$190,254",0.4783,0.4368
20192020,115221753,Derry Township SD,Dauphin,"$2,656,062,046","$1,063,541,113","4,062.213","$653,846",0.2457,"$261,813",0.2821,0.2602
20192020,115222504,Halifax Area SD,Dauphin,"$438,583,673","$188,959,691","1,272.680","$344,614",0.6025,"$148,473",0.5929,0.5986
