Fiscal Year,AUN,School District,County,"
Market
Value","
Personal
Income","
WADM","MV per
WADM",market_value_aid_ratio,"PI per
WADM",personal_income_aid_ratio,mvpi,H,"Market Value
Aid Ratio
July 2020",Percent Difference,"Market Value / Personal Income
Aid Ratio
July 2020",Percent Difference
20202021,110141003,Bald Eagle Area SD,Centre,"$698,672,663","$290,903,303","1,903.887","$366,971",0.5923,"$152,794",0.6185,0.6027,,0.5925,-0.03%,0.6039,-0.20%
20202021,110141103,Bellefonte Area SD,Centre,"$1,548,284,371","$608,393,821","3,250.243","$476,359",0.4708,"$187,184",0.5327,0.4954,,0.4708,0.00%,0.4850,2.14%
20202021,110147003,Penns Valley Area SD,Centre,"$873,054,818","$283,449,178","1,757.672","$496,710",0.4482,"$161,263",0.5974,0.5078,,0.4484,-0.04%,0.5007,1.42%
20202021,110148002,State College Area SD,Centre,"$7,338,991,664","$2,501,401,007","8,367.182","$877,116",0.1000,"$298,953",0.2536,0.1614,,0.1000,0.00%,0.1663,-2.95%
20202021,124150503,Avon Grove SD,Chester,"$2,813,008,710","$997,216,147","6,889.143","$408,324",0.5464,"$144,751",0.6386,0.5832,,0.5465,-0.02%,0.5798,0.59%
20202021,124151902,Coatesville Area SD,Chester,"$4,418,960,609","$1,771,812,730","10,435.711","$423,446",0.5296,"$169,783",0.5761,0.5481,,0.5297,-0.02%,0.5444,0.68%
20202021,124152003,Downingtown Area SD,Chester,"$8,618,457,157","$4,143,034,049","15,666.415","$550,123",0.3888,"$264,453",0.3397,0.3690,,0.3890,-0.05%,0.3661,0.79%
20202021,124153503,Great Valley SD,Chester,"$6,379,452,537","$2,509,668,867","5,059.776","$1,260,817",0.1000,"$496,003",0.1000,0.1500,,0.1000,0.00%,0.1500,0.00%
20202021,124154003,Kennett Consolidated SD,Chester,"$3,119,150,575","$998,584,842","5,112.950","$610,049",0.3222,"$195,305",0.5124,0.3982,,0.3225,-0.09%,0.3879,2.66%
20202021,124156503,Octorara Area SD,Chester,"$1,352,056,340","$640,195,527","2,925.941","$462,092",0.4866,"$218,799",0.4537,0.4733,,0.4868,-0.04%,0.5133,-7.79%
20202021,124156603,Owen J Roberts SD,Chester,"$3,551,110,095","$1,849,067,313","6,517.245","$544,879",0.3946,"$283,719",0.2916,0.3533,,0.3949,-0.08%,0.3677,-3.92%
20202021,124156703,Oxford Area SD,Chester,"$1,761,653,344","$615,709,172","4,937.488","$356,791",0.6036,"$124,700",0.6887,0.6375,,0.6038,-0.03%,0.6363,0.19%
20202021,124157203,Phoenixville Area SD,Chester,"$3,364,554,983","$1,841,131,124","5,089.661","$661,056",0.2656,"$361,739",0.1000,0.1993,,0.2658,-0.08%,0.1994,-0.05%
20202021,124157802,Tredyffrin-Easttown SD,Chester,"$8,941,758,580","$3,950,233,000","8,241.407","$1,084,979",0.1000,"$479,315",0.1000,0.1500,,0.1000,0.00%,0.1500,0.00%
20202021,124158503,Unionville-Chadds Ford SD,Chester,"$3,878,574,906","$1,828,401,061","4,648.951","$834,290",0.1000,"$393,293",0.1000,0.1500,,0.1000,0.00%,0.1500,0.00%
20202021,124159002,West Chester Area SD,Chester,"$14,207,175,901","$5,599,036,104","14,773.988","$961,634",0.1000,"$378,979",0.1000,0.1500,,0.1000,0.00%,0.1500,0.00%
20202021,106160303,Allegheny-Clarion Valley SD,Clarion,"$297,039,880","$114,696,059",804.075,"$369,418",0.5896,"$142,643",0.6439,0.6112,,0.5901,-0.08%,0.6012,1.66%
20202021,106161203,Clarion Area SD,Clarion,"$381,996,064","$168,832,241",908.559,"$420,441",0.5329,"$185,824",0.5361,0.5341,,0.5331,-0.04%,0.5331,0.19%
20202021,106161703,Clarion-Limestone Area SD,Clarion,"$307,793,619","$140,050,775",995.674,"$309,130",0.6566,"$140,659",0.6488,0.6534,,0.6567,-0.02%,0.6507,0.41%
20202021,106166503,Keystone SD,Clarion,"$296,021,490","$149,907,500","1,150.548","$257,287",0.7142,"$130,292",0.6747,0.6983,,0.7143,-0.01%,0.6953,0.43%
20202021,106167504,North Clarion County SD,Clarion,"$260,582,210","$102,933,836",719.839,"$362,000",0.5978,"$142,995",0.6430,0.6158,,0.5980,-0.03%,0.6212,-0.87%
20202021,106168003,Redbank Valley SD,Clarion,"$310,837,279","$151,870,772","1,360.740","$228,432",0.7462,"$111,608",0.7214,0.7362,,0.7463,-0.01%,0.7337,0.34%
20202021,106169003,Union SD,Clarion,"$114,332,362","$71,285,109",671.773,"$170,194",0.8110,"$106,114",0.7351,0.7806,,0.8110,0.00%,0.7753,0.68%
20202021,110171003,Clearfield Area SD,Clearfield,"$877,421,222","$357,582,172","2,584.162","$339,538",0.6228,"$138,374",0.6546,0.6354,,0.6229,-0.02%,0.6311,0.68%
20202021,110171803,Curwensville Area SD,Clearfield,"$281,300,827","$140,506,346","1,203.656","$233,705",0.7404,"$116,732",0.7086,0.7276,,0.7405,-0.01%,0.7256,0.28%
20202021,106172003,DuBois Area SD,Clearfield,"$1,558,341,165","$697,152,803","4,277.181","$364,338",0.5952,"$162,993",0.5931,0.5943,,0.5954,-0.03%,0.5920,0.39%
20202021,110173003,Glendale SD,Clearfield,"$186,995,538","$93,957,881",919.468,"$203,373",0.7741,"$102,187",0.7449,0.7623,,0.7742,-0.01%,0.7636,-0.17%
20202021,110173504,Harmony Area SD,Clearfield,"$88,853,077","$43,697,088",300.808,"$295,381",0.6719,"$145,265",0.6373,0.6580,,0.6720,-0.01%,0.6564,0.24%
20202021,110175003,Moshannon Valley SD,Clearfield,"$235,601,227","$126,315,461","1,040.578","$226,413",0.7485,"$121,389",0.6970,0.7279,,0.7486,-0.01%,0.7261,0.25%
20202021,110177003,Philipsburg-Osceola Area SD,Clearfield,"$568,907,610","$274,142,027","2,016.571","$282,116",0.6866,"$135,944",0.6606,0.6761,,0.6867,-0.01%,0.6731,0.45%
20202021,110179003,West Branch Area SD,Clearfield,"$291,639,477","$143,784,760","1,187.117","$245,670",0.7271,"$121,120",0.6976,0.7152,,0.7272,-0.01%,0.7118,0.48%
20202021,110183602,Keystone Central SD,Clinton,"$1,969,526,967","$730,179,859","5,096.259","$386,465",0.5707,"$143,277",0.6423,0.5993,,0.5708,-0.02%,0.5990,0.05%
20202021,116191004,Benton Area SD,Columbia,"$366,782,335","$124,812,239",819.312,"$447,671",0.5027,"$152,337",0.6197,0.5494,,0.5028,-0.02%,0.5506,-0.22%
20202021,116191103,Berwick Area SD,Columbia,"$1,248,508,734","$450,374,189","3,513.714","$355,324",0.6053,"$128,176",0.6800,0.6351,,0.6054,-0.02%,0.6308,0.68%
20202021,116191203,Bloomsburg Area SD,Columbia,"$1,008,403,329","$321,577,865","1,929.064","$522,742",0.4192,"$166,701",0.5838,0.4850,,0.4195,-0.07%,0.4721,2.73%
20202021,116191503,Central Columbia SD,Columbia,"$1,094,798,245","$423,294,671","2,313.755","$473,169",0.4743,"$182,947",0.5433,0.5018,,0.4745,-0.04%,0.5074,-1.10%
20202021,116195004,Millville Area SD,Columbia,"$354,966,930","$128,198,996",836.908,"$424,140",0.5288,"$153,181",0.6176,0.5642,,0.5290,-0.04%,0.5609,0.59%
20202021,116197503,Southern Columbia Area SD,Columbia,"$703,421,539","$285,725,617","1,676.172","$419,659",0.5338,"$170,463",0.5744,0.5499,,0.5339,-0.02%,0.5496,0.05%
20202021,105201033,Conneaut SD,Crawford,"$947,237,618","$346,768,796","2,339.732","$404,848",0.5502,"$148,208",0.6300,0.5821,,0.5504,-0.04%,0.5832,-0.19%
20202021,105201352,Crawford Central SD,Crawford,"$1,240,010,602","$943,966,720","4,273.570","$290,158",0.6777,"$220,884",0.4485,0.5860,,0.6778,-0.01%,0.6017,-2.61%
20202021,105204703,Penncrest SD,Crawford,"$980,117,055","$564,203,313","3,351.418","$292,448",0.6751,"$168,347",0.5797,0.6368,,0.6752,-0.01%,0.6364,0.06%
20202021,115210503,Big Spring SD,Cumberland,"$1,486,858,568","$597,875,306","3,036.443","$489,671",0.4560,"$196,899",0.5084,0.4769,,0.4562,-0.04%,0.4760,0.19%
20202021,115211003,Camp Hill SD,Cumberland,"$710,635,170","$435,378,322","1,538.335","$461,950",0.4868,"$283,019",0.2934,0.4093,,0.4870,-0.04%,0.4186,-2.22%
20202021,115211103,Carlisle Area SD,Cumberland,"$2,799,406,583","$962,992,146","6,190.130","$452,237",0.4976,"$155,568",0.6116,0.5431,,0.4978,-0.04%,0.5340,1.70%
20202021,115211603,Cumberland Valley SD,Cumberland,"$6,898,471,962","$2,504,646,653","10,727.379","$643,071",0.2855,"$233,481",0.4171,0.3381,,0.2858,-0.10%,0.3366,0.45%
20202021,115212503,East Pennsboro Area SD,Cumberland,"$1,611,311,598","$595,982,170","3,220.150","$500,384",0.4441,"$185,079",0.5379,0.4815,,0.4437,0.09%,0.4842,-0.56%
20202021,115216503,Mechanicsburg Area SD,Cumberland,"$2,446,522,811","$1,170,404,013","5,116.973","$478,119",0.4688,"$228,729",0.4289,0.4527,,0.4690,-0.04%,0.4393,3.05%
20202021,115218003,Shippensburg Area SD,Cumberland,"$1,770,004,277","$595,807,693","4,036.166","$438,536",0.5128,"$147,617",0.6315,0.5602,,0.5130,-0.04%,0.5578,0.43%
20202021,115218303,South Middleton SD,Cumberland,"$1,641,064,863","$472,316,852","2,565.626","$639,635",0.2894,"$184,094",0.5404,0.3897,,0.2896,-0.07%,0.3931,-0.86%
20202021,115221402,Central Dauphin SD,Dauphin,"$7,570,466,981","$2,939,707,760","14,805.658","$511,322",0.4319,"$198,552",0.5043,0.4608,,0.4321,-0.05%,0.4606,0.04%
20202021,115221753,Derry Township SD,Dauphin,"$2,771,452,609","$1,172,382,354","4,237.260","$654,067",0.2733,"$276,684",0.3092,0.2875,,0.2736,-0.11%,0.2991,-3.88%
20202021,115222504,Halifax Area SD,Dauphin,"$452,698,434","$198,481,629","1,199.720","$377,336",0.5808,"$165,439",0.5870,0.5832,,0.5809,-0.02%,0.5819,0.22%
20202021,115222752,Harrisburg City SD,Dauphin,"$2,088,747,135","$692,723,334","8,925.121","$234,030",0.7400,"$77,615",0.8063,0.7665,,0.7401,-0.01%,0.7561,1.38%
20202021,115224003,Lower Dauphin SD,Dauphin,"$2,135,340,122","$922,711,461","4,507.099","$473,772",0.4737,"$204,724",0.4889,0.4797,,0.4738,-0.02%,0.4722,1.59%
20202021,115226003,Middletown Area SD,Dauphin,"$1,330,621,611","$442,471,920","2,942.586","$452,194",0.4976,"$150,368",0.6246,0.5483,,0.4978,-0.04%,0.5446,0.68%
20202021,115226103,Millersburg Area SD,Dauphin,"$328,334,261","$159,101,899",957.689,"$342,840",0.6191,"$166,131",0.5852,0.6054,,0.6193,-0.03%,0.6016,0.63%
20202021,115228003,Steelton-Highspire SD,Dauphin,"$254,936,849","$123,678,716","1,808.904","$140,934",0.8435,"$68,372",0.8293,0.8378,,0.8435,0.00%,0.8347,0.37%
20202021,115228303,Susquehanna Township SD,Dauphin,"$2,220,743,147","$795,640,291","3,692.896","$601,355",0.3319,"$215,451",0.4621,0.3839,,0.3321,-0.06%,0.3910,-1.82%
20202021,115229003,Upper Dauphin Area SD,Dauphin,"$502,758,676","$192,263,109","1,386.014","$362,737",0.5970,"$138,716",0.6537,0.6196,,0.5972,-0.03%,0.6070,2.08%
20202021,125231232,Chester-Upland SD,Delaware,"$1,234,716,429","$450,863,261","7,964.508","$155,027",0.8278,"$56,609",0.8587,0.8400,,0.8279,-0.01%,0.8474,-0.87%
20202021,125231303,Chichester SD,Delaware,"$1,531,035,528","$521,890,758","3,978.981","$384,780",0.5725,"$131,161",0.6726,0.6125,,0.5727,-0.03%,0.6097,0.46%
20202021,125234103,Garnet Valley SD,Delaware,"$3,781,604,114","$1,366,865,345","5,528.907","$683,969",0.2401,"$247,221",0.3828,0.2971,,0.2404,-0.12%,0.3023,-1.72%
20202021,125234502,Haverford Township SD,Delaware,"$4,917,670,776","$2,516,525,884","7,351.874","$668,900",0.2568,"$342,297",0.1454,0.2121,,0.2571,-0.12%,0.2038,4.07%
20202021,125235103,Interboro SD,Delaware,"$1,676,238,033","$538,412,723","4,022.815","$416,682",0.5371,"$133,839",0.6659,0.5885,,0.5373,-0.04%,0.5871,0.24%
20202021,125235502,Marple Newtown SD,Delaware,"$5,293,101,844","$2,481,555,234","3,921.731","$1,349,685",0.1000,"$632,770",0.1000,0.1500,,0.1000,0.00%,0.1500,0.00%
20202021,125236903,Penn-Delco SD,Delaware,"$1,988,366,724","$772,075,095","3,958.057","$502,359",0.4419,"$195,064",0.5130,0.4703,,0.4421,-0.05%,0.4550,3.36%
20202021,125237603,Radnor Township SD,Delaware,"$5,319,143,008","$3,034,539,191","4,373.766","$1,216,147",0.1000,"$693,804",0.1000,0.1500,,0.1000,0.00%,0.1500,0.00%
20202021,125237702,Ridley SD,Delaware,"$2,629,666,528","$1,080,993,888","6,519.435","$403,358",0.5519,"$165,810",0.5860,0.5655,,0.5521,-0.04%,0.5634,0.37%
20202021,125237903,Rose Tree Media SD,Delaware,"$4,319,073,286","$2,131,949,213","4,508.525","$957,979",0.1000,"$472,870",0.1000,0.1500,,0.1000,0.00%,0.1500,0.00%
20202021,125238402,Southeast Delco SD,Delaware,"$1,237,863,095","$492,738,954","5,544.766","$223,248",0.7520,"$88,865",0.7782,0.7624,,0.7521,-0.01%,0.7694,-0.91%
20202021,125238502,Springfield SD,Delaware,"$2,678,281,788","$1,040,317,770","4,758.003","$562,900",0.3746,"$218,645",0.4541,0.4063,,0.3748,-0.05%,0.3816,6.47%
20202021,125239452,Upper Darby SD,Delaware,"$3,764,048,765","$2,066,011,290","15,247.558","$246,862",0.7258,"$135,497",0.6617,0.7000,,0.7259,-0.01%,0.7053,-0.75%
20202021,125239603,Wallingford-Swarthmore SD,Delaware,"$2,166,309,212","$1,161,887,301","4,213.672","$514,114",0.4288,"$275,742",0.3116,0.3818,,0.4290,-0.05%,0.3789,0.77%
20202021,125239652,William Penn SD,Delaware,"$1,426,434,713","$770,577,987","6,681.655","$213,485",0.7629,"$115,327",0.7121,0.7425,,0.7629,0.00%,0.7587,-2.14%
20202021,109243503,Johnsonburg Area SD,Elk,"$159,545,012","$95,202,829",676.490,"$235,842",0.7380,"$140,730",0.6487,0.7022,,0.7381,-0.01%,0.7004,0.26%
20202021,109246003,Ridgway Area SD,Elk,"$242,275,850","$155,561,473",938.555,"$258,137",0.7132,"$165,745",0.5862,0.6623,,0.7133,-0.01%,0.6589,0.52%
20202021,109248003,Saint Marys Area SD,Elk,"$966,167,489","$538,486,661","2,395.504","$403,325",0.5519,"$224,790",0.4388,0.5066,,0.5521,-0.04%,0.5036,0.60%
20202021,105251453,Corry Area SD,Erie,"$532,304,070","$250,696,139","2,360.087","$225,544",0.7495,"$106,223",0.7348,0.7436,,0.7495,0.00%,0.7454,-0.24%
20202021,105252602,Erie City SD,Erie,"$2,807,443,356","$1,471,741,296","14,790.475","$189,814",0.7892,"$99,506",0.7516,0.7741,,0.7892,0.00%,0.7676,0.85%
20202021,105253303,Fairview SD,Erie,"$865,885,164","$461,234,553","2,061.435","$420,040",0.5334,"$223,744",0.4414,0.4965,,0.5335,-0.02%,0.4973,-0.16%
20202021,105253553,Fort LeBoeuf SD,Erie,"$1,349,729,090","$356,262,920","2,532.486","$532,966",0.4079,"$140,677",0.6488,0.5042,,0.4081,-0.05%,0.5026,0.32%
20202021,105253903,General McLane SD,Erie,"$948,058,586","$389,377,820","2,510.380","$377,655",0.5804,"$155,107",0.6128,0.5933,,0.5806,-0.03%,0.5947,-0.24%
20202021,105254053,Girard SD,Erie,"$489,649,196","$227,636,678","1,927.947","$253,974",0.7179,"$118,072",0.7052,0.7127,,0.7170,0.13%,0.7130,-0.04%
20202021,105254353,Harbor Creek SD,Erie,"$956,839,865","$378,602,692","2,531.265","$378,008",0.5801,"$149,570",0.6266,0.5986,,0.5802,-0.02%,0.6015,-0.48%
20202021,105256553,Iroquois SD,Erie,"$242,570,646","$121,399,994","1,458.004","$166,371",0.8152,"$83,264",0.7922,0.8059,,0.8153,-0.01%,0.8066,-0.09%
20202021,105257602,Millcreek Township SD,Erie,"$3,722,068,430","$1,842,893,427","7,741.504","$480,793",0.4659,"$238,053",0.4057,0.4417,,0.4660,-0.02%,0.4602,-4.02%
20202021,105258303,North East SD,Erie,"$568,195,204","$242,256,892","1,978.024","$287,253",0.6809,"$122,474",0.6943,0.6862,,0.6814,-0.07%,0.6799,0.93%
20202021,105258503,Northwestern SD,Erie,"$424,137,662","$183,751,405","1,633.804","$259,601",0.7116,"$112,468",0.7192,0.7145,,0.7117,-0.01%,0.7138,0.10%
20202021,105259103,Union City Area SD,Erie,"$259,489,454","$109,404,007","1,253.549","$207,003",0.7701,"$87,275",0.7821,0.7748,,0.7701,0.00%,0.7718,0.39%
20202021,105259703,Wattsburg Area SD,Erie,"$565,979,251","$251,492,614","1,594.746","$354,902",0.6057,"$157,700",0.6063,0.6059,,0.6059,-0.03%,0.6123,-1.05%
20202021,101260303,Albert Gallatin Area SD,Fayette,"$967,169,460","$432,160,706","4,009.873","$241,197",0.7321,"$107,774",0.7310,0.7316,,0.7322,-0.01%,0.7279,0.51%
20202021,101260803,Brownsville Area SD,Fayette,"$402,170,254","$214,924,662","1,976.578","$203,467",0.7740,"$108,735",0.7286,0.7558,,0.7741,-0.01%,0.7536,0.29%
20202021,101261302,Connellsville Area SD,Fayette,"$1,464,590,823","$659,879,219","5,191.841","$282,094",0.6866,"$127,099",0.6827,0.6849,,0.6867,-0.01%,0.6811,0.56%
20202021,101262903,Frazier SD,Fayette,"$405,185,167","$189,786,090","1,373.642","$294,971",0.6723,"$138,162",0.6551,0.6653,,0.6724,-0.01%,0.6614,0.59%
20202021,101264003,Laurel Highlands SD,Fayette,"$1,369,966,303","$509,445,771","3,459.899","$395,955",0.5601,"$147,242",0.6324,0.5889,,0.5603,-0.04%,0.5879,0.17%
20202021,101268003,Uniontown Area SD,Fayette,"$1,309,887,747","$484,826,402","3,311.764","$395,525",0.5606,"$146,395",0.6345,0.5901,,0.5607,-0.02%,0.5911,-0.17%
20202021,106272003,Forest Area SD,Forest,"$463,465,189","$74,566,102",522.027,"$887,818",0.1000,"$142,839",0.6434,0.3173,,0.1000,0.00%,0.3140,1.05%
20202021,112281302,Chambersburg Area SD,Franklin,"$4,967,743,037","$1,695,836,609","11,333.108","$438,338",0.5130,"$149,635",0.6264,0.5583,,0.5132,-0.04%,0.5559,0.43%
20202021,112282004,Fannett-Metal SD,Franklin,"$318,260,470","$89,026,088",557.061,"$571,320",0.3653,"$159,813",0.6010,0.4595,,0.3655,-0.05%,0.4575,0.44%
20202021,112283003,Greencastle-Antrim SD,Franklin,"$1,554,023,537","$571,924,179","3,606.629","$430,879",0.5213,"$158,575",0.6041,0.5543,,0.5215,-0.04%,0.5496,0.86%
20202021,112286003,Tuscarora SD,Franklin,"$1,264,307,934","$427,976,583","2,829.647","$446,807",0.5036,"$151,247",0.6224,0.5510,,0.5038,-0.04%,0.5542,-0.58%
20202021,112289003,Waynesboro Area SD,Franklin,"$1,832,261,838","$732,901,160","5,272.029","$347,543",0.6139,"$139,016",0.6529,0.6294,,0.6140,-0.02%,0.6276,0.29%
20202021,111291304,Central Fulton SD,Fulton,"$407,116,937","$143,201,546","1,179.123","$345,270",0.6164,"$121,447",0.6968,0.6485,,0.6166,-0.03%,0.6477,0.12%
20202021,111292304,Forbes Road SD,Fulton,"$166,263,556","$59,793,061",438.004,"$379,593",0.5783,"$136,512",0.6592,0.6105,,0.5784,-0.02%,0.6078,0.44%
20202021,111297504,Southern Fulton SD,Fulton,"$346,944,379","$122,200,257",845.978,"$410,110",0.5444,"$144,448",0.6394,0.5823,,0.5445,-0.02%,0.5819,0.07%
20202021,101301303,Carmichaels Area SD,Greene,"$254,587,452","$143,531,554","1,293.064","$196,886",0.7813,"$111,001",0.7229,0.7578,,0.7814,-0.01%,0.7492,1.15%
20202021,101301403,Central Greene SD,Greene,"$817,341,890","$363,145,989","2,037.465","$401,156",0.5543,"$178,234",0.5550,0.5545,,0.5545,-0.04%,0.5562,-0.31%
20202021,101303503,Jefferson-Morgan SD,Greene,"$223,197,872","$138,899,928",906.700,"$246,165",0.7265,"$153,192",0.6176,0.6829,,0.7266,-0.01%,0.6848,-0.28%
20202021,101306503,Southeastern Greene SD,Greene,"$170,349,379","$95,673,558",702.115,"$242,623",0.7305,"$136,264",0.6598,0.7022,,0.7306,-0.01%,0.7061,-0.55%
20202021,101308503,West Greene SD,Greene,"$927,679,162","$162,172,747",800.380,"$1,159,048",0.1000,"$202,619",0.4941,0.2576,,0.1000,0.00%,0.2509,2.67%
20202021,111312503,Huntingdon Area SD,Huntingdon,"$996,796,671","$330,005,749","2,292.428","$434,821",0.5169,"$143,954",0.6406,0.5663,,0.5171,-0.04%,0.5551,2.02%
20202021,111312804,Juniata Valley SD,Huntingdon,"$282,567,214","$107,992,588",881.218,"$320,655",0.6438,"$122,549",0.6941,0.6638,,0.6439,-0.02%,0.6641,-0.05%
20202021,111316003,Mount Union Area SD,Huntingdon,"$415,372,393","$160,625,661","1,634.212","$254,172",0.7176,"$98,289",0.7546,0.7323,,0.7177,-0.01%,0.7336,-0.18%
20202021,111317503,Southern Huntingdon County SD,Huntingdon,"$494,990,506","$158,185,986","1,360.493","$363,831",0.5958,"$116,271",0.7097,0.6412,,0.5959,-0.02%,0.6417,-0.08%
20202021,128321103,Blairsville-Saltsburg SD,Indiana,"$567,137,865","$289,725,358","1,796.147","$315,752",0.6492,"$161,303",0.5973,0.6284,,0.6493,-0.02%,0.6251,0.53%
20202021,128323303,Homer-Center SD,Indiana,"$271,347,962","$128,923,846","1,018.524","$266,412",0.7040,"$126,579",0.6840,0.6960,,0.7048,-0.11%,0.6957,0.04%
20202021,128323703,Indiana Area SD,Indiana,"$1,573,911,301","$636,508,451","3,345.717","$470,425",0.4774,"$190,245",0.5250,0.4964,,0.4776,-0.04%,0.4966,-0.04%
20202021,128325203,Marion Center Area SD,Indiana,"$467,671,864","$214,839,269","1,507.930","$310,141",0.6555,"$142,472",0.6443,0.6510,,0.6556,-0.02%,0.6533,-0.35%
20202021,128326303,Penns Manor Area SD,Indiana,"$224,081,046","$119,162,789",947.185,"$236,575",0.7372,"$125,807",0.6859,0.7166,,0.7373,-0.01%,0.7188,-0.31%
20202021,128327303,Purchase Line SD,Indiana,"$250,423,804","$132,083,578",998.542,"$250,789",0.7214,"$132,276",0.6698,0.7007,,0.7215,-0.01%,0.6971,0.52%
20202021,128328003,United SD,Indiana,"$344,744,456","$151,488,195","1,234.522","$279,253",0.6898,"$122,710",0.6937,0.6912,,0.6899,-0.01%,0.6903,0.13%
20202021,106330703,Brockway Area SD,Jefferson,"$322,764,386","$222,372,316","1,186.898","$271,939",0.6979,"$187,355",0.5323,0.6316,,0.6980,-0.01%,0.6698,-5.70%
20202021,106330803,Brookville Area SD,Jefferson,"$633,131,664","$244,758,772","1,835.476","$344,941",0.6168,"$133,348",0.6671,0.6368,,0.6169,-0.02%,0.6349,0.30%
20202021,106338003,Punxsutawney Area SD,Jefferson,"$839,830,409","$396,586,782","2,603.318","$322,600",0.6416,"$152,338",0.6197,0.6327,,0.6417,-0.02%,0.6292,0.56%
20202021,111343603,Juniata County SD,Juniata,"$1,518,422,179","$503,674,864","3,350.102","$453,246",0.4965,"$150,346",0.6247,0.5477,,0.4966,-0.02%,0.5482,-0.09%
20202021,119350303,Abington Heights SD,Lackawanna,"$1,963,863,272","$1,067,761,567","3,940.749","$498,347",0.4463,"$270,953",0.3235,0.3971,,0.4465,-0.04%,0.4037,-1.63%
20202021,119351303,Carbondale Area SD,Lackawanna,"$343,468,812","$183,077,677","1,958.344","$175,387",0.8052,"$93,485",0.7666,0.7897,,0.8053,-0.01%,0.7818,1.01%
20202021,119352203,Dunmore SD,Lackawanna,"$684,885,667","$373,687,285","1,792.546","$382,074",0.5755,"$208,467",0.4795,0.5371,,0.5757,-0.03%,0.5246,2.38%
20202021,119354603,Lakeland SD,Lackawanna,"$718,768,949","$308,534,952","1,796.432","$400,109",0.5555,"$171,748",0.5712,0.5617,,0.5557,-0.04%,0.5661,-0.78%
20202021,119355503,Mid Valley SD,Lackawanna,"$989,613,270","$350,046,610","2,192.802","$451,300",0.4986,"$159,634",0.6015,0.5397,,0.4988,-0.04%,0.5400,-0.06%
20202021,119356503,North Pocono SD,Lackawanna,"$1,671,175,705","$624,374,410","3,612.184","$462,649",0.4860,"$172,852",0.5685,0.5190,,0.4862,-0.04%,0.5213,-0.44%
20202021,119356603,Old Forge SD,Lackawanna,"$406,338,860","$206,881,481","1,147.683","$354,051",0.6067,"$180,260",0.5500,0.5840,,0.6068,-0.02%,0.5808,0.55%
20202021,119357003,Riverside SD,Lackawanna,"$811,462,562","$336,614,299","1,894.803","$428,256",0.5242,"$177,651",0.5565,0.5371,,0.5244,-0.04%,0.5553,-3.28%
20202021,119357402,Scranton SD,Lackawanna,"$2,378,758,636","$1,148,019,629","11,985.710","$198,466",0.7795,"$95,782",0.7609,0.7720,,0.7796,-0.01%,0.7687,0.43%
20202021,119358403,Valley View SD,Lackawanna,"$1,105,935,026","$455,686,019","2,874.077","$384,796",0.5725,"$158,550",0.6042,0.5851,,0.5727,-0.03%,0.5848,0.05%
20202021,113361303,Cocalico SD,Lancaster,"$1,741,521,763","$727,666,593","3,519.176","$494,866",0.4502,"$206,771",0.4838,0.4636,,0.4504,-0.04%,0.4565,1.56%
20202021,113361503,Columbia Borough SD,Lancaster,"$357,874,779","$192,170,432","1,706.534","$209,708",0.7670,"$112,608",0.7189,0.7477,,0.7671,-0.01%,0.7507,-0.40%
20202021,113361703,Conestoga Valley SD,Lancaster,"$3,222,605,595","$1,054,631,542","5,044.698","$638,810",0.2903,"$209,057",0.4781,0.3653,,0.2905,-0.07%,0.3798,-3.82%
20202021,113362203,Donegal SD,Lancaster,"$1,469,051,964","$675,653,415","3,552.025","$413,581",0.5405,"$190,216",0.5251,0.5343,,0.5407,-0.04%,0.5427,-1.55%
20202021,113362303,Eastern Lancaster County SD,Lancaster,"$2,730,855,375","$966,935,723","3,528.600","$773,920",0.1402,"$274,028",0.3158,0.2104,,0.1405,-0.21%,0.2193,-4.06%
20202021,113362403,Elizabethtown Area SD,Lancaster,"$1,943,890,711","$889,134,138","4,504.235","$431,569",0.5205,"$197,399",0.5072,0.5151,,0.5207,-0.04%,0.5058,1.84%
20202021,113362603,Ephrata Area SD,Lancaster,"$2,264,229,106","$979,229,934","4,832.535","$468,538",0.4795,"$202,632",0.4941,0.4853,,0.4797,-0.04%,0.4887,-0.70%
20202021,113363103,Hempfield SD,Lancaster,"$4,445,844,126","$1,849,489,571","8,089.167","$549,604",0.3894,"$228,637",0.4292,0.4052,,0.3896,-0.05%,0.4137,-2.05%
20202021,113363603,Lampeter-Strasburg SD,Lancaster,"$1,906,067,453","$815,918,872","3,522.366","$541,132",0.3988,"$231,639",0.4217,0.4078,,0.3990,-0.05%,0.4075,0.07%
20202021,113364002,Lancaster SD,Lancaster,"$3,397,523,625","$1,553,253,469","12,826.286","$264,887",0.7057,"$121,099",0.6977,0.7024,,0.7058,-0.01%,0.6815,3.07%
20202021,113364403,Manheim Central SD,Lancaster,"$2,240,592,200","$826,139,914","3,638.845","$615,742",0.3159,"$227,033",0.4332,0.3627,,0.3162,-0.09%,0.3669,-1.14%
20202021,113364503,Manheim Township SD,Lancaster,"$3,841,456,978","$1,908,169,116","6,890.112","$557,531",0.3806,"$276,943",0.3086,0.3517,,0.3808,-0.05%,0.3634,-3.22%
20202021,113365203,Penn Manor SD,Lancaster,"$2,813,661,777","$1,180,353,018","6,244.181","$450,605",0.4994,"$189,032",0.5281,0.5108,,0.4996,-0.04%,0.5141,-0.64%
