Fiscal Year,AUN,School District,County,"
Market
Value","
Personal
Income","
WADM","MV per
WADM",market_value_aid_ratio,"PI per
WADM",personal_income_aid_ratio,mvpi
20232024,108567404,Shanksville-Stonycreek SD,Somerset,"$367,495,907","$92,635,618",326.455,"$1,125,716",0.1000,"$283,762",0.3941,0.2176
20232024,108567703,Somerset Area SD,Somerset,"$1,209,482,374","$455,085,415","2,397.461","$504,484",0.4810,"$189,819",0.5947,0.5264
20232024,108568404,Turkeyfoot Valley Area SD,Somerset,"$192,734,831","$46,099,205",329.753,"$584,482",0.3987,"$139,799",0.7015,0.5198
20232024,108569103,Windber Area SD,Somerset,"$334,524,941","$179,547,925","1,462.057","$228,804",0.7646,"$122,805",0.7378,0.7538
20232024,117576303,Sullivan County SD,Sullivan,"$917,698,320","$141,799,211",770.017,"$1,191,789",0.1000,"$184,150",0.6068,0.3027
20232024,119581003,Blue Ridge SD,Susquehanna,"$449,063,569","$134,086,000","1,124.143","$399,471",0.5890,"$119,278",0.7453,0.6515
20232024,119582503,Elk Lake SD,Susquehanna,"$542,025,766","$273,187,698","1,272.777","$425,860",0.5619,"$214,639",0.5417,0.5537
20232024,119583003,Forest City Regional SD,Susquehanna,"$459,921,665","$125,540,871",907.609,"$506,739",0.4787,"$138,320",0.7047,0.5690
20232024,119584503,Montrose Area SD,Susquehanna,"$831,508,308","$294,064,714","1,491.155","$557,627",0.4263,"$197,206",0.5789,0.4872
20232024,119584603,Mountain View SD,Susquehanna,"$666,146,438","$333,183,340","1,108.093","$601,164",0.3815,"$300,681",0.3580,0.3721
20232024,119586503,Susquehanna Community SD,Susquehanna,"$274,663,121","$93,501,531",924.871,"$296,974",0.6945,"$101,096",0.7842,0.7303
20232024,117596003,Northern Tioga SD,Tioga,"$765,925,253","$201,855,597","2,372.882","$322,782",0.6679,"$85,067",0.8184,0.7280
20232024,117597003,Southern Tioga SD,Tioga,"$993,198,121","$314,619,761","2,066.802","$480,548",0.5056,"$152,225",0.6750,0.5733
20232024,117598503,Wellsboro Area SD,Tioga,"$924,654,465","$266,513,981","1,724.247","$536,265",0.4483,"$154,568",0.6700,0.5369
20232024,116604003,Lewisburg Area SD,Union,"$1,286,654,517","$644,952,857","2,254.454","$570,716",0.4128,"$286,079",0.3892,0.4032
20232024,116605003,Mifflinburg Area SD,Union,"$1,135,136,843","$409,868,831","2,260.330","$502,199",0.4833,"$181,331",0.6128,0.5350
20232024,106611303,Cranberry Area SD,Venango,"$552,102,203","$208,157,629","1,394.819","$395,823",0.5928,"$149,236",0.6814,0.6281
20232024,106612203,Franklin Area SD,Venango,"$723,710,699","$302,168,262","2,199.306","$329,063",0.6615,"$137,392",0.7067,0.6795
20232024,106616203,Oil City Area SD,Venango,"$389,179,244","$267,201,116","2,245.174","$173,340",0.8217,"$119,011",0.7459,0.7913
20232024,106617203,Titusville Area SD,Venango,"$484,092,832","$269,730,764","2,194.633","$220,580",0.7731,"$122,904",0.7376,0.7588
20232024,106618603,Valley Grove SD,Venango,"$270,956,691","$122,447,624",980.881,"$276,238",0.7158,"$124,834",0.7335,0.7228
20232024,105628302,Warren County SD,Warren,"$1,521,381,286","$714,626,119","5,070.350","$300,054",0.6913,"$140,942",0.6991,0.6943
20232024,101630504,Avella Area SD,Washington,"$250,179,110","$134,040,625",584.908,"$427,723",0.5600,"$229,165",0.5107,0.5402
20232024,101630903,Bentworth SD,Washington,"$449,563,210","$217,758,430","1,295.779","$346,944",0.6431,"$168,052",0.6412,0.6422
20232024,101631003,Bethlehem-Center SD,Washington,"$362,876,146","$213,615,616","1,223.959","$296,477",0.6950,"$174,528",0.6274,0.6679
20232024,101631203,Burgettstown Area SD,Washington,"$546,686,977","$260,235,534","1,234.523","$442,832",0.5444,"$210,798",0.5499,0.5465
20232024,101631503,California Area SD,Washington,"$382,861,558","$166,236,705","1,105.080","$346,455",0.6436,"$150,429",0.6788,0.6576
20232024,101631703,Canon-McMillan SD,Washington,"$4,246,085,128","$1,755,420,820","6,340.971","$669,626",0.3111,"$276,837",0.4089,0.3501
20232024,101631803,Charleroi SD,Washington,"$466,488,568","$262,449,331","1,672.828","$278,862",0.7131,"$156,889",0.6650,0.6938
20232024,101631903,Chartiers-Houston SD,Washington,"$754,800,838","$328,055,553","1,409.652","$535,451",0.4491,"$232,720",0.5031,0.4706
20232024,101632403,Fort Cherry SD,Washington,"$514,509,674","$258,358,713","1,093.467","$470,530",0.5159,"$236,274",0.4955,0.5077
20232024,101633903,McGuffey SD,Washington,"$892,391,845","$405,193,488","1,898.028","$470,167",0.5163,"$213,481",0.5442,0.5273
20232024,101636503,Peters Township SD,Washington,"$2,970,098,625","$1,835,179,605","4,549.953","$652,775",0.3284,"$403,340",0.1388,0.2525
20232024,101637002,Ringgold SD,Washington,"$1,256,198,095","$669,374,639","3,296.125","$381,113",0.6079,"$203,079",0.5664,0.5912
20232024,101638003,Trinity Area SD,Washington,"$2,015,368,918","$867,491,172","3,898.813","$516,918",0.4682,"$222,501",0.5249,0.4908
20232024,101638803,Washington SD,Washington,"$562,601,808","$252,987,741","1,773.127","$317,293",0.6736,"$142,678",0.6954,0.6822
20232024,119648703,Wayne Highlands SD,Wayne,"$2,394,565,536","$514,483,218","2,900.841","$825,472",0.1507,"$177,356",0.6213,0.3389
20232024,119648903,Western Wayne SD,Wayne,"$1,757,522,126","$358,851,844","2,149.929","$817,479",0.1589,"$166,913",0.6436,0.3527
20232024,107650603,Belle Vernon Area SD,Westmoreland,"$1,145,774,789","$525,024,005","2,881.989","$397,563",0.5910,"$182,174",0.6110,0.5990
20232024,107650703,Burrell SD,Westmoreland,"$916,543,315","$418,201,090","2,059.559","$445,019",0.5422,"$203,053",0.5665,0.5519
20232024,107651603,Derry Area SD,Westmoreland,"$886,099,468","$366,483,309","2,297.397","$385,697",0.6032,"$159,521",0.6594,0.6256
20232024,107652603,Franklin Regional SD,Westmoreland,"$2,192,578,494","$1,300,649,082","4,061.054","$539,903",0.4445,"$320,273",0.3161,0.3931
20232024,107653102,Greater Latrobe SD,Westmoreland,"$2,123,652,334","$1,145,527,448","4,268.378","$497,531",0.4881,"$268,375",0.4270,0.4636
20232024,107653203,Greensburg Salem SD,Westmoreland,"$1,382,746,861","$683,565,011","3,163.115","$437,147",0.5503,"$216,105",0.5386,0.5455
20232024,107653802,Hempfield Area SD,Westmoreland,"$3,496,759,309","$1,468,958,431","6,484.527","$539,246",0.4452,"$226,532",0.5163,0.4736
20232024,107654103,Jeannette City SD,Westmoreland,"$288,534,745","$166,465,052","1,184.345","$243,623",0.7494,"$140,554",0.6999,0.7295
20232024,107654403,Kiski Area SD,Westmoreland,"$1,470,970,924","$751,240,843","4,171.273","$352,643",0.6372,"$180,098",0.6155,0.6285
20232024,107654903,Ligonier Valley SD,Westmoreland,"$1,274,071,340","$565,245,169","1,728.798","$736,969",0.2418,"$326,958",0.3019,0.2657
20232024,107655803,Monessen City SD,Westmoreland,"$203,790,211","$123,293,482",834.915,"$244,084",0.7489,"$147,671",0.6847,0.7231
20232024,107655903,Mount Pleasant Area SD,Westmoreland,"$1,024,088,118","$461,050,756","2,339.843","$437,673",0.5497,"$197,043",0.5793,0.5615
20232024,107656303,New Kensington-Arnold SD,Westmoreland,"$512,024,857","$297,695,334","2,448.827","$209,089",0.7849,"$121,566",0.7405,0.7671
20232024,107656502,Norwin SD,Westmoreland,"$2,611,963,724","$1,387,784,121","6,080.535","$429,561",0.5581,"$228,233",0.5127,0.5398
20232024,107657103,Penn-Trafford SD,Westmoreland,"$1,992,538,798","$1,023,419,064","4,572.475","$435,768",0.5517,"$223,821",0.5221,0.5398
20232024,107657503,Southmoreland SD,Westmoreland,"$940,593,568","$334,110,800","2,260.952","$416,016",0.5720,"$147,774",0.6845,0.6170
20232024,107658903,Yough SD,Westmoreland,"$889,566,397","$392,517,256","2,209.750","$402,564",0.5858,"$177,629",0.6207,0.5996
20232024,119665003,Lackawanna Trail SD,Wyoming,"$543,344,804","$246,507,009","1,186.141","$458,077",0.5287,"$207,822",0.5563,0.5397
20232024,118667503,Tunkhannock Area SD,Wyoming,"$1,607,527,690","$519,710,150","2,618.624","$613,882",0.3684,"$198,466",0.5762,0.4514
20232024,112671303,Central York SD,York,"$3,369,459,388","$1,495,897,269","6,888.767","$489,123",0.4968,"$217,150",0.5363,0.5125
20232024,112671603,Dallastown Area SD,York,"$3,103,909,956","$1,584,912,680","7,889.694","$393,413",0.5953,"$200,883",0.5711,0.5855
20232024,112671803,Dover Area SD,York,"$1,563,575,461","$691,997,990","4,057.640","$385,341",0.6036,"$170,541",0.6359,0.6164
20232024,112672203,Eastern York SD,York,"$1,187,572,346","$590,892,208","2,961.189","$401,045",0.5874,"$199,545",0.5739,0.5819
20232024,112672803,Hanover Public SD,York,"$968,132,200","$401,840,399","2,492.856","$388,362",0.6005,"$161,196",0.6558,0.6226
20232024,112674403,Northeastern York SD,York,"$1,963,257,080","$839,396,896","5,012.704","$391,656",0.5971,"$167,453",0.6425,0.6152
20232024,115674603,Northern York County SD,York,"$1,626,968,577","$940,891,951","4,167.023","$390,439",0.5983,"$225,794",0.5179,0.5660
20232024,112675503,Red Lion Area SD,York,"$2,266,807,184","$1,109,894,214","6,318.652","$358,748",0.6309,"$175,653",0.6250,0.6285
20232024,112676203,South Eastern SD,York,"$1,510,964,475","$626,905,445","3,090.872","$488,847",0.4971,"$202,824",0.5669,0.5249
20232024,112676403,South Western SD,York,"$2,370,936,371","$987,278,976","5,467.306","$433,657",0.5538,"$180,578",0.6144,0.5779
20232024,112676503,Southern York County SD,York,"$1,819,038,154","$754,473,850","3,570.501","$509,463",0.4758,"$211,307",0.5488,0.5049
20232024,112676703,Spring Grove Area SD,York,"$1,897,874,950","$1,027,877,134","4,889.707","$388,136",0.6007,"$210,212",0.5512,0.5808
20232024,115219002,West Shore SD,York,"$5,069,592,045","$2,317,297,093","8,943.654","$566,836",0.4168,"$259,099",0.4468,0.4287
20232024,112678503,West York Area SD,York,"$1,654,817,582","$661,111,163","3,706.416","$446,473",0.5407,"$178,369",0.6192,0.5720
20232024,112679002,York City SD,York,"$997,547,837","$606,072,798","9,333.557","$106,877",0.8901,"$64,934",0.8614,0.8785
20232024,112679403,York Suburban SD,York,"$1,899,817,515","$1,056,995,970","3,883.012","$489,263",0.4966,"$272,210",0.4188,0.4654
,,,,,,,,,,,
,,,,"$931,187,611,274","$448,491,075,393","1,971,009.462",,,,,
,,,,,,,,,,,
* Market Value for Philadelphia City SD is adjusted based on School Code section 2501(14.1),,,,,,,,,,,
