AUN,LEA Name,LEA Type,County,School Number,School Name,PKA,PKP,PKF,K4A,K4P,K4F,K5A,K5P,K5F,001,002,003,004,005,006,007,008,009,010,011,012,Total
120483302,Easton Area SD,SD,Northampton,3473,Palmer El Sch,0,0,0,0,0,0,0,0,80,81,81,111,74,87,0,0,0,0,0,0,0,514
120483302,Easton Area SD,SD,Northampton,5350,Paxinosa El Sch,0,0,0,0,0,0,0,0,76,112,92,91,97,111,0,0,0,0,0,0,0,579
120483302,Easton Area SD,SD,Northampton,8058,Shawnee El Sch,0,0,0,0,0,0,0,0,91,100,81,102,91,137,0,0,0,0,0,0,0,602
120483302,Easton Area SD,SD,Northampton,5064,Tracy El Sch,0,0,0,0,0,0,0,0,62,76,51,65,84,76,0,0,0,0,0,0,0,414
120486892,Easton Arts Academy Elementary CS,CS,Northampton,8391,Easton Arts Academy Elementary CS,0,0,0,0,0,0,0,0,41,45,44,49,48,57,0,0,0,0,0,0,0,284
103023153,Elizabeth Forward SD,SD,Allegheny,136,Central El Sch,0,0,0,0,0,0,0,0,53,43,45,51,58,40,0,0,0,0,0,0,0,290
103023153,Elizabeth Forward SD,SD,Allegheny,4804,Elizabeth Forward MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,196,181,0,0,0,0,550
103023153,Elizabeth Forward SD,SD,Allegheny,144,Elizabeth Forward SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,197,176,190,749
103023153,Elizabeth Forward SD,SD,Allegheny,8115,Greenock El Sch,0,0,0,0,0,0,0,0,64,67,66,0,0,0,0,0,0,0,0,0,0,197
103023153,Elizabeth Forward SD,SD,Allegheny,142,Mt Vernon El Sch,0,0,0,0,0,0,0,0,0,0,0,66,63,70,0,0,0,0,0,0,0,199
103023153,Elizabeth Forward SD,SD,Allegheny,139,William Penn El Sch,0,0,0,0,0,0,0,0,62,59,54,51,61,54,0,0,0,0,0,0,0,341
113362403,Elizabethtown Area SD,SD,Lancaster,2555,Bainbridge El Sch,0,0,0,0,0,0,40,37,0,62,77,0,0,0,0,0,0,0,0,0,0,216
113362403,Elizabethtown Area SD,SD,Lancaster,8190,Bear Creek School,0,0,0,0,0,0,0,0,0,0,0,269,269,278,0,0,0,0,0,0,0,816
113362403,Elizabethtown Area SD,SD,Lancaster,2561,East High Street El Sch,0,0,0,0,0,0,78,74,0,154,175,0,0,0,0,0,0,0,0,0,0,481
113362403,Elizabethtown Area SD,SD,Lancaster,6862,Elizabethtown Area MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,285,313,0,0,0,0,875
113362403,Elizabethtown Area SD,SD,Lancaster,2562,Elizabethtown Area SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,306,312,283,"1,249"
119582503,Elk Lake SD,SD,Susquehanna,6417,Elk Lake El Sch,0,0,0,0,0,0,0,0,78,84,70,89,84,81,68,0,0,0,0,0,0,554
119582503,Elk Lake SD,SD,Susquehanna,6418,Elk Lake JSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,92,106,85,89,89,555
104372003,Ellwood City Area SD,SD,Lawrence,8166,Hartman Intrmd Sch,0,0,0,0,0,0,0,0,0,0,0,0,0,136,127,0,0,0,0,0,0,263
104372003,Ellwood City Area SD,SD,Lawrence,2675,Lincoln JSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,137,132,106,88,90,672
104372003,Ellwood City Area SD,SD,Lawrence,8167,North Side Primary School,0,0,0,0,0,0,0,0,133,111,120,0,0,0,0,0,0,0,0,0,0,364
104372003,Ellwood City Area SD,SD,Lawrence,8165,Perry Lower Intrmd Sch,0,0,0,0,0,0,0,0,0,0,0,114,118,0,0,0,0,0,0,0,0,232
199025446,Environmental CS at Frick Park,CS,Allegheny,8028,Environmental CS at Frick Park,0,0,0,0,0,0,0,0,78,104,102,102,103,103,100,101,100,45,44,38,0,"1,020"
113362603,Ephrata Area SD,SD,Lancaster,2564,Akron El Sch,0,0,0,0,0,0,15,32,0,64,63,53,47,2,0,0,0,0,0,0,0,276
113362603,Ephrata Area SD,SD,Lancaster,2568,Clay El Sch,0,0,0,0,0,0,29,46,7,69,72,71,86,0,0,0,0,0,0,0,0,380
113362603,Ephrata Area SD,SD,Lancaster,8458,Ephrata Intermediate Sch,0,0,0,0,0,0,0,0,0,0,0,0,0,266,292,1,0,0,0,0,0,559
113362603,Ephrata Area SD,SD,Lancaster,6712,Ephrata MS,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,292,328,2,0,0,0,631
113362603,Ephrata Area SD,SD,Lancaster,6293,Ephrata SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,344,320,307,"1,317"
113362603,Ephrata Area SD,SD,Lancaster,2563,Fulton El Sch,0,0,0,0,0,0,43,28,3,54,61,72,55,0,0,0,0,0,0,0,0,316
113362603,Ephrata Area SD,SD,Lancaster,2570,Highland El Sch,0,0,0,0,0,0,59,44,0,94,102,74,93,2,0,0,0,0,0,0,0,468
105252602,Erie City SD,SD,Erie,2003,Diehl Sch,0,0,20,0,0,0,0,0,78,77,67,89,71,72,0,0,0,0,0,0,0,474
105252602,Erie City SD,SD,Erie,8419,East MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,227,217,0,0,0,0,656
105252602,Erie City SD,SD,Erie,2004,Edison El Sch,0,0,17,0,0,0,0,0,72,84,66,55,59,67,0,0,0,0,0,0,0,420
105252602,Erie City SD,SD,Erie,8417,Erie HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,637,393,324,"2,317"
105252602,Erie City SD,SD,Erie,2001,Grover Cleveland El Sch,0,0,20,0,0,0,0,0,95,79,85,88,97,90,0,0,0,0,0,0,0,554
105252602,Erie City SD,SD,Erie,2009,Harding Sch,0,0,20,0,0,0,0,0,110,126,91,76,96,71,0,0,0,0,0,0,0,590
105252602,Erie City SD,SD,Erie,2011,Jefferson El Sch,0,0,17,0,0,0,0,0,60,67,65,66,60,66,0,0,0,0,0,0,0,401
105252602,Erie City SD,SD,Erie,2021,JoAnna Connell Sch,0,0,28,0,0,0,0,0,85,84,76,95,95,95,0,0,0,0,0,0,0,558
105252602,Erie City SD,SD,Erie,2013,Lincoln El Sch,0,0,25,0,0,0,0,0,42,57,54,70,59,63,0,0,0,0,0,0,0,370
105252602,Erie City SD,SD,Erie,2016,McKinley El Sch,0,0,19,0,0,0,0,0,76,74,67,76,79,69,0,0,0,0,0,0,0,460
105252602,Erie City SD,SD,Erie,7515,Northwest PA Collegiate Academy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,182,149,164,753
105252602,Erie City SD,SD,Erie,2018,Perry El Sch,0,0,19,0,0,0,0,0,86,84,75,64,68,66,0,0,0,0,0,0,0,462
105252602,Erie City SD,SD,Erie,7035,Pfeiffer-Burleigh Sch,0,0,20,0,0,0,0,0,92,89,89,92,86,97,0,0,0,0,0,0,0,565
105252602,Erie City SD,SD,Erie,8420,Strong Vincent MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,215,283,0,0,0,0,730
105252602,Erie City SD,SD,Erie,2025,Woodrow Wilson MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,283,241,0,0,0,0,756
105252807,Erie County Technical School,OCCCTC,Erie,5045,Erie County Technical School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,352,223,217,793
105257512,Erie Rise Leadership Academy CS,CS,Erie,8163,Erie Rise Leadership Academy CS,0,0,0,0,0,0,0,0,22,36,30,25,34,38,37,43,27,0,0,0,0,292
126513440,Esperanza Academy CS,CS,Philadelphia,7665,Esperanza Academy CS,0,0,0,0,0,0,0,0,47,48,0,0,24,24,229,234,229,214,203,197,179,"1,628"
126511563,Esperanza Cyber CS,Cyber CS,Philadelphia,8216,Esperanza Cyber CS,0,0,0,0,0,0,0,0,19,21,34,40,42,44,77,75,110,184,153,102,89,990
126513100,Eugenio Maria De Hostos CS,CS,Philadelphia,7564,Eugenio Maria DE Hostos CS,0,0,0,0,0,0,0,0,50,49,88,81,47,50,51,49,42,0,0,0,0,507
108053003,Everett Area SD,SD,Bedford,735,Breezewood El Sch,0,0,0,0,0,0,0,0,13,13,10,19,12,10,0,0,0,0,0,0,0,77
108053003,Everett Area SD,SD,Bedford,7006,Everett Area El Sch,0,0,0,0,0,0,0,0,67,66,68,76,80,78,0,0,0,0,0,0,0,435
108053003,Everett Area SD,SD,Bedford,7897,Everett Area HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,82,89,73,360
108053003,Everett Area SD,SD,Bedford,7898,Everett Area MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,100,96,0,0,0,0,293
120450003,Evergreen Community CS,CS,Monroe,7866,Evergreen Community CS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,14,15,15,15,16,102
121398065,Executive Education Academy CS,CS,Lehigh,8325,Executive Education Academy CS,0,0,0,0,0,0,0,0,101,104,102,108,108,106,108,108,106,109,109,102,97,"1,368"
114062003,Exeter Township SD,SD,Berks,787,Exeter Twp JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,313,0,0,0,0,637
114062003,Exeter Township SD,SD,Berks,788,Exeter Twp SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,305,326,321,"1,286"
114062003,Exeter Township SD,SD,Berks,6731,Jacksonwald El Sch,0,0,0,0,0,0,0,0,57,85,87,71,69,0,0,0,0,0,0,0,0,369
114062003,Exeter Township SD,SD,Berks,786,Lorane El Sch,0,0,0,0,0,0,0,0,89,100,99,85,78,0,0,0,0,0,0,0,0,451
114062003,Exeter Township SD,SD,Berks,783,Owatin Creek El Sch,0,0,0,0,0,0,0,0,102,112,117,112,108,0,0,0,0,0,0,0,0,551
114062003,Exeter Township SD,SD,Berks,7755,Reiffton Sch,0,0,0,0,0,0,0,0,0,0,0,0,0,313,294,3,2,0,0,0,0,612
112013054,Fairfield Area SD,SD,Adams,6270,Fairfield Area El Sch,0,0,0,0,0,0,0,0,63,94,84,63,61,0,0,0,0,0,0,0,0,365
112013054,Fairfield Area SD,SD,Adams,6269,Fairfield Area HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,74,71,78,298
112013054,Fairfield Area SD,SD,Adams,7322,Fairfield Area MS,0,0,0,0,0,0,0,0,0,0,0,0,0,72,64,78,82,0,0,0,0,296
105253303,Fairview SD,SD,Erie,7466,Fairview El Sch,0,0,0,0,0,0,0,0,130,141,135,152,159,0,0,0,0,0,0,0,0,717
105253303,Fairview SD,SD,Erie,6737,Fairview HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,143,145,145,588
105253303,Fairview SD,SD,Erie,2032,Fairview MS,0,0,0,0,0,0,0,0,0,0,0,0,0,136,149,138,148,0,0,0,0,571
112282004,Fannett-Metal SD,SD,Franklin,6826,Fannett-Metal El Sch,0,0,0,0,0,0,0,0,34,29,32,24,33,22,0,0,0,0,0,0,0,174
112282004,Fannett-Metal SD,SD,Franklin,7508,Fannett-Metal MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,40,28,0,0,0,0,82
112282004,Fannett-Metal SD,SD,Franklin,2201,Fannett-Metal SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,44,28,22,128
104432503,Farrell Area SD,SD,Mercer,7119,Farrell Area ES/LMS,0,0,18,0,0,2,0,0,50,58,53,48,45,57,48,0,0,0,0,0,0,379
104432503,Farrell Area SD,SD,Mercer,5248,Farrell Area HS/UMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,43,42,42,37,262
101262507,Fayette County Career & Technical Instit,OCCCTC,Fayette,4842,Fayette County Career & Technical Instit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,251,173,691
119350001,Fell CS,CS,Lackawanna,7746,Fell CS,0,0,0,0,0,0,0,0,20,13,11,7,12,10,14,7,7,0,0,0,0,101
108112003,Ferndale Area SD,SD,Cambria,1225,Ferndale Area JSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,48,49,54,35,41,283
108112003,Ferndale Area SD,SD,Cambria,1223,Ferndale El Sch,0,0,27,0,0,3,0,0,37,31,51,33,39,49,37,0,0,0,0,0,0,307
100510000,First Philadelphia Preparatory CS,CS,Philadelphia,7744,First Philadelphia Preparatory CS,0,0,0,0,0,0,0,0,140,151,153,156,165,165,162,167,162,121,103,91,86,"1,822"
114062503,Fleetwood Area SD,SD,Berks,791,Andrew Maier El Sch,0,0,0,0,0,0,0,0,43,50,52,36,49,0,0,0,0,0,0,0,0,230
114062503,Fleetwood Area SD,SD,Berks,6311,Fleetwood MS,0,0,0,0,0,0,0,0,0,0,0,0,0,172,159,160,184,0,0,0,0,675
114062503,Fleetwood Area SD,SD,Berks,5023,Fleetwood SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,205,172,217,796
114062503,Fleetwood Area SD,SD,Berks,8057,Willow Creek El Sch,0,0,0,0,0,0,0,0,112,105,102,107,116,0,0,0,0,0,0,0,0,542
126510021,Folk Arts-Cultural Treasures CS,CS,Philadelphia,7857,Folk Arts-Cultural Treasures CS,0,0,0,0,0,0,0,0,48,56,56,56,56,55,54,55,51,0,0,0,0,487
103023807,Forbes Road CTC,OCCCTC,Allegheny,5016,Forbes Road CTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,372,311,198,884
111292304,Forbes Road SD,SD,Fulton,6840,Forbes Road El Sch,0,0,0,0,0,27,0,0,27,26,25,30,22,34,22,0,0,0,0,0,0,213
111292304,Forbes Road SD,SD,Fulton,2246,Forbes Road JSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,23,20,23,23,141
106272003,Forest Area SD,SD,Forest,6160,East Forest El Sch,0,0,7,0,0,0,0,0,9,8,9,7,11,8,8,0,0,0,0,0,0,67
106272003,Forest Area SD,SD,Forest,6159,East Forest JSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,8,14,9,10,62
106272003,Forest Area SD,SD,Forest,6701,West Forest El Sch,0,0,11,0,0,0,0,0,17,11,15,13,14,20,16,0,0,0,0,0,0,117
106272003,Forest Area SD,SD,Forest,6161,West Forest JSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,23,22,21,17,122
119583003,Forest City Regional SD,SD,Susquehanna,6420,Forest City Regional El Sch,0,0,35,0,0,21,0,0,54,53,49,60,47,52,63,0,0,0,0,0,0,434
119583003,Forest City Regional SD,SD,Susquehanna,6419,Forest City Regional HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,66,43,52,52,54,327
108112203,Forest Hills SD,SD,Cambria,6899,Forest Hills El Sch,33,35,0,0,0,0,0,0,129,141,123,118,124,122,132,0,0,0,0,0,0,957
108112203,Forest Hills SD,SD,Cambria,8382,Forest Hills JSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,122,138,147,127,120,790
101632403,Fort Cherry SD,SD,Washington,7187,Fort Cherry El Ctr,0,0,0,0,0,0,0,0,63,63,56,66,65,79,63,0,0,0,0,0,0,455
101632403,Fort Cherry SD,SD,Washington,4242,Fort Cherry JSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,63,66,98,86,63,450
105253553,Fort LeBoeuf SD,SD,Erie,5328,Fort LeBoeuf MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,167,147,0,0,0,0,473
105253553,Fort LeBoeuf SD,SD,Erie,2037,Fort LeBoeuf SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,158,176,141,663
105253553,Fort LeBoeuf SD,SD,Erie,5226,Mill Village El Sch,0,0,0,0,0,0,0,0,21,17,19,14,22,20,0,0,0,0,0,0,0,113
105253553,Fort LeBoeuf SD,SD,Erie,2036,Robison El Sch,0,0,0,0,0,0,0,0,56,62,58,64,65,76,0,0,0,0,0,0,0,381
105253553,Fort LeBoeuf SD,SD,Erie,2035,Waterford El Sch,0,0,0,0,0,0,0,0,55,59,56,62,62,62,0,0,0,0,0,0,0,356
103023912,Fox Chapel Area SD,SD,Allegheny,147,Dorseyville MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,335,318,0,0,0,0,967
103023912,Fox Chapel Area SD,SD,Allegheny,149,Fairview El Sch,0,0,0,0,0,0,0,0,59,56,72,64,66,60,0,0,0,0,0,0,0,377
103023912,Fox Chapel Area SD,SD,Allegheny,156,Fox Chapel Area HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,340,288,326,"1,283"
103023912,Fox Chapel Area SD,SD,Allegheny,6780,Hartwood El Sch,0,0,0,0,0,0,0,0,59,80,68,66,64,75,0,0,0,0,0,0,0,412
103023912,Fox Chapel Area SD,SD,Allegheny,153,Kerr El Sch,0,0,0,0,0,0,0,0,60,66,79,72,78,76,0,0,0,0,0,0,0,431
103023912,Fox Chapel Area SD,SD,Allegheny,461,OHara El Sch,0,0,0,0,0,0,0,0,120,121,124,107,115,92,0,0,0,0,0,0,0,679
106612203,Franklin Area SD,SD,Venango,4667,Central El Sch,0,0,0,0,0,0,0,0,55,68,56,49,64,52,53,0,0,0,0,0,0,397
106612203,Franklin Area SD,SD,Venango,4106,Franklin Area JSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,154,139,146,130,131,834
106612203,Franklin Area SD,SD,Venango,4101,Sandycreek El Sch,0,0,0,0,0,0,0,0,49,44,40,44,46,56,51,0,0,0,0,0,0,330
106612203,Franklin Area SD,SD,Venango,6166,Victory El Sch,0,0,0,0,0,0,0,0,23,33,34,25,34,38,36,0,0,0,0,0,0,223
112282307,Franklin County CTC,OCCCTC,Franklin,5119,Franklin County CTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,146,187,507
107652603,Franklin Regional SD,SD,Westmoreland,7163,Franklin Regional Intermediate Sch,0,0,0,0,0,0,0,0,0,0,0,256,269,231,0,0,0,0,0,0,0,756
107652603,Franklin Regional SD,SD,Westmoreland,7602,Franklin Regional MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,270,267,0,0,0,0,786
107652603,Franklin Regional SD,SD,Westmoreland,4357,Franklin Regional Primary Sch,0,0,0,0,0,0,7,0,187,269,236,0,0,0,0,0,0,0,0,0,0,699
107652603,Franklin Regional SD,SD,Westmoreland,4360,Franklin Regional SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,260,272,296,"1,119"
147513703,Franklin Towne Charter Elementary School,CS,Philadelphia,8123,Franklin Towne Charter Elementary School,0,0,0,0,0,0,0,0,103,110,107,106,105,107,106,105,106,0,0,0,0,955
126513450,Franklin Towne CHS,CS,Philadelphia,7666,Franklin Towne CHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,336,324,270,"1,282"
101262903,Frazier SD,SD,Fayette,6686,Frazier El Sch,17,12,0,0,0,0,0,0,66,84,68,78,65,83,0,0,0,0,0,0,0,473
101262903,Frazier SD,SD,Fayette,2126,Frazier HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,67,68,62,283
101262903,Frazier SD,SD,Fayette,7176,Frazier MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,73,88,0,0,0,0,240
126518547,Frederick Douglass Mastery CS,CS,Philadelphia,8150,Frederick Douglass Mastery CS,0,0,0,0,0,0,0,0,54,56,64,69,64,76,71,63,67,0,0,0,0,584
127042853,Freedom Area SD,SD,Beaver,8357,Freedom Area El Sch,0,0,0,0,0,0,0,0,81,95,97,92,73,0,0,0,0,0,0,0,0,438
127042853,Freedom Area SD,SD,Beaver,8356,Freedom Area MS,0,0,0,0,0,0,0,0,0,0,0,0,0,82,105,90,93,0,0,0,0,370
127042853,Freedom Area SD,SD,Beaver,6563,Freedom Area SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,103,76,114,402
128033053,Freeport Area SD,SD,Armstrong,591,Buffalo El Sch,0,0,0,0,0,0,0,0,86,103,81,108,104,102,0,0,0,0,0,0,0,584
128033053,Freeport Area SD,SD,Armstrong,8346,Freeport Area MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,142,143,0,0,0,0,426
128033053,Freeport Area SD,SD,Armstrong,594,Freeport Area SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,146,124,125,546
128033053,Freeport Area SD,SD,Armstrong,592,South Buffalo El Sch,0,0,0,0,0,0,0,0,26,34,48,35,37,43,0,0,0,0,0,0,0,223
126513270,Freire CS,CS,Philadelphia,7586,Freire CS,0,0,0,0,0,0,0,0,0,0,0,0,0,76,130,132,112,141,137,110,100,938
111292507,Fulton County Center for Career and Tech,OCCCTC,Fulton,7192,Fulton County Center for Career and Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,51,29,140
109532804,Galeton Area SD,SD,Potter,6223,Galeton Area Sch,0,0,0,0,0,20,0,0,18,14,29,21,26,24,24,29,25,22,26,23,26,327
125234103,Garnet Valley SD,SD,Delaware,7714,Bethel Springs El Sch,0,0,0,0,0,0,0,0,76,98,90,94,78,96,0,0,0,0,0,0,0,532
125234103,Garnet Valley SD,SD,Delaware,6506,Concord El Sch,0,0,0,0,0,0,0,0,194,217,217,0,0,0,0,0,0,0,0,0,0,628
125234103,Garnet Valley SD,SD,Delaware,7486,Garnet Valley El Sch,0,0,0,0,0,0,0,0,0,0,0,237,254,244,0,0,0,0,0,0,0,735
125234103,Garnet Valley SD,SD,Delaware,1869,Garnet Valley HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,387,371,403,"1,546"
125234103,Garnet Valley SD,SD,Delaware,7313,Garnet Valley MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,358,348,0,0,0,0,"1,067"
103024102,Gateway SD,SD,Allegheny,161,Dr Cleveland Steward Jr El Sch,0,0,0,0,0,0,0,0,67,80,63,68,49,0,0,0,0,0,0,0,0,327
103024102,Gateway SD,SD,Allegheny,157,Evergreen El Sch,0,0,0,0,0,0,0,0,50,67,63,54,71,0,0,0,0,0,0,0,0,305
103024102,Gateway SD,SD,Allegheny,170,Gateway SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,330,247,267,"1,135"
103024102,Gateway SD,SD,Allegheny,8489,Moss Side MS,0,0,0,0,0,0,0,0,0,0,0,0,0,206,245,293,239,0,0,0,0,983
103024102,Gateway SD,SD,Allegheny,5191,Ramsey El Sch,0,0,0,0,0,0,0,0,70,67,63,65,67,0,0,0,0,0,0,0,0,332
103024102,Gateway SD,SD,Allegheny,165,University Park El Sch,0,0,0,0,0,0,0,0,35,56,71,49,67,0,0,0,0,0,0,0,0,278
105253903,General McLane SD,SD,Erie,2038,Edinboro El Sch,0,0,0,0,0,0,0,0,70,91,84,94,83,0,0,0,0,0,0,0,0,422
105253903,General McLane SD,SD,Erie,2040,General McLane HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,173,160,177,698
105253903,General McLane SD,SD,Erie,5225,James W Parker MS,0,0,0,0,0,0,0,0,0,0,0,0,0,137,170,165,180,0,0,0,0,652
105253903,General McLane SD,SD,Erie,2039,McKean El Sch,0,0,0,0,0,0,0,0,62,76,62,64,70,0,0,0,0,0,0,0,0,334
112013753,Gettysburg Area SD,SD,Adams,8176,Franklin Twp El Sch,0,0,0,0,0,0,0,0,51,64,56,67,74,57,0,0,0,0,0,0,0,369
112013753,Gettysburg Area SD,SD,Adams,6271,Gettysburg Area HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,286,264,240,"1,062"
112013753,Gettysburg Area SD,SD,Adams,10,Gettysburg Area MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,258,242,3,0,0,0,694
112013753,Gettysburg Area SD,SD,Adams,5126,James Gettys El Sch,0,0,0,0,0,0,0,0,49,55,53,70,56,56,0,0,0,0,0,0,0,339
112013753,Gettysburg Area SD,SD,Adams,7592,Lincoln El Sch,0,0,0,0,0,0,0,0,48,67,70,67,63,67,0,0,0,0,0,0,0,382
197010542,Gettysburg Montessori CS,CS,Adams,8147,Gettysburg Montessori CS,0,0,0,0,0,0,0,0,46,45,35,35,51,30,31,0,0,0,0,0,0,273
129544907,Gillingham Charter School,CS,Schuylkill,8161,Gillingham Charter School,0,0,0,0,0,0,0,0,20,14,20,17,22,21,22,22,22,15,20,20,12,247
105254053,Girard SD,SD,Erie,2042,Elk Valley El Sch,0,0,0,0,0,0,0,0,109,125,111,112,116,0,0,0,0,0,0,0,0,573
105254053,Girard SD,SD,Erie,2043,Girard HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,118,132,116,511
105254053,Girard SD,SD,Erie,6777,Rice Avenue MS,0,0,0,0,0,0,0,0,0,0,0,0,0,115,111,112,123,0,0,0,0,461
110173003,Glendale SD,SD,Clearfield,6952,Glendale El Sch,0,0,0,0,0,0,0,0,49,41,36,34,52,52,56,0,0,0,0,0,0,320
110173003,Glendale SD,SD,Clearfield,5219,Glendale JSHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,56,67,55,56,57,340
126513380,Global Leadership Academy CS,CS,Philadelphia,7639,Global Leadership Academy CS,0,0,0,0,0,0,0,0,52,59,70,68,80,71,88,76,79,0,0,0,0,643
126518004,Global Leadership Academy CS Southwest a,CS,Philadelphia,8390,Global Leadership Academy CS Southwest a,0,0,0,0,0,0,0,0,52,43,42,69,72,69,69,60,58,0,0,0,0,534
114063003,Governor Mifflin SD,SD,Berks,793,Brecknock El Sch,0,0,0,0,0,0,0,0,100,93,118,110,107,0,0,0,0,0,0,0,0,528
114063003,Governor Mifflin SD,SD,Berks,794,Cumru El Sch,0,0,0,0,0,0,0,0,79,92,81,78,76,0,0,0,0,0,0,0,0,406
114063003,Governor Mifflin SD,SD,Berks,801,Governor Mifflin MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,338,0,0,0,0,630
114063003,Governor Mifflin SD,SD,Berks,802,Governor Mifflin SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,396,340,411,"1,482"
114063003,Governor Mifflin SD,SD,Berks,6794,Intermediate Sch,0,0,0,0,0,0,0,0,0,0,0,0,0,281,289,0,0,0,0,0,0,570
114063003,Governor Mifflin SD,SD,Berks,8096,Mifflin Park El Sch,0,0,0,0,0,0,0,0,90,89,94,103,129,0,0,0,0,0,0,0,0,505
124153503,Great Valley SD,SD,Chester,1368,Charlestown El Sch,0,0,0,0,0,0,0,0,46,63,64,62,76,70,0,0,0,0,0,0,0,381
124153503,Great Valley SD,SD,Chester,7695,General Wayne El Sch,0,0,0,0,0,0,0,0,122,117,122,95,105,103,0,0,0,0,0,0,0,664
124153503,Great Valley SD,SD,Chester,1424,Great Valley HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,397,314,333,"1,403"
124153503,Great Valley SD,SD,Chester,1422,Great Valley MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,365,361,0,0,0,0,"1,066"
124153503,Great Valley SD,SD,Chester,6479,Kathryn D. Markley El Sch,0,0,0,0,0,0,0,0,99,109,106,118,105,117,0,0,0,0,0,0,0,654
124153503,Great Valley SD,SD,Chester,1461,Sugartown El Sch,0,0,0,0,0,0,0,0,89,88,91,98,71,94,0,0,0,0,0,0,0,531
108070607,Greater Altoona CTC,OCCCTC,Blair,6193,Greater Altoona CTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,404,321,246,"1,082"
