county Name,AUN,LEA,School Code,School,Graduate Count,College Bound,Total College Bound %,2- or 4-Year College or University,2- Or 4-Year University %,Total Postsecondary Bound,Total Postsecondary Bound %,Non-Degree-Granting Postsecondary School,Non-Degree-Granting Postsecondary School %,Specialized Associate Degree Granting Institution,Specialized Assocate Degree Granting Institution %
,108567004,Salisbury-Elk Lick SD,4002,Salisbury-Elk Lick JSHS,31,19,61.29%,19,61.29%,21,67.74%,2,6.45%,0,0.00%
,108567204,Shade-Central City SD,4006,Shade JSHS,39,23,58.97%,22,56.41%,26,66.67%,3,7.69%,1,2.56%
,108567404,Shanksville-Stonycreek SD,6800,Shanksville-Stonycreek HS,29,12,41.38%,12,41.38%,12,41.38%,0,0.00%,0,0.00%
,108567703,Somerset Area SD,8274,Somerset Area Jr-Sr HS,166,102,61.45%,97,58.43%,108,65.06%,6,3.61%,5,3.01%
,,,9999,Somerset Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108568404,Turkeyfoot Valley Area SD,6216,Turkeyfoot Valley Area JSHS,25,12,48.00%,11,44.00%,14,56.00%,2,8.00%,1,4.00%
,,,9999,Turkeyfoot Valley Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108569103,Windber Area SD,4026,Windber Area HS,79,51,64.56%,51,64.56%,53,67.09%,2,2.53%,0,0.00%
,,,9999,Windber Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Sullivan,117576303,Sullivan County SD,4030,Sullivan Co JSHS,44,28,63.64%,28,63.64%,30,68.18%,2,4.55%,0,0.00%
Susquehanna,119581003,Blue Ridge SD,4034,Blue Ridge HS,78,46,58.97%,46,58.97%,46,58.97%,0,0.00%,0,0.00%
,,,9999,Blue Ridge SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,119582503,Elk Lake SD,6418,Elk Lake JSHS,80,43,53.75%,43,53.75%,43,53.75%,0,0.00%,0,0.00%
,119583003,Forest City Regional SD,6419,Forest City Regional HS,63,41,65.08%,36,57.14%,44,69.84%,3,4.76%,5,7.94%
,,,9999,Forest City Regional SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,119584503,Montrose Area SD,4044,Montrose Area JSHS,116,80,68.97%,78,67.24%,80,68.97%,0,0.00%,2,1.72%
,119584603,Mountain View SD,4049,Mountain View JSHS,70,36,51.43%,36,51.43%,39,55.71%,3,4.29%,0,0.00%
,,,9999,Mountain View SD,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0,0.00%
,119586503,Susquehanna Community SD,4054,Susquehanna Community JSHS,54,38,70.37%,38,70.37%,39,72.22%,1,1.85%,0,0.00%
,,,9999,Susquehanna Community SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Tioga,117596003,Northern Tioga SD,4058,Cowanesque Valley JSHS,58,25,43.10%,25,43.10%,27,46.55%,2,3.45%,0,0.00%
,,,6373,Williamson SHS,78,47,60.26%,47,60.26%,48,61.54%,1,1.28%,0,0.00%
,117597003,Southern Tioga SD,4064,North Penn-Liberty JSHS,50,22,44.00%,22,44.00%,29,58.00%,7,14.00%,0,0.00%
,,,4068,North Penn-Mansfield JSHS,81,42,51.85%,40,49.38%,43,53.09%,1,1.23%,2,2.47%
,117598503,Wellsboro Area SD,4080,Wellsboro Area HS,91,61,67.03%,57,62.64%,63,69.23%,2,2.20%,4,4.40%
Union,116604003,Lewisburg Area SD,4085,Lewisburg HS,143,123,86.01%,123,86.01%,123,86.01%,0,0.00%,0,0.00%
,,,9999,Lewisburg Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,116605003,Mifflinburg Area SD,4091,Mifflinburg Area SHS,144,82,56.94%,82,56.94%,86,59.72%,4,2.78%,0,0.00%
,,,9999,Mifflinburg Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Venango,106611303,Cranberry Area SD,4098,Cranberry Area JSHS,90,55,61.11%,49,54.44%,55,61.11%,0,0.00%,6,6.67%
,106612203,Franklin Area SD,4106,Franklin Area HS,126,78,61.90%,68,53.97%,83,65.87%,5,3.97%,10,7.94%
,106616203,Oil City Area SD,4931,Oil City SHS,147,73,49.66%,65,44.22%,80,54.42%,7,4.76%,8,5.44%
,,,9999,Oil City Area SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106617203,Titusville Area SD,1668,Titusville SHS,113,61,53.98%,55,48.67%,74,65.49%,13,11.50%,6,5.31%
,,,9999,Titusville Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106618603,Valley Grove SD,4126,Rocky Grove JSHS,67,42,62.69%,30,44.78%,43,64.18%,1,1.49%,12,17.91%
Warren,105620001,Tidioute Community CS,7833,Tidioute Community CS,14,10,71.43%,10,71.43%,10,71.43%,0,0.00%,0,0.00%
,105628302,Warren County SD,4135,Youngsville HS,65,44,67.69%,42,64.62%,49,75.38%,5,7.69%,2,3.08%
,,,4143,Eisenhower M/HS,73,58,79.45%,49,67.12%,58,79.45%,0,0.00%,9,12.33%
,,,4146,Sheffield M/HS,43,23,53.49%,20,46.51%,23,53.49%,0,0.00%,3,6.98%
,,,4149,Warren Area HS,168,124,73.81%,119,70.83%,128,76.19%,4,2.38%,5,2.98%
Washington,101630504,Avella Area SD,4165,Avella Area JSHS,38,15,39.47%,14,36.84%,24,63.16%,9,23.68%,1,2.63%
,,,9999,Avella Area SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,101630903,Bentworth SD,4188,Bentworth SHS,84,62,73.81%,49,58.33%,62,73.81%,0,0.00%,13,15.48%
,,,9999,Bentworth SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101631003,Bethlehem-Center SD,4181,Bethlehem-Center SHS,101,61,60.40%,53,52.48%,62,61.39%,1,0.99%,8,7.92%
,101631203,Burgettstown Area SD,0000,Burgettstown Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,4195,Burgettstown MS/HS,91,63,69.23%,60,65.93%,73,80.22%,10,10.99%,3,3.30%
,101631503,California Area SD,4203,California Area SHS,74,50,67.57%,50,67.57%,57,77.03%,7,9.46%,0,0.00%
,,,9999,California Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101631703,Canon-McMillan SD,0000,Canon-McMillan SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,4217,Canon-McMillan SHS,376,307,81.65%,275,73.14%,311,82.71%,4,1.06%,32,8.51%
,101631803,Charleroi SD,4715,Charleroi Area HS,98,71,72.45%,67,68.37%,73,74.49%,2,2.04%,4,4.08%
,101631903,Chartiers-Houston SD,4235,Chartiers-Houston JSHS,105,72,68.57%,65,61.90%,72,68.57%,0,0.00%,7,6.67%
,,,9999,Chartiers-Houston SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,101632403,Fort Cherry SD,4242,Fort Cherry JSHS,84,55,65.48%,54,64.29%,56,66.67%,1,1.19%,1,1.19%
,101633903,McGuffey SD,4249,McGuffey HS,137,94,68.61%,94,68.61%,94,68.61%,0,0.00%,0,0.00%
,101636503,Peters Township SD,5083,Peters Twp HS,350,331,94.57%,331,94.57%,334,95.43%,3,0.86%,0,0.00%
,,,9999,Peters Township SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101637002,Ringgold SD,7019,Ringgold SHS,245,152,62.04%,141,57.55%,153,62.45%,1,0.41%,11,4.49%
,,,9999,Ringgold SD,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101638003,Trinity Area SD,6012,Trinity SHS,225,151,67.11%,135,60.00%,155,68.89%,4,1.78%,16,7.11%
,,,9999,Trinity Area SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,101638803,Washington SD,4286,Washington HS,75,45,60.00%,38,50.67%,47,62.67%,2,2.67%,7,9.33%
,,,9999,Washington SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Wayne,119648703,Wayne Highlands SD,4295,Honesdale HS,212,140,66.04%,140,66.04%,148,69.81%,8,3.77%,0,0.00%
,,,9999,Wayne Highlands SD,14,6,42.86%,6,42.86%,6,42.86%,0,0.00%,0,0.00%
,119648903,Western Wayne SD,6704,Western Wayne HS,174,118,67.82%,116,66.67%,122,70.11%,4,2.30%,2,1.15%
,,,9999,Western Wayne SD,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
Westmoreland,107650603,Belle Vernon Area SD,4930,Belle Vernon Area HS,210,163,77.62%,153,72.86%,167,79.52%,4,1.90%,10,4.76%
,107650703,Burrell SD,4340,Burrell HS,125,103,82.40%,99,79.20%,104,83.20%,1,0.80%,4,3.20%
,107651603,Derry Area SD,4352,Derry Area SHS,166,123,74.10%,118,71.08%,124,74.70%,1,0.60%,5,3.01%
,,,9999,Derry Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107652603,Franklin Regional SD,4360,Franklin Regional SHS,302,255,84.44%,254,84.11%,256,84.77%,1,0.33%,1,0.33%
,,,9999,Franklin Regional SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107653040,"Dr Robert Ketterer CS, Inc.",7550,Dr Robert Ketterer CS Inc.,39,18,46.15%,17,43.59%,23,58.97%,5,12.82%,1,2.56%
,107653102,Greater Latrobe SD,4845,Greater Latrobe SHS,307,253,82.41%,248,80.78%,256,83.39%,3,0.98%,5,1.63%
,,,9999,Greater Latrobe SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107653203,Greensburg Salem SD,4373,Greensburg-Salem HS,206,175,84.95%,168,81.55%,175,84.95%,0,0.00%,7,3.40%
,,,9999,Greensburg Salem SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107653802,Hempfield Area SD,4404,Hempfield Area SHS,450,357,79.33%,349,77.56%,372,82.67%,15,3.33%,8,1.78%
,,,9999,Hempfield Area SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,107654103,Jeannette City SD,4412,Jeannette SHS,55,44,80.00%,39,70.91%,45,81.82%,1,1.82%,5,9.09%
,,,9999,Jeannette City SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107654403,Kiski Area SD,4431,Kiski Area HS,262,207,79.01%,168,64.12%,210,80.15%,3,1.15%,39,14.89%
,,,9999,Kiski Area SD,2,1,50.00%,0,0.00%,1,50.00%,0,0.00%,1,50.00%
,107654903,Ligonier Valley SD,4442,Ligonier Valley HS,123,97,78.86%,92,74.80%,101,82.11%,4,3.25%,5,4.07%
,,,9999,Ligonier Valley SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107655803,Monessen City SD,6181,Monessen SHS,62,29,46.77%,29,46.77%,29,46.77%,0,0.00%,0,0.00%
,107655903,Mount Pleasant Area SD,0000,Mount Pleasant Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,4458,Mount Pleasant Area HS,148,124,83.78%,114,77.03%,126,85.14%,2,1.35%,10,6.76%
,,,9999,Mount Pleasant Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107656303,New Kensington-Arnold SD,8323,Valley JSHS,120,101,84.17%,93,77.50%,103,85.83%,2,1.67%,8,6.67%
,,,9999,New Kensington-Arnold SD,6,4,66.67%,3,50.00%,4,66.67%,0,0.00%,1,16.67%
,107656502,Norwin SD,0000,Norwin SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,,,4717,Norwin SHS,371,270,72.78%,269,72.51%,280,75.47%,10,2.70%,1,0.27%
,,,9999,Norwin SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107657103,Penn-Trafford SD,6648,Penn Trafford HS,342,299,87.43%,294,85.96%,306,89.47%,7,2.05%,5,1.46%
,,,9999,Penn-Trafford SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107657503,Southmoreland SD,6191,Southmoreland SHS,154,107,69.48%,107,69.48%,116,75.32%,9,5.84%,0,0.00%
,107658903,Yough SD,4735,Yough SHS,161,125,77.64%,113,70.19%,125,77.64%,0,0.00%,12,7.45%
,,,9999,Yough SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Wyoming,118667503,Tunkhannock Area SD,5271,Tunkhannock HS,183,108,59.02%,104,56.83%,111,60.66%,3,1.64%,4,2.19%
,119665003,Lackawanna Trail SD,4528,Lackawanna Trail JSHS,87,67,77.01%,67,77.01%,67,77.01%,0,0.00%,0,0.00%
York,112671303,Central York SD,4545,Central York HS,404,298,73.76%,289,71.53%,308,76.24%,10,2.48%,9,2.23%
,,,9999,Central York SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112671603,Dallastown Area SD,4553,Dallastown Area SHS,413,333,80.63%,322,77.97%,349,84.50%,16,3.87%,11,2.66%
,,,9999,Dallastown Area SD,17,3,17.65%,3,17.65%,4,23.53%,1,5.88%,0,0.00%
,112671803,Dover Area SD,4558,Dover Area HS,214,131,61.21%,124,57.94%,135,63.08%,4,1.87%,7,3.27%
,,,9999,Dover Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112672203,Eastern York SD,4564,Eastern York HS,176,109,61.93%,94,53.41%,118,67.05%,9,5.11%,15,8.52%
,,,9999,Eastern York SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112672803,Hanover Public SD,4571,Hanover SHS,93,46,49.46%,38,40.86%,49,52.69%,3,3.23%,8,8.60%
,,,9999,Hanover Public SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112673300,Crispus Attucks Youthbuild CS,7624,Crispus Attucks Youthbuild CS,34,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112674403,Northeastern York SD,4577,Northeastern SHS,223,143,64.13%,132,59.19%,152,68.16%,9,4.04%,11,4.93%
,,,9999,Northeastern York SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112675503,Red Lion Area SD,4598,Red Lion Area SHS,345,226,65.51%,211,61.16%,240,69.57%,14,4.06%,15,4.35%
,,,9999,Red Lion Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112676203,South Eastern SD,4602,Kennard-Dale HS,182,130,71.43%,123,67.58%,133,73.08%,3,1.65%,7,3.85%
,,,9999,South Eastern SD,16,1,6.25%,0,0.00%,1,6.25%,0,0.00%,1,6.25%
,112676403,South Western SD,4608,South Western SHS,301,215,71.43%,200,66.45%,227,75.42%,12,3.99%,15,4.98%
,,,9999,South Western SD,17,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112676503,Southern York County SD,4614,Susquehannock HS,232,197,84.91%,185,79.74%,202,87.07%,5,2.16%,12,5.17%
,,,9999,Southern York County SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112676703,Spring Grove Area SD,4623,Spring Grove Area HS,264,173,65.53%,163,61.74%,179,67.80%,6,2.27%,10,3.79%
,,,9999,Spring Grove Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112678503,West York Area SD,6705,West York Area HS,201,148,73.63%,141,70.15%,155,77.11%,7,3.48%,7,3.48%
,,,9999,West York Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112679002,York City SD,4647,William Penn SHS,190,136,71.58%,135,71.05%,136,71.58%,0,0.00%,1,0.53%
,,,9999,York City SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,112679107,York Co School of Technology,5168,York Co School of Technology,309,104,33.66%,97,31.39%,111,35.92%,7,2.27%,7,2.27%
,112679403,York Suburban SD,4658,York Suburban SHS,212,174,82.08%,174,82.08%,175,82.55%,1,0.47%,0,0.00%
,,,9999,York Suburban SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115219002,West Shore SD,1732,Cedar Cliff HS,297,228,76.77%,226,76.09%,228,76.77%,0,0.00%,2,0.67%
,,,4704,Red Land SHS,250,191,76.40%,184,73.60%,194,77.60%,3,1.20%,7,2.80%
,,,9999,West Shore SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115674603,Northern York County SD,6345,Northern HS,201,133,66.17%,129,64.18%,135,67.16%,2,1.00%,4,1.99%
,,,9999,Northern York County SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,134677866,Helen Thackston Charter School,8041,Helen Thackston Charter School,33,21,63.64%,21,63.64%,21,63.64%,0,0.00%,0,0.00%
Overall,,,,,"123,788","87,726",70.87%,"85,063",68.72%,"90,641",73.22%,"2,915",2.35%,"2,663",2.15%
"May 19, 2016 1:50:46 PM",-  2  -,www.pimsreports.state.pa.us,,,,,,,,,,,,,
