county,AUN,LEA,SCHOOL CODE,SCHOOL,GRADUATE COUNT,COLLEGE BOUND,TOTAL COLLEGE BOUND %,2- OR 4-YEAR COLLEGE OR UNIVERSITY,2- OR 4-YEAR UNIVERSITY %,TOTAL POSTSECONDARY BOUND,TOTAL POSTSECONDARY BOUND %,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL %,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION %
Bedford,108051003,Bedford Area SD,0726,Bedford SHS,138,52,37.68%,52,37.68%,66,47.83%,14,10.14%,0,0.00%
,,Bedford Area SD,,,138,52,37.68%,52,37.68%,66,47.83%,14,10.14%,0,0.00%
,108051503,Chestnut Ridge SD,0732,Chestnut Ridge SHS,96,48,50.00%,45,46.88%,56,58.33%,8,8.33%,3,3.13%
,,Chestnut Ridge SD,,,96,48,50.00%,45,46.88%,56,58.33%,8,8.33%,3,3.13%
,108053003,Everett Area SD,7897,Everett Area HS,71,31,43.66%,31,43.66%,37,52.11%,6,8.45%,0,0.00%
,,,9999,Everett Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Everett Area SD,,,72,31,43.06%,31,43.06%,37,51.39%,6,8.33%,0,0.00%
,108056004,Northern Bedford County SD,8436,Northern Bedford County HS,58,29,50.00%,29,50.00%,29,50.00%,0,0.00%,0,0.00%
,,Northern Bedford County SD,,,58,29,50.00%,29,50.00%,29,50.00%,0,0.00%,0,0.00%
,108057079,HOPE for Hyndman CS,8154,HOPE for Hyndman CS,11,5,45.45%,5,45.45%,6,54.55%,1,9.09%,0,0.00%
,,HOPE for Hyndman CS,,,11,5,45.45%,5,45.45%,6,54.55%,1,9.09%,0,0.00%
,108058003,Tussey Mountain SD,0753,Tussey Mountain HS,68,28,41.18%,28,41.18%,30,44.12%,2,2.94%,0,0.00%
,,Tussey Mountain SD,,,68,28,41.18%,28,41.18%,30,44.12%,2,2.94%,0,0.00%
Bedford,,,,,443,193,43.57%,190,42.89%,224,50.56%,31,7.00%,3,0.68%
Berks,114060503,Antietam SD,0820,Antietam MS/HS,71,42,59.15%,42,59.15%,44,61.97%,2,2.82%,0,0.00%
,,,9999,Antietam SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Antietam SD,,,72,42,58.33%,42,58.33%,44,61.11%,2,2.78%,0,0.00%
,114060753,Boyertown Area SD,6306,Boyertown Area SHS,486,327,67.28%,308,63.37%,331,68.11%,4,0.82%,19,3.91%
,,,9999,Boyertown Area SD,12,4,33.33%,4,33.33%,4,33.33%,0,0.00%,0,0.00%
,,Boyertown Area SD,,,498,331,66.47%,312,62.65%,335,67.27%,4,0.80%,19,3.82%
,114060853,Brandywine Heights Area SD,6308,Brandywine Heights HS,114,80,70.18%,74,64.91%,80,70.18%,0,0.00%,6,5.26%
,,Brandywine Heights Area SD,,,114,80,70.18%,74,64.91%,80,70.18%,0,0.00%,6,5.26%
,114061103,Conrad Weiser Area SD,0777,Conrad Weiser HS,172,124,72.09%,117,68.02%,126,73.26%,2,1.16%,7,4.07%
,,,9999,Conrad Weiser Area SD,9,0,0.00%,0,0.00%,1,11.11%,1,11.11%,0,0.00%
,,Conrad Weiser Area SD,,,181,124,68.51%,117,64.64%,127,70.17%,3,1.66%,7,3.87%
,114061503,Daniel Boone Area SD,4810,Daniel Boone Area HS,258,161,62.40%,161,62.40%,161,62.40%,0,0.00%,0,0.00%
,,,9999,Daniel Boone Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Daniel Boone Area SD,,,259,161,62.16%,161,62.16%,161,62.16%,0,0.00%,0,0.00%
,114062003,Exeter Township SD,0788,Exeter Twp SHS,309,200,64.72%,198,64.08%,209,67.64%,9,2.91%,2,0.65%
,,,9999,Exeter Township SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Exeter Township SD,,,313,200,63.90%,198,63.26%,209,66.77%,9,2.88%,2,0.64%
,114062503,Fleetwood Area SD,5023,Fleetwood SHS,207,144,69.57%,141,68.12%,149,71.98%,5,2.42%,3,1.45%
,,,9999,Fleetwood Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Fleetwood Area SD,,,209,144,68.90%,141,67.46%,149,71.29%,5,2.39%,3,1.44%
,114063003,Governor Mifflin SD,0802,Governor Mifflin SHS,386,221,57.25%,220,56.99%,227,58.81%,6,1.55%,1,0.26%
,,Governor Mifflin SD,,,386,221,57.25%,220,56.99%,227,58.81%,6,1.55%,1,0.26%
,114063503,Hamburg Area SD,0808,Hamburg Area HS,162,93,57.41%,91,56.17%,93,57.41%,0,0.00%,2,1.23%
,,,9999,Hamburg Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Hamburg Area SD,,,166,93,56.02%,91,54.82%,93,56.02%,0,0.00%,2,1.20%
,114064003,Kutztown Area SD,0816,Kutztown Area SHS,98,69,70.41%,69,70.41%,69,70.41%,0,0.00%,0,0.00%
,,Kutztown Area SD,,,98,69,70.41%,69,70.41%,69,70.41%,0,0.00%,0,0.00%
,114065503,Muhlenberg SD,6610,Muhlenberg HS,343,206,60.06%,206,60.06%,206,60.06%,0,0.00%,0,0.00%
,,Muhlenberg SD,,,343,206,60.06%,206,60.06%,206,60.06%,0,0.00%,0,0.00%
,114066503,Oley Valley SD,6318,Oley Valley SHS,132,82,62.12%,82,62.12%,85,64.39%,3,2.27%,0,0.00%
,,,9999,Oley Valley SD,6,1,16.67%,1,16.67%,1,16.67%,0,0.00%,0,0.00%
,,Oley Valley SD,,,138,83,60.14%,83,60.14%,86,62.32%,3,2.17%,0,0.00%
,114067002,Reading SD,8116,Reading SHS,"1,070",648,60.56%,635,59.35%,690,64.49%,42,3.93%,13,1.21%
,,,9999,Reading SD,25,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Reading SD,,,"1,095",648,59.18%,635,57.99%,690,63.01%,42,3.84%,13,1.19%
,114067503,Schuylkill Valley SD,0864,Schuylkill Valley HS,153,82,53.59%,76,49.67%,88,57.52%,6,3.92%,6,3.92%
,,Schuylkill Valley SD,,,153,82,53.59%,76,49.67%,88,57.52%,6,3.92%,6,3.92%
,114068003,Tulpehocken Area SD,4670,Tulpehocken JSHS,102,49,48.04%,49,48.04%,52,50.98%,3,2.94%,0,0.00%
,,,9999,Tulpehocken Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Tulpehocken Area SD,,,103,49,47.57%,49,47.57%,52,50.49%,3,2.91%,0,0.00%
,114068103,Twin Valley SD,0873,Twin Valley HS,241,170,70.54%,153,63.49%,171,70.95%,1,0.41%,17,7.05%
,,,9999,Twin Valley SD,18,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Twin Valley SD,,,259,170,65.64%,153,59.07%,171,66.02%,1,0.39%,17,6.56%
,114069103,Wilson SD,6980,Wilson HS,509,358,70.33%,353,69.35%,368,72.30%,10,1.96%,5,0.98%
,,,9999,Wilson SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Wilson SD,,,515,358,69.51%,353,68.54%,368,71.46%,10,1.94%,5,0.97%
,114069353,Wyomissing Area SD,0887,Wyomissing Area JSHS,137,115,83.94%,111,81.02%,115,83.94%,0,0.00%,4,2.92%
,,Wyomissing Area SD,,,137,115,83.94%,111,81.02%,115,83.94%,0,0.00%,4,2.92%
Berks,,,,,"5,039","3,176",63.03%,"3,091",61.34%,"3,270",64.89%,94,1.87%,85,1.69%
Blair,108070001,Central PA Digital Learning Foundation CS,7720,Central PA Digital Lrng Foundation CS,17,5,29.41%,3,17.65%,7,41.18%,2,11.76%,2,11.76%
,,Central PA Digital Learning Foundation CS,,,17,5,29.41%,3,17.65%,7,41.18%,2,11.76%,2,11.76%
,108070502,Altoona Area SD,0913,Altoona Area HS,463,243,52.48%,235,50.76%,278,60.04%,35,7.56%,8,1.73%
,,Altoona Area SD,,,463,243,52.48%,235,50.76%,278,60.04%,35,7.56%,8,1.73%
,108071003,Bellwood-Antis SD,0917,Bellwood-Antis HS,90,53,58.89%,53,58.89%,53,58.89%,0,0.00%,0,0.00%
,,Bellwood-Antis SD,,,90,53,58.89%,53,58.89%,53,58.89%,0,0.00%,0,0.00%
,108071504,Claysburg-Kimmel SD,0921,Claysburg-Kimmel Sr HS,73,36,49.32%,31,42.47%,37,50.68%,1,1.37%,5,6.85%
,,,9999,Claysburg-Kimmel SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Claysburg-Kimmel SD,,,74,36,48.65%,31,41.89%,37,50.00%,1,1.35%,5,6.76%
,108073503,Hollidaysburg Area SD,5207,Hollidaysburg Area SHS,238,132,55.46%,132,55.46%,142,59.66%,10,4.20%,0,0.00%
,,,9999,Hollidaysburg Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Hollidaysburg Area SD,,,241,132,54.77%,132,54.77%,142,58.92%,10,4.15%,0,0.00%
,108077503,Spring Cove SD,0941,Central HS,139,83,59.71%,79,56.83%,86,61.87%,3,2.16%,4,2.88%
,,,9999,Spring Cove SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Spring Cove SD,,,140,83,59.29%,79,56.43%,86,61.43%,3,2.14%,4,2.86%
,108078003,Tyrone Area SD,0949,Tyrone Area HS,148,83,56.08%,81,54.73%,90,60.81%,7,4.73%,2,1.35%
,,Tyrone Area SD,,,148,83,56.08%,81,54.73%,90,60.81%,7,4.73%,2,1.35%
,108079004,Williamsburg Community SD,0951,Williamsburg Community JSHS,46,17,36.96%,17,36.96%,18,39.13%,1,2.17%,0,0.00%
,,Williamsburg Community SD,,,46,17,36.96%,17,36.96%,18,39.13%,1,2.17%,0,0.00%
Blair,,,,,"1,219",652,53.49%,631,51.76%,711,58.33%,59,4.84%,21,1.72%
Bradford,117080503,Athens Area SD,0958,Athens Area HS,160,73,45.63%,73,45.63%,74,46.25%,1,0.63%,0,0.00%
,,Athens Area SD,,,160,73,45.63%,73,45.63%,74,46.25%,1,0.63%,0,0.00%
,117081003,Canton Area SD,0988,Canton JSHS,83,37,44.58%,37,44.58%,41,49.40%,4,4.82%,0,0.00%
,,Canton Area SD,,,83,37,44.58%,37,44.58%,41,49.40%,4,4.82%,0,0.00%
,117083004,Northeast Bradford SD,0964,Northeast Bradford JSHS,50,1,2.00%,1,2.00%,1,2.00%,0,0.00%,0,0.00%
,,Northeast Bradford SD,,,50,1,2.00%,1,2.00%,1,2.00%,0,0.00%,0,0.00%
,117086003,Sayre Area SD,0965,Sayre Area HS,54,33,61.11%,33,61.11%,33,61.11%,0,0.00%,0,0.00%
,,Sayre Area SD,,,54,33,61.11%,33,61.11%,33,61.11%,0,0.00%,0,0.00%
,117086503,Towanda Area SD,5208,Towanda Area JSHS,111,50,45.05%,49,44.14%,54,48.65%,4,3.60%,1,0.90%
,,Towanda Area SD,,,111,50,45.05%,49,44.14%,54,48.65%,4,3.60%,1,0.90%
,117086653,Troy Area SD,1000,Troy Area JSHS,87,40,45.98%,40,45.98%,41,47.13%,1,1.15%,0,0.00%
,,Troy Area SD,,,87,40,45.98%,40,45.98%,41,47.13%,1,1.15%,0,0.00%
,117089003,Wyalusing Area SD,1005,Wyalusing Valley JSHS,73,40,54.79%,40,54.79%,45,61.64%,5,6.85%,0,0.00%
,,,9999,Wyalusing Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Wyalusing Area SD,,,74,40,54.05%,40,54.05%,45,60.81%,5,6.76%,0,0.00%
Bradford,,,,,619,274,44.26%,273,44.10%,289,46.69%,15,2.42%,1,0.16%
Bucks,122090001,Center for Student Learning CS at Pennsbury,7726,Center for Student Lrng CS Pennsbury,23,10,43.48%,10,43.48%,11,47.83%,1,4.35%,0,0.00%
,,Center for Student Learning CS at Pennsbury,,,23,10,43.48%,10,43.48%,11,47.83%,1,4.35%,0,0.00%
,122091002,Bensalem Township SD,5116,Bensalem Twp HS,505,321,63.56%,308,60.99%,359,71.09%,38,7.52%,13,2.57%
,,,9999,Bensalem Township SD,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Bensalem Township SD,,,515,321,62.33%,308,59.81%,359,69.71%,38,7.38%,13,2.52%
,122091303,Bristol Borough SD,1014,Bristol HS,79,53,67.09%,53,67.09%,58,73.42%,5,6.33%,0,0.00%
,,,9999,Bristol Borough SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Bristol Borough SD,,,86,53,61.63%,53,61.63%,58,67.44%,5,5.81%,0,0.00%
,122091352,Bristol Township SD,1029,Truman SHS,335,171,51.04%,171,51.04%,171,51.04%,0,0.00%,0,0.00%
,,,9999,Bristol Township SD,38,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Bristol Township SD,,,373,171,45.84%,171,45.84%,171,45.84%,0,0.00%,0,0.00%
,122091457,Bucks County Technical High School,1030,Bucks County Technical High School,333,187,56.16%,187,56.16%,224,67.27%,37,11.11%,0,0.00%
,,Bucks County Technical High School,,,333,187,56.16%,187,56.16%,224,67.27%,37,11.11%,0,0.00%
,122092002,Centennial SD,1040,William Tennent HS,400,305,76.25%,305,76.25%,313,78.25%,8,2.00%,0,0.00%
,,,9999,Centennial SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Centennial SD,,,403,305,75.68%,305,75.68%,313,77.67%,8,1.99%,0,0.00%
,122092102,Central Bucks SD,1043,Central Bucks HS-West,461,381,82.65%,378,82.00%,382,82.86%,1,0.22%,3,0.65%
,,,5133,Central Bucks HS-East,462,420,90.91%,420,90.91%,420,90.91%,0,0.00%,0,0.00%
,,,7790,Central Bucks HS-South,561,389,69.34%,387,68.98%,390,69.52%,1,0.18%,2,0.36%
,,,9999,Central Bucks SD,17,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Central Bucks SD,,,"1,501","1,190",79.28%,"1,185",78.95%,"1,192",79.41%,2,0.13%,5,0.33%
,122092353,Council Rock SD,5096,Council Rock HS North,382,344,90.05%,344,90.05%,349,91.36%,5,1.31%,0,0.00%
,,,7749,Council Rock HS South,480,426,88.75%,318,66.25%,429,89.38%,3,0.63%,108,22.50%
,,Council Rock SD,,,862,770,89.33%,662,76.80%,778,90.26%,8,0.93%,108,12.53%
,122093140,School Lane CS,7568,School Lane CS,68,60,88.24%,60,88.24%,62,91.18%,2,2.94%,0,0.00%
,,School Lane CS,,,68,60,88.24%,60,88.24%,62,91.18%,2,2.94%,0,0.00%
,122097203,Morrisville Borough SD,8381,Morrisville HS,47,5,10.64%,5,10.64%,5,10.64%,0,0.00%,0,0.00%
,,,9999,Morrisville Borough SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Morrisville Borough SD,,,49,5,10.20%,5,10.20%,5,10.20%,0,0.00%,0,0.00%
,122097502,Neshaminy SD,6455,Neshaminy HS,699,444,63.52%,428,61.23%,456,65.24%,12,1.72%,16,2.29%
,,,9999,Neshaminy SD,37,0,0.00%,0,0.00%,1,2.70%,1,2.70%,0,0.00%
,,Neshaminy SD,,,736,444,60.33%,428,58.15%,457,62.09%,13,1.77%,16,2.17%
,122097604,New Hope-Solebury SD,1084,New Hope-Solebury HS,111,100,90.09%,100,90.09%,100,90.09%,0,0.00%,0,0.00%
,,,9999,New Hope-Solebury SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,,New Hope-Solebury SD,,,112,101,90.18%,101,90.18%,101,90.18%,0,0.00%,0,0.00%
,122098003,Palisades SD,1094,Palisades HS,116,76,65.52%,76,65.52%,76,65.52%,0,0.00%,0,0.00%
,,,9999,Palisades SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Palisades SD,,,119,76,63.87%,76,63.87%,76,63.87%,0,0.00%,0,0.00%
,122098103,Pennridge SD,1100,Pennridge HS,596,457,76.68%,457,76.68%,463,77.68%,6,1.01%,0,0.00%
,,,9999,Pennridge SD,6,1,16.67%,1,16.67%,1,16.67%,0,0.00%,0,0.00%
,,Pennridge SD,,,602,458,76.08%,458,76.08%,464,77.08%,6,1.00%,0,0.00%
,122098202,Pennsbury SD,4682,Pennsbury HS,638,490,76.80%,487,76.33%,509,79.78%,19,2.98%,3,0.47%
,,Pennsbury SD,,,638,490,76.80%,487,76.33%,509,79.78%,19,2.98%,3,0.47%
,122098403,Quakertown Community SD,1128,Quakertown Community HS,392,260,66.33%,260,66.33%,267,68.11%,7,1.79%,0,0.00%
,,,9999,Quakertown Community SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Quakertown Community SD,,,393,260,66.16%,260,66.16%,267,67.94%,7,1.78%,0,0.00%
Bucks,,,,,"6,813","4,901",71.94%,"4,756",69.81%,"5,047",74.08%,146,2.14%,145,2.13%
Butler,104101252,Butler Area SD,8344,Butler Area SHS,436,295,67.66%,289,66.28%,298,68.35%,3,0.69%,6,1.38%
,,,9999,Butler Area SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Butler Area SD,,,441,295,66.89%,289,65.53%,298,67.57%,3,0.68%,6,1.36%
,104103603,Karns City Area SD,1154,Karns City HS,81,61,75.31%,59,72.84%,61,75.31%,0,0.00%,2,2.47%
,,,9999,Karns City Area SD,14,3,21.43%,3,21.43%,3,21.43%,0,0.00%,0,0.00%
,,Karns City Area SD,,,95,64,67.37%,62,65.26%,64,67.37%,0,0.00%,2,2.11%
,104105003,Mars Area SD,1159,Mars Area SHS,251,221,88.05%,221,88.05%,221,88.05%,0,0.00%,0,0.00%
,,,9999,Mars Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Mars Area SD,,,252,221,87.70%,221,87.70%,221,87.70%,0,0.00%,0,0.00%
,104105353,Moniteau SD,1164,Moniteau JSHS,85,41,48.24%,38,44.71%,44,51.76%,3,3.53%,3,3.53%
,,,9999,Moniteau SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Moniteau SD,,,87,41,47.13%,38,43.68%,44,50.57%,3,3.45%,3,3.45%
,104107503,Slippery Rock Area SD,1172,Slippery Rock Area HS,146,83,56.85%,83,56.85%,92,63.01%,9,6.16%,0,0.00%
,,,9999,Slippery Rock Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Slippery Rock Area SD,,,149,83,55.70%,83,55.70%,92,61.74%,9,6.04%,0,0.00%
,104107803,Knoch SD,1177,Knoch HS,155,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Knoch SD,,,155,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104107903,Seneca Valley SD,8318,Seneca Valley HS,577,477,82.67%,477,82.67%,498,86.31%,21,3.64%,0,0.00%
,,,9999,Seneca Valley SD,5,1,20.00%,1,20.00%,4,80.00%,3,60.00%,0,0.00%
,,Seneca Valley SD,,,582,478,82.13%,478,82.13%,502,86.25%,24,4.12%,0,0.00%
Butler,,,,,"1,761","1,182",67.12%,"1,171",66.50%,"1,221",69.34%,39,2.21%,11,0.62%
Cambria,108110603,Blacklick Valley SD,5135,Blacklick Valley JSHS,44,21,47.73%,21,47.73%,21,47.73%,0,0.00%,0,0.00%
,,,9999,Blacklick Valley SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Blacklick Valley SD,,,50,21,42.00%,21,42.00%,21,42.00%,0,0.00%,0,0.00%
,108111203,Cambria Heights SD,5212,Cambria Heights SHS,105,53,50.48%,49,46.67%,58,55.24%,5,4.76%,4,3.81%
,,,9999,Cambria Heights SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Cambria Heights SD,,,108,53,49.07%,49,45.37%,58,53.70%,5,4.63%,4,3.70%
,108111303,Central Cambria SD,1208,Central Cambria HS,150,104,69.33%,102,68.00%,104,69.33%,0,0.00%,2,1.33%
,,,9999,Central Cambria SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Central Cambria SD,,,153,104,67.97%,102,66.67%,104,67.97%,0,0.00%,2,1.31%
,108111403,Conemaugh Valley SD,5136,Conemaugh Valley JSHS,40,31,77.50%,31,77.50%,32,80.00%,1,2.50%,0,0.00%
,,Conemaugh Valley SD,,,40,31,77.50%,31,77.50%,32,80.00%,1,2.50%,0,0.00%
,108112003,Ferndale Area SD,1225,Ferndale Area JSHS,40,25,62.50%,25,62.50%,25,62.50%,0,0.00%,0,0.00%
,,Ferndale Area SD,,,40,25,62.50%,25,62.50%,25,62.50%,0,0.00%,0,0.00%
,108112203,Forest Hills SD,8382,Forest Hills JSHS,114,70,61.40%,65,57.02%,76,66.67%,6,5.26%,5,4.39%
,,,9999,Forest Hills SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Forest Hills SD,,,116,70,60.34%,65,56.03%,76,65.52%,6,5.17%,5,4.31%
,108112502,Greater Johnstown SD,1251,Greater Johnstown SHS,143,45,31.47%,45,31.47%,62,43.36%,17,11.89%,0,0.00%
,,,8314,Greater Johnstown School District's Cyber Academy,20,1,5.00%,1,5.00%,2,10.00%,1,5.00%,0,0.00%
,,,9999,Greater Johnstown SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Greater Johnstown SD,,,167,46,27.54%,46,27.54%,64,38.32%,18,10.78%,0,0.00%
,108114503,Northern Cambria SD,6201,Northern Cambria HS,88,47,53.41%,46,52.27%,47,53.41%,0,0.00%,1,1.14%
,,,9999,Northern Cambria SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Northern Cambria SD,,,90,47,52.22%,46,51.11%,47,52.22%,0,0.00%,1,1.11%
,108116003,Penn Cambria SD,1213,Penn Cambria HS,131,62,47.33%,60,45.80%,68,51.91%,6,4.58%,2,1.53%
,,,9999,Penn Cambria SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Penn Cambria SD,,,135,62,45.93%,60,44.44%,68,50.37%,6,4.44%,2,1.48%
,108116303,Portage Area SD,1270,Portage Area JSHS,54,37,68.52%,36,66.67%,37,68.52%,0,0.00%,1,1.85%
,,Portage Area SD,,,54,37,68.52%,36,66.67%,37,68.52%,0,0.00%,1,1.85%
,108116503,Richland SD,7941,Richland HS,113,82,72.57%,82,72.57%,91,80.53%,9,7.96%,0,0.00%
,,,9999,Richland SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Richland SD,,,116,82,70.69%,82,70.69%,91,78.45%,9,7.76%,0,0.00%
,108118503,Westmont Hilltop SD,8379,Westmont Hilltop JSHS,118,84,71.19%,83,70.34%,90,76.27%,6,5.08%,1,0.85%
,,Westmont Hilltop SD,,,118,84,71.19%,83,70.34%,90,76.27%,6,5.08%,1,0.85%
Cambria,,,,,"1,187",662,55.77%,646,54.42%,713,60.07%,51,4.30%,16,1.35%
Cameron,109122703,Cameron County SD,1299,Cameron County JSHS,31,15,48.39%,13,41.94%,16,51.61%,1,3.23%,2,6.45%
,,Cameron County SD,,,31,15,48.39%,13,41.94%,16,51.61%,1,3.23%,2,6.45%
Cameron,,,,,31,15,48.39%,13,41.94%,16,51.61%,1,3.23%,2,6.45%
Carbon,121131507,Carbon Career & Technical Institute,4870,Carbon Career & Technical Institute,89,43,48.31%,38,42.70%,50,56.18%,7,7.87%,5,5.62%
,,Carbon Career & Technical Institute,,,89,43,48.31%,38,42.70%,50,56.18%,7,7.87%,5,5.62%
,121135003,Jim Thorpe Area SD,1307,Jim Thorpe Area HS,120,87,72.50%,86,71.67%,95,79.17%,8,6.67%,1,0.83%
,,,9999,Jim Thorpe Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Jim Thorpe Area SD,,,124,87,70.16%,86,69.35%,95,76.61%,8,6.45%,1,0.81%
,121135503,Lehighton Area SD,1315,Lehighton Area HS,179,106,59.22%,106,59.22%,125,69.83%,19,10.61%,0,0.00%
,,,9999,Lehighton Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Lehighton Area SD,,,183,106,57.92%,106,57.92%,125,68.31%,19,10.38%,0,0.00%
,121136503,Palmerton Area SD,4734,Palmerton Area HS,98,69,70.41%,68,69.39%,69,70.41%,0,0.00%,1,1.02%
,,,9999,Palmerton Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Palmerton Area SD,,,100,69,69.00%,68,68.00%,69,69.00%,0,0.00%,1,1.00%
,121136603,Panther Valley SD,8348,Panther Valley JSHS,88,43,48.86%,43,48.86%,45,51.14%,2,2.27%,0,0.00%
,,Panther Valley SD,,,88,43,48.86%,43,48.86%,45,51.14%,2,2.27%,0,0.00%
,121139004,Weatherly Area SD,1327,Weatherly Area SHS,45,32,71.11%,32,71.11%,32,71.11%,0,0.00%,0,0.00%
,,Weatherly Area SD,,,45,32,71.11%,32,71.11%,32,71.11%,0,0.00%,0,0.00%
Carbon,,,,,629,380,60.41%,373,59.30%,416,66.14%,36,5.72%,7,1.11%
Centre,110141003,Bald Eagle Area SD,1335,Bald Eagle Area JSHS,121,61,50.41%,59,48.76%,65,53.72%,4,3.31%,2,1.65%
,,Bald Eagle Area SD,,,121,61,50.41%,59,48.76%,65,53.72%,4,3.31%,2,1.65%
,110141103,Bellefonte Area SD,1343,Bellefonte Area HS,197,119,60.41%,117,59.39%,121,61.42%,2,1.02%,2,1.02%
,,Bellefonte Area SD,,,197,119,60.41%,117,59.39%,121,61.42%,2,1.02%,2,1.02%
,110147003,Penns Valley Area SD,6231,Penns Valley Area JSHS,98,62,63.27%,62,63.27%,63,64.29%,1,1.02%,0,0.00%
,,Penns Valley Area SD,,,98,62,63.27%,62,63.27%,63,64.29%,1,1.02%,0,0.00%
,110148002,State College Area SD,1364,State College Area HS,603,495,82.09%,494,81.92%,508,84.25%,13,2.16%,1,0.17%
,,State College Area SD,,,603,495,82.09%,494,81.92%,508,84.25%,13,2.16%,1,0.17%
Centre,,,,,"1,019",737,72.33%,732,71.84%,757,74.29%,20,1.96%,5,0.49%
Chester,124150002,21st Century Cyber CS,7691,21st Century Cyber CS,270,159,58.89%,156,57.78%,189,70.00%,30,11.11%,3,1.11%
,,21st Century Cyber CS,,,270,159,58.89%,156,57.78%,189,70.00%,30,11.11%,3,1.11%
,124150003,Avon Grove CS,7721,Avon Grove CS,107,84,78.50%,83,77.57%,87,81.31%,3,2.80%,1,0.93%
,,,9999,Avon Grove CS,3,1,33.33%,0,0.00%,1,33.33%,0,0.00%,1,33.33%
,,Avon Grove CS,,,110,85,77.27%,83,75.45%,88,80.00%,3,2.73%,2,1.82%
,124150004,Pennsylvania Leadership CS,7819,Pennsylvania Leadership CS,347,260,74.93%,245,70.61%,265,76.37%,5,1.44%,15,4.32%
,,Pennsylvania Leadership CS,,,347,260,74.93%,245,70.61%,265,76.37%,5,1.44%,15,4.32%
,124150503,Avon Grove SD,1367,Avon Grove HS,434,314,72.35%,311,71.66%,328,75.58%,14,3.23%,3,0.69%
,,,9999,Avon Grove SD,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Avon Grove SD,,,444,314,70.72%,311,70.05%,328,73.87%,14,3.15%,3,0.68%
,124151902,Coatesville Area SD,5012,Coatesville Area SHS,442,244,55.20%,244,55.20%,286,64.71%,42,9.50%,0,0.00%
