DistrictName,SchoolName,Schl,AcademicYearId,AUN,DataElement,DisplayValue
Upper Merion Area SD,Bridgeport El Sch,6468,19,123468402,Federal - Personnel,1497.86
Upper Merion Area SD,Caley El Sch,4832,19,123468402,Federal - Personnel,47.18
Upper Merion Area SD,Candlebrook El Sch,3389,19,123468402,Federal - Personnel,47.48
Upper Merion Area SD,Roberts El Sch,3391,19,123468402,Federal - Personnel,47.28
Upper Merion Area SD,Upper Merion HS,3395,19,123468402,Federal - Personnel,47.9
Upper Merion Area SD,Upper Merion MS,3394,19,123468402,Federal - Personnel,47.26
Upper Moreland Township SD,Upper Moreland HS,3401,19,123468503,Federal - Personnel,33.75
Upper Moreland Township SD,Upper Moreland Intermediate Sch,7798,19,123468503,Federal - Personnel,271.17
Upper Moreland Township SD,Upper Moreland MS,5249,19,123468503,Federal - Personnel,42.04
Upper Moreland Township SD,Upper Moreland Primary Sch,7797,19,123468503,Federal - Personnel,167.56
Upper Perkiomen SD,Hereford El Sch,7073,19,123468603,Federal - Personnel,420.76
Upper Perkiomen SD,Marlborough El Sch,7264,19,123468603,Federal - Personnel,90.1
Upper Perkiomen SD,Upper Perkiomen HS,5081,19,123468603,Federal - Personnel,118.69
Upper Perkiomen SD,Upper Perkiomen MS,3406,19,123468603,Federal - Personnel,109.83
Wissahickon SD,Blue Bell El Sch,6470,19,123469303,Federal - Personnel,0
Wissahickon SD,Lower Gwynedd El Sch,7491,19,123469303,Federal - Personnel,0
Wissahickon SD,Shady Grove El Sch,6835,19,123469303,Federal - Personnel,1112.86
Wissahickon SD,Stony Creek El Sch,3414,19,123469303,Federal - Personnel,0
Wissahickon SD,Wissahickon MS,3245,19,123469303,Federal - Personnel,151.24
Wissahickon SD,Wissahickon SHS,3247,19,123469303,Federal - Personnel,213.25
Avon Grove SD,Avon Grove HS,1367,19,124150503,Federal - Personnel,65.13
Avon Grove SD,Avon Grove Intrmd Sch,1365,19,124150503,Federal - Personnel,5.07
Avon Grove SD,Fred S Engle MS,5216,19,124150503,Federal - Personnel,1.51
Avon Grove SD,Penn London El Sch,7323,19,124150503,Federal - Personnel,324.41
Coatesville Area SD,Caln El Sch,1376,19,124151902,Federal - Personnel,518.73
Coatesville Area SD,Coatesville Area SHS,5012,19,124151902,Federal - Personnel,0
Coatesville Area SD,East Fallowfield El Sch,1374,19,124151902,Federal - Personnel,5.46
Coatesville Area SD,Kings Highway El Sch,1375,19,124151902,Federal - Personnel,593.61
Coatesville Area SD,North Brandywine MS,6473,19,124151902,Federal - Personnel,0
Coatesville Area SD,Rainbow El Sch,1370,19,124151902,Federal - Personnel,359.85
Coatesville Area SD,Reeceville El Sch,7334,19,124151902,Federal - Personnel,375.01
Coatesville Area SD,Scott MS,7767,19,124151902,Federal - Personnel,0
Coatesville Area SD,South Brandywine MS,6474,19,124151902,Federal - Personnel,388.26
Downingtown Area SD,Beaver Creek El Sch,1391,19,124152003,Federal - Personnel,199.01
Downingtown Area SD,Bradford Hgts El Sch,7266,19,124152003,Federal - Personnel,179.4
Downingtown Area SD,Brandywine-Wallace El Sch,1431,19,124152003,Federal - Personnel,55.15
Downingtown Area SD,Downingtown MS,7517,19,124152003,Federal - Personnel,59.71
Downingtown Area SD,Downingtown HS East Campus,7759,19,124152003,Federal - Personnel,59.71
Downingtown Area SD,Downingtown HS West Campus,1387,19,124152003,Federal - Personnel,59.71
Downingtown Area SD,East Ward El Sch,5011,19,124152003,Federal - Personnel,201.85
Downingtown Area SD,Lionville El Sch,6476,19,124152003,Federal - Personnel,177.71
Downingtown Area SD,Lionville MS,7516,19,124152003,Federal - Personnel,59.71
Downingtown Area SD,Pickering Valley El Sch,1432,19,124152003,Federal - Personnel,55.15
Downingtown Area SD,Shamona Creek El Sch,7265,19,124152003,Federal - Personnel,55.15
Downingtown Area SD,Springton Manor El Sch,7990,19,124152003,Federal - Personnel,55.15
Downingtown Area SD,Uwchlan Hills El Sch,6621,19,124152003,Federal - Personnel,55.15
Downingtown Area SD,West Bradford El Sch,6477,19,124152003,Federal - Personnel,55.15
Great Valley SD,Charlestown El Sch,1368,19,124153503,Federal - Personnel,1.28
Great Valley SD,General Wayne El Sch,7695,19,124153503,Federal - Personnel,170.93
Great Valley SD,Great Valley HS,1424,19,124153503,Federal - Personnel,3.43
Great Valley SD,Great Valley MS,1422,19,124153503,Federal - Personnel,2.57
Great Valley SD,Kathryn D. Markley El Sch,6479,19,124153503,Federal - Personnel,274.27
Great Valley SD,Sugartown El Sch,1461,19,124153503,Federal - Personnel,209.26
Kennett Consolidated SD,Greenwood El Sch,1401,19,124154003,Federal - Personnel,283.39
Kennett Consolidated SD,Kennett HS,6482,19,124154003,Federal - Personnel,116.65
Kennett Consolidated SD,Kennett MS,6834,19,124154003,Federal - Personnel,108.88
Kennett Consolidated SD,New Garden El Sch,1400,19,124154003,Federal - Personnel,442.08
Octorara Area SD,Octorara Area JSHS,1414,19,124156503,Federal - Personnel,231.48
Octorara Area SD,Octorara El Sch,1413,19,124156503,Federal - Personnel,241.06
Octorara Area SD,Octorara Intermediate Sch,8004,19,124156503,Federal - Personnel,232.92
Octorara Area SD,Octorara Primary LC,7656,19,124156503,Federal - Personnel,231.85
Owen J Roberts SD,East Coventry El Sch,7304,19,124156603,Federal - Personnel,0.4
Owen J Roberts SD,East Vincent El Sch,7198,19,124156603,Federal - Personnel,0.38
Owen J Roberts SD,French Creek El Sch,7197,19,124156603,Federal - Personnel,0.19
Owen J Roberts SD,North Coventry El Sch,6487,19,124156603,Federal - Personnel,0.4
Owen J Roberts SD,Owen J Roberts HS,1406,19,124156603,Federal - Personnel,0.11
Owen J Roberts SD,Owen J Roberts MS,5010,19,124156603,Federal - Personnel,0.06
Owen J Roberts SD,West Vincent El Sch,7994,19,124156603,Federal - Personnel,0.19
Oxford Area SD,Elk Ridge School,8063,19,124156703,Federal - Personnel,554.91
Oxford Area SD,Hopewell El Sch,8064,19,124156703,Federal - Personnel,229.22
Oxford Area SD,Jordan Bank Sch,6624,19,124156703,Federal - Personnel,646.68
Oxford Area SD,Nottingham Sch,6623,19,124156703,Federal - Personnel,304.49
Oxford Area SD,Oxford Area HS,1420,19,124156703,Federal - Personnel,0
Oxford Area SD,Penn's Grove Sch,1418,19,124156703,Federal - Personnel,0
Phoenixville Area SD,Barkley El Sch,1430,19,124157203,Federal - Personnel,29.54
Phoenixville Area SD,Phoenixville Area HS,1426,19,124157203,Federal - Personnel,30.35
Phoenixville Area SD,Phoenixville Area MS,1425,19,124157203,Federal - Personnel,29.66
Phoenixville Area SD,Schuylkill El Sch,4841,19,124157203,Federal - Personnel,29.22
Tredyffrin-Easttown SD,Beaumont El Sch,4690,19,124157802,Federal - Personnel,73
Tredyffrin-Easttown SD,Conestoga SHS,1423,19,124157802,Federal - Personnel,76.41
Tredyffrin-Easttown SD,Devon El Sch,1434,19,124157802,Federal - Personnel,71.92
Tredyffrin-Easttown SD,Hillside El Sch,1439,19,124157802,Federal - Personnel,75.74
Tredyffrin-Easttown SD,New Eagle El Sch,1440,19,124157802,Federal - Personnel,73
Tredyffrin-Easttown SD,Tredyffrin-Easttown MS,1421,19,124157802,Federal - Personnel,77.17
Tredyffrin-Easttown SD,Valley Forge El Sch,1438,19,124157802,Federal - Personnel,65.04
Tredyffrin-Easttown SD,Valley Forge MS,4689,19,124157802,Federal - Personnel,74.15
Unionville-Chadds Ford SD,Chadds Ford El Sch,1441,19,124158503,Federal - Personnel,299.15
Unionville-Chadds Ford SD,Charles F Patton MS,6719,19,124158503,Federal - Personnel,68.22
Unionville-Chadds Ford SD,Hillendale El Sch,7214,19,124158503,Federal - Personnel,0
Unionville-Chadds Ford SD,Pocopson El Sch,7736,19,124158503,Federal - Personnel,138.32
Unionville-Chadds Ford SD,Unionville El Sch,1442,19,124158503,Federal - Personnel,308.12
Unionville-Chadds Ford SD,Unionville HS,1443,19,124158503,Federal - Personnel,213.73
West Chester Area SD,E N Peirce MS,1452,19,124159002,Federal - Personnel,18.86
West Chester Area SD,East Bradford El Sch,1392,19,124159002,Federal - Personnel,170.23
West Chester Area SD,East Goshen El Sch,1395,19,124159002,Federal - Personnel,277.82
West Chester Area SD,Exton El Sch,1456,19,124159002,Federal - Personnel,18.86
West Chester Area SD,Fern Hill El Sch,1454,19,124159002,Federal - Personnel,344.49
West Chester Area SD,Glen Acres El Sch,4812,19,124159002,Federal - Personnel,245.08
West Chester Area SD,Hillsdale El Sch,6910,19,124159002,Federal - Personnel,317.41
West Chester Area SD,J R Fugett MS,5137,19,124159002,Federal - Personnel,18.86
West Chester Area SD,Mary C Howse El Sch,1457,19,124159002,Federal - Personnel,18.86
West Chester Area SD,Penn Wood El Sch,4813,19,124159002,Federal - Personnel,18.86
West Chester Area SD,Sarah W Starkweather El Sch,7324,19,124159002,Federal - Personnel,18.86
West Chester Area SD,Stetson MS,1451,19,124159002,Federal - Personnel,18.85
West Chester Area SD,West Chester Bayard Rustin HS,7894,19,124159002,Federal - Personnel,18.84
West Chester Area SD,West Chester East HS,6734,19,124159002,Federal - Personnel,18.84
West Chester Area SD,West Chester Henderson HS,1453,19,124159002,Federal - Personnel,18.86
West Chester Area SD,Westtown-Thornbury El Sch,1458,19,124159002,Federal - Personnel,18.86
Chester-Upland SD,Chester HS,6492,19,125231232,Federal - Personnel,876.85
Chester-Upland SD,Chester Upland Sch of Arts,8020,19,125231232,Federal - Personnel,1357.64
Chester-Upland SD,Main Street Sch,1958,19,125231232,Federal - Personnel,522.37
Chester-Upland SD,Stetser El Sch,1829,19,125231232,Federal - Personnel,1113.26
Chichester SD,Boothwyn El Sch,1843,19,125231303,Federal - Personnel,0
Chichester SD,Chichester MS,7276,19,125231303,Federal - Personnel,50.39
Chichester SD,Chichester SHS,1849,19,125231303,Federal - Personnel,62.11
Chichester SD,Hilltop El Sch,5322,19,125231303,Federal - Personnel,0
Chichester SD,Linwood El Sch,1847,19,125231303,Federal - Personnel,1058.36
Chichester SD,Marcus Hook El Sch,1893,19,125231303,Federal - Personnel,1173.25
Garnet Valley SD,Bethel Springs El Sch,7714,19,125234103,Federal - Personnel,65.2
Garnet Valley SD,Concord El Sch,6506,19,125234103,Federal - Personnel,160.4
Garnet Valley SD,Garnet Valley El Sch,7486,19,125234103,Federal - Personnel,159.3
Garnet Valley SD,Garnet Valley HS,1869,19,125234103,Federal - Personnel,19.57
Garnet Valley SD,Garnet Valley MS,7313,19,125234103,Federal - Personnel,26.73
Haverford Township SD,Chatham Park El Sch,1871,19,125234502,Federal - Personnel,228.17
Haverford Township SD,Chestnutwold El Sch,1876,19,125234502,Federal - Personnel,235.02
Haverford Township SD,Coopertown El Sch,1877,19,125234502,Federal - Personnel,257.66
Haverford Township SD,Haverford MS,1878,19,125234502,Federal - Personnel,247.64
Haverford Township SD,Haverford SHS,1879,19,125234502,Federal - Personnel,250.04
Haverford Township SD,Lynnewood El Sch,1874,19,125234502,Federal - Personnel,262.36
Haverford Township SD,Manoa El Sch,1875,19,125234502,Federal - Personnel,245.77
Interboro SD,Glenolden Sch,1881,19,125235103,Federal - Personnel,155.91
Interboro SD,Interboro SHS,1885,19,125235103,Federal - Personnel,155.89
Interboro SD,Kindergarten Academy,7643,19,125235103,Federal - Personnel,155.84
Interboro SD,Norwood Sch,1883,19,125235103,Federal - Personnel,155.87
Interboro SD,Prospect Park Sch,6508,19,125235103,Federal - Personnel,155.92
Interboro SD,Tinicum Sch,4847,19,125235103,Federal - Personnel,155.93
Marple Newtown SD,Culbertson El Sch,1898,19,125235502,Federal - Personnel,187.42
Marple Newtown SD,Loomis El Sch,1899,19,125235502,Federal - Personnel,397.8
Marple Newtown SD,Marple Newtown SHS,1902,19,125235502,Federal - Personnel,142.07
Marple Newtown SD,Paxon Hollow MS,1901,19,125235502,Federal - Personnel,149.58
Marple Newtown SD,Russell El Sch,1894,19,125235502,Federal - Personnel,411.75
Marple Newtown SD,Worrall El Sch,1896,19,125235502,Federal - Personnel,136.91
Penn-Delco SD,Aston El Sch,1911,19,125236903,Federal - Personnel,108.6
Penn-Delco SD,Coebourn El Sch,1910,19,125236903,Federal - Personnel,108.55
Penn-Delco SD,Northley MS,5143,19,125236903,Federal - Personnel,108.6
Penn-Delco SD,Parkside El Sch,1912,19,125236903,Federal - Personnel,108.41
Penn-Delco SD,Pennell El Sch,5223,19,125236903,Federal - Personnel,108.6
Penn-Delco SD,Sun Valley HS,1915,19,125236903,Federal - Personnel,108.26
Radnor Township SD,Ithan El Sch,6510,19,125237603,Federal - Personnel,99.13
Radnor Township SD,Radnor El Sch,7697,19,125237603,Federal - Personnel,100.48
Radnor Township SD,Radnor MS,6511,19,125237603,Federal - Personnel,111.23
Radnor Township SD,Radnor SHS,1921,19,125237603,Federal - Personnel,118.89
Radnor Township SD,Wayne El Sch,6512,19,125237603,Federal - Personnel,100.91
Ridley SD,Amosland El Sch,1925,19,125237702,Federal - Personnel,0
Ridley SD,Eddystone El Sch,5043,19,125237702,Federal - Personnel,1061.27
Ridley SD,Edgewood El Sch,1926,19,125237702,Federal - Personnel,0
Ridley SD,Grace Park El Sch,1928,19,125237702,Federal - Personnel,0
Ridley SD,Lakeview El Sch,4705,19,125237702,Federal - Personnel,0
Ridley SD,Leedom El Sch,1930,19,125237702,Federal - Personnel,0
Ridley SD,Ridley HS,1934,19,125237702,Federal - Personnel,0
Ridley SD,Ridley MS,7218,19,125237702,Federal - Personnel,3.62
Ridley SD,Woodlyn El Sch,1932,19,125237702,Federal - Personnel,1404.87
Rose Tree Media SD,Glenwood El Sch,1940,19,125237903,Federal - Personnel,380.28
Rose Tree Media SD,Indian Lane El Sch,7365,19,125237903,Federal - Personnel,400.27
Rose Tree Media SD,Media El Sch,6514,19,125237903,Federal - Personnel,367.47
Rose Tree Media SD,Penncrest HS,1942,19,125237903,Federal - Personnel,249.32
Rose Tree Media SD,Rose Tree El Sch,1937,19,125237903,Federal - Personnel,200.26
Rose Tree Media SD,Springton Lake MS,6625,19,125237903,Federal - Personnel,237.07
Southeast Delco SD,Academy Park HS,6516,19,125238402,Federal - Personnel,484.74
Southeast Delco SD,Darby Twp Sch,1861,19,125238402,Federal - Personnel,501.01
Southeast Delco SD,Delcroft Sch,6505,19,125238402,Federal - Personnel,447.87
Southeast Delco SD,Harris Sch,6501,19,125238402,Federal - Personnel,416.43
Southeast Delco SD,Sharon Hill Sch,1943,19,125238402,Federal - Personnel,405.96
Southeast Delco SD,Southeast Delco Kindergarten Center,7946,19,125238402,Federal - Personnel,372.47
Springfield SD,Richardson MS,1949,19,125238502,Federal - Personnel,1.41
Springfield SD,Sabold El Sch,6518,19,125238502,Federal - Personnel,441.19
Springfield SD,Scenic Hills El Sch,6519,19,125238502,Federal - Personnel,1.4
Springfield SD,Springfield HS,1950,19,125238502,Federal - Personnel,1.45
Upper Darby SD,Aronimink El Sch,1959,19,125239452,Federal - Personnel,0
Upper Darby SD,Beverly Hills MS,1970,19,125239452,Federal - Personnel,701.52
Upper Darby SD,Bywood El Sch,1960,19,125239452,Federal - Personnel,828.95
Upper Darby SD,Charles Kelly El Sch,7943,19,125239452,Federal - Personnel,1839.02
Upper Darby SD,Drexel Hill MS,1971,19,125239452,Federal - Personnel,7.39
Upper Darby SD,Garrettford El Sch,1964,19,125239452,Federal - Personnel,0
Upper Darby SD,Highland Park El Sch,1965,19,125239452,Federal - Personnel,863.55
Upper Darby SD,Hillcrest El Sch,1966,19,125239452,Federal - Personnel,5.67
Upper Darby SD,Primos El Sch,7359,19,125239452,Federal - Personnel,3.3
Upper Darby SD,Stonehurst Hills El Sch,1968,19,125239452,Federal - Personnel,1139.98
Upper Darby SD,Upper Darby Kdg Ctr,7480,19,125239452,Federal - Personnel,571.08
Upper Darby SD,Upper Darby SHS,1972,19,125239452,Federal - Personnel,5.04
Upper Darby SD,Walter M Senkow El Sch,7845,19,125239452,Federal - Personnel,794.3
Upper Darby SD,Westbrook Park El Sch,1969,19,125239452,Federal - Personnel,701.14
Wallingford-Swarthmore SD,Nether Providence El Sch,1905,19,125239603,Federal - Personnel,515.28
Wallingford-Swarthmore SD,Strath Haven HS,5287,19,125239603,Federal - Personnel,3.72
Wallingford-Swarthmore SD,Strath Haven MS,1908,19,125239603,Federal - Personnel,7.31
Wallingford-Swarthmore SD,Swarthmore-Rutledge Sch,1952,19,125239603,Federal - Personnel,2.05
Wallingford-Swarthmore SD,Wallingford El Sch,1906,19,125239603,Federal - Personnel,5.23
William Penn SD,Aldan El Sch,6509,19,125239652,Federal - Personnel,564.96
William Penn SD,Ardmore Avenue Sch,1887,19,125239652,Federal - Personnel,564.96
William Penn SD,Bell Avenue School,7385,19,125239652,Federal - Personnel,564.96
William Penn SD,Colwyn El Sch,1856,19,125239652,Federal - Personnel,564.96
William Penn SD,East Lansdowne El Sch,1890,19,125239652,Federal - Personnel,564.96
William Penn SD,Park Lane El Sch,7020,19,125239652,Federal - Personnel,564.96
William Penn SD,Penn Wood MS,7918,19,125239652,Federal - Personnel,616.12
William Penn SD,W B Evans Magnet Sch,1974,19,125239652,Federal - Personnel,564.96
William Penn SD,Walnut Street El Sch,8018,19,125239652,Federal - Personnel,565.57
Philadelphia City SD,Academy at Palumbo,7904,19,126515001,Federal - Personnel,877.43
Philadelphia City SD,Adaire Alexander Sch,7256,19,126515001,Federal - Personnel,1283.32
Philadelphia City SD,Allen Dr Ethel Sch,5292,19,126515001,Federal - Personnel,2189.39
Philadelphia City SD,Allen Ethan Sch,3758,19,126515001,Federal - Personnel,1658.59
Philadelphia City SD,AMY at Martin,6823,19,126515001,Federal - Personnel,923.23
Philadelphia City SD,AMY NW,7024,19,126515001,Federal - Personnel,1117.69
Philadelphia City SD,Anderson Add B Sch,3804,19,126515001,Federal - Personnel,2290.36
Philadelphia City SD,Arthur Chester A Sch,3805,19,126515001,Federal - Personnel,2174.98
Philadelphia City SD,Arts Academy at Benjamin Rush,8039,19,126515001,Federal - Personnel,671.04
Philadelphia City SD,Bache-Martin Sch,3618,19,126515001,Federal - Personnel,1629.95
Philadelphia City SD,Baldi C C A MS,6824,19,126515001,Federal - Personnel,847.04
Philadelphia City SD,Barry Comm John Sch,8029,19,126515001,Federal - Personnel,2097.46
Philadelphia City SD,Barton Clara Sch,3732,19,126515001,Federal - Personnel,2546.48
Philadelphia City SD,Bartram John - Main,3847,19,126515001,Federal - Personnel,1955.92
Philadelphia City SD,Bethune Mary McLeod Sch,5183,19,126515001,Federal - Personnel,2243.82
Philadelphia City SD,Blaine James G Sch,3662,19,126515001,Federal - Personnel,2409.1
Philadelphia City SD,Blankenburg Rudolph Sch,3663,19,126515001,Federal - Personnel,2422.07
Philadelphia City SD,Bodine William W HS,7070,19,126515001,Federal - Personnel,983.58
Philadelphia City SD,Bregy F Amedee Sch,3620,19,126515001,Federal - Personnel,3027.57
Philadelphia City SD,Bridesburg Sch,3745,19,126515001,Federal - Personnel,1447.31
Philadelphia City SD,Brown Henry A Sch,3684,19,126515001,Federal - Personnel,2505.98
Philadelphia City SD,Brown Joseph H Sch,6529,19,126515001,Federal - Personnel,1232.47
Philadelphia City SD,Bryant William C Sch,3601,19,126515001,Federal - Personnel,2187.49
Philadelphia City SD,Carnell Laura H Sch,7230,19,126515001,Federal - Personnel,1909.52
Philadelphia City SD,Carver HS,7023,19,126515001,Federal - Personnel,868.76
Philadelphia City SD,Lewis C Cassidy Academics Plus Sch,3664,19,126515001,Federal - Personnel,1765.4
Philadelphia City SD,Catharine Joseph Sch,3602,19,126515001,Federal - Personnel,2196.83
Philadelphia City SD,Cayuga School,7404,19,126515001,Federal - Personnel,2593.84
Philadelphia City SD,Central HS,3848,19,126515001,Federal - Personnel,813.03
Philadelphia City SD,Childs George W Sch,3622,19,126515001,Federal - Personnel,1610.44
Philadelphia City SD,Clemente Roberto MS,6767,19,126515001,Federal - Personnel,1331.39
Philadelphia City SD,Comegys Benjamin B Sch,3782,19,126515001,Federal - Personnel,2032.33
Philadelphia City SD,Comly Watson Sch,3760,19,126515001,Federal - Personnel,1160.43
Philadelphia City SD,Constitution HS,7905,19,126515001,Federal - Personnel,1119.93
Philadelphia City SD,Conwell Russell MS,6525,19,126515001,Federal - Personnel,1324.93
Philadelphia City SD,Cooke Jay MS,7239,19,126515001,Federal - Personnel,2222.51
Philadelphia City SD,Cook-Wissahickon Sch,5122,19,126515001,Federal - Personnel,1077.48
Philadelphia City SD,Cramp William Sch,5123,19,126515001,Federal - Personnel,1742.14
Philadelphia City SD,Creative and Performing Arts,6996,19,126515001,Federal - Personnel,813.73
Philadelphia City SD,Crossan Kennedy C Sch,3762,19,126515001,Federal - Personnel,2032.91
Philadelphia City SD,Day Anna B Sch,3706,19,126515001,Federal - Personnel,1427.62
Philadelphia City SD,DeBurgos Bilingual Magnet MS,7175,19,126515001,Federal - Personnel,1801.67
Philadelphia City SD,Decatur Stephen Sch,4727,19,126515001,Federal - Personnel,1145.57
Philadelphia City SD,Dick William Sch,3786,19,126515001,Federal - Personnel,2140.16
Philadelphia City SD,Disston Hamilton Sch,3763,19,126515001,Federal - Personnel,1526.27
Philadelphia City SD,Dobbins AVT HS,3841,19,126515001,Federal - Personnel,1276.71
Philadelphia City SD,Dobson James Sch,3726,19,126515001,Federal - Personnel,1553.35
Philadelphia City SD,Duckrey Tanner Sch,5040,19,126515001,Federal - Personnel,2438.5
Philadelphia City SD,Dunbar Paul L Sch,3687,19,126515001,Federal - Personnel,3059.72
Philadelphia City SD,Edison HS/Fareira Skills,3849,19,126515001,Federal - Personnel,1407.43
Philadelphia City SD,Franklin S Edmonds Sch,3708,19,126515001,Federal - Personnel,1405.21
Philadelphia City SD,Elkin Lewis Sch,3688,19,126515001,Federal - Personnel,2387.71
Philadelphia City SD,Ellwood Sch,3738,19,126515001,Federal - Personnel,1719.56
Philadelphia City SD,Emlen Eleanor C Sch,3709,19,126515001,Federal - Personnel,2181.23
Philadelphia City SD,Farrell Louis H Sch,7235,19,126515001,Federal - Personnel,1300.05
Philadelphia City SD,Fell D Newlin Sch,7226,19,126515001,Federal - Personnel,1326.57
Philadelphia City SD,Fels Samuel HS,3816,19,126515001,Federal - Personnel,1598.92
Philadelphia City SD,Feltonville Intermediate School,3751,19,126515001,Federal - Personnel,1640.7
Philadelphia City SD,Feltonville Sch of Arts & Sciences,7368,19,126515001,Federal - Personnel,1411.97
Philadelphia City SD,Finletter Thomas K Sch,3739,19,126515001,Federal - Personnel,1563.73
Philadelphia City SD,Fitler Academics Plus,6913,19,126515001,Federal - Personnel,1858.82
Philadelphia City SD,Fitzpatrick Aloysius L Sch,3781,19,126515001,Federal - Personnel,1161.08
Philadelphia City SD,Forrest Edwin Sch,3764,19,126515001,Federal - Personnel,1446.41
Philadelphia City SD,Fox Chase Sch,3765,19,126515001,Federal - Personnel,1493.46
Philadelphia City SD,Frank Anne Sch,3803,19,126515001,Federal - Personnel,1469.23
Philadelphia City SD,Frankford HS,3850,19,126515001,Federal - Personnel,1914.57
Philadelphia City SD,Franklin Benjamin HS,3851,19,126515001,Federal - Personnel,1898.89
Philadelphia City SD,Franklin Benjamin Sch,7231,19,126515001,Federal - Personnel,1654.85
Philadelphia City SD,Franklin LC,6822,19,126515001,Federal - Personnel,1119.08
Philadelphia City SD,Furness Horace HS,3818,19,126515001,Federal - Personnel,1419.62
Philadelphia City SD,Juniata Park Academy,7963,19,126515001,Federal - Personnel,1782.19
Philadelphia City SD,Gamp,7664,19,126515001,Federal - Personnel,767.48
Philadelphia City SD,Gideon Edward Sch,3625,19,126515001,Federal - Personnel,2298.12
Philadelphia City SD,Girard Stephen Sch,3776,19,126515001,Federal - Personnel,2322.46
Philadelphia City SD,Girls HS,3843,19,126515001,Federal - Personnel,1111.44
Philadelphia City SD,Samuel Gompers Sch,3668,19,126515001,Federal - Personnel,2200.86
Philadelphia City SD,Greenberg Joseph Sch,4726,19,126515001,Federal - Personnel,1101.03
Philadelphia City SD,Greenfield Albert M Sch,5186,19,126515001,Federal - Personnel,1190.06
Philadelphia City SD,Hackett Horatio B Sch,5120,19,126515001,Federal - Personnel,1775.68
Philadelphia City SD,Hamilton Andrew Sch,5185,19,126515001,Federal - Personnel,1862.26
Philadelphia City SD,John Hancock Demonstration Sch,5041,19,126515001,Federal - Personnel,1164.43
Philadelphia City SD,Harding Warren G MS,7242,19,126515001,Federal - Personnel,1247.85
Philadelphia City SD,Harrington Avery D Sch,6528,19,126515001,Federal - Personnel,1754.39
Philadelphia City SD,Hartranft John F Sch,5125,19,126515001,Federal - Personnel,1825.62
Philadelphia City SD,Henry Charles W Sch,3712,19,126515001,Federal - Personnel,1081.36
Philadelphia City SD,Heston Edward Sch,5187,19,126515001,Federal - Personnel,2214.73
Philadelphia City SD,Hill Freedman World Academy,7229,19,126515001,Federal - Personnel,795.07
Philadelphia City SD,Holme Thomas Sch,3766,19,126515001,Federal - Personnel,1875.41
Philadelphia City SD,Hopkinson Francis Sch,3742,19,126515001,Federal - Personnel,1750.3
Philadelphia City SD,Houston Henry E Sch,3713,19,126515001,Federal - Personnel,2277.65
Philadelphia City SD,Howe Julia Ward Sch,3743,19,126515001,Federal - Personnel,2946.95
Philadelphia City SD,Hunter William H Sch,3693,19,126515001,Federal - Personnel,2149.12
Philadelphia City SD,Jackson Andrew Sch,3642,19,126515001,Federal - Personnel,1632.38
Philadelphia City SD,Jenks Abram Sch,7227,19,126515001,Federal - Personnel,1983.25
Philadelphia City SD,John Story Jenks Academy for the Arts and Sciences,3714,19,126515001,Federal - Personnel,1210.02
Philadelphia City SD,Kearny Gen Philip Sch,3645,19,126515001,Federal - Personnel,2850.86
Philadelphia City SD,Kelley William D Sch,3626,19,126515001,Federal - Personnel,2423.91
Philadelphia City SD,Kelly John B Sch,5294,19,126515001,Federal - Personnel,2445.93
Philadelphia City SD,Kensington Creative & Performing Arts HS,7852,19,126515001,Federal - Personnel,1640.65
Philadelphia City SD,Kensington Health Sciences,7855,19,126515001,Federal - Personnel,1724.46
Philadelphia City SD,Key Francis Scott Sch,7228,19,126515001,Federal - Personnel,1999.13
Philadelphia City SD,King Martin Luther HS,6675,19,126515001,Federal - Personnel,2162.49
Philadelphia City SD,Kirkbride Eliza B Sch,3647,19,126515001,Federal - Personnel,1284.78
Philadelphia City SD,Lamberton Robert E Sch,3670,19,126515001,Federal - Personnel,1568.25
Philadelphia City SD,Lankenau HS,7811,19,126515001,Federal - Personnel,776.35
Philadelphia City SD,Lawton Henry W Sch,3744,19,126515001,Federal - Personnel,1914.36
Philadelphia City SD,Lea Henry C Sch,6530,19,126515001,Federal - Personnel,2120.07
Philadelphia City SD,Lincoln HS,3845,19,126515001,Federal - Personnel,1105.26
Philadelphia City SD,Lingelbach Anna L Sch,3717,19,126515001,Federal - Personnel,2013.44
Philadelphia City SD,Locke Alain Sch,4732,19,126515001,Federal - Personnel,2086.37
Philadelphia City SD,Loesche William H Sch,4961,19,126515001,Federal - Personnel,1422.12
Philadelphia City SD,Logan James Sch,3718,19,126515001,Federal - Personnel,2152.63
Philadelphia City SD,Longstreth William C Sch,6533,19,126515001,Federal - Personnel,2074.95
Philadelphia City SD,Lowell James R Sch,7232,19,126515001,Federal - Personnel,2240.45
Philadelphia City SD,Ludlow James R Sch,3694,19,126515001,Federal - Personnel,2070.57
Philadelphia City SD,Marshall John Sch,3797,19,126515001,Federal - Personnel,2610.3
Philadelphia City SD,Marshall Thurgood,7521,19,126515001,Federal - Personnel,1630.09
Philadelphia City SD,Mastbaum Jules E AVTS,3842,19,126515001,Federal - Personnel,1391.46
Philadelphia City SD,Masterman Julia R Sec Sch,3808,19,126515001,Federal - Personnel,711.86
Philadelphia City SD,Mayfair Sch,3769,19,126515001,Federal - Personnel,1182.27
